Field1,Field2,Field3_text,Field3_links,Field4
"""ПИЦЦА ДЕРБЕТСКАЯ, ТОРГУТСКАЯ, ХОШУТСКАЯ, БАЛДЫРСКАЯ"": ЭТНИЧЕСКОЕ ПРЕДПРИНИМАТЕЛЬСТВО В СОВРЕМЕННОЙ КАЛМЫКИИ В КОНТЕКСТЕ ТРАДИЦИОННЫХ ЭТНИЧЕСКИХ ПРИОРИТЕТОВ",Бакаева Э.П.,Монголоведение (Монгол судлал),https://elibrary.ru/contents.asp?id=36965577,"
Монголоведение (Монгол судлал). 
2018. 
№ 12.  С. 48-71.
"
"БИСМАРК, ГЕРМАНИЯ И РОССИЯ: РАЗМЫШЛЕНИЯ О НОВЕЙШИХ НЕМЕЦКИХ ИЗДАНИЯХ К ЮБИЛЕЮ ОТТО ФОН БИСМАРКА",Ростиславлева Н.В.,Новый исторический вестник,https://elibrary.ru/contents.asp?id=34244851,"
Новый исторический вестник. 
2016. 
№ 1 (47).  С. 101-115.
"
ВСЕМИРНЫЕ ФЕСТИВАЛИ МОЛОДЕЖИ И СТУДЕНТОВ: ИЗ ОПЫТА ОБЩЕСТВЕННОЙ ДИПЛОМАТИИ,Можаева Л.А.,Новый исторический вестник,https://elibrary.ru/contents.asp?id=34262227,"
Новый исторический вестник. 
2016. 
№ 2 (48).  С. 132-146.
"
ГЕРМАНСКАЯ СЛУЖБА ИНФОРМАЦИИ ПО ВОСТОКУ И ОРГАНИЗАЦИЯ ПЕЧАТНОЙ ПРОПАГАНДЫ СРЕДИ МУСУЛЬМАНСКИХ НАРОДОВ РОССИИ В ГОДЫ ПЕРВОЙ МИРОВОЙ ВОЙНЫ,Гилязов И.А.,Новый исторический вестник,https://elibrary.ru/contents.asp?id=34105878,"
Новый исторический вестник. 
2015. 
№ 2 (44).  С. 103-115.
"
"В ОДНОЙ ЛОДКЕ: ""АССИМЕТРИЧНОЕ СОСЕДСТВО: РОССИЯ И НОРВЕГИЯ"" ЗА ДВА ВЕКА","Голдин В.И., Зайков К.С., Тамицкий А.М.",Новый исторический вестник,https://elibrary.ru/contents.asp?id=34217534,"
Новый исторический вестник. 
2015. 
№ 3 (45).  С. 172-182.
"
ДЕЯТЕЛЬНОСТЬ СУФИЙСКИХ ОРДЕНОВ НА ТЕРРИТОРИИ ТЮМЕНСКОГО И СИБИРСКОГО ХАНСТВ,Маслюженко Д.Н.,Вестник Томского государственного университета. История,https://elibrary.ru/contents.asp?id=34064424,"
Вестник Томского государственного университета. История. 
2015. 
№ 2 (34).  С. 5-9.
"
ОКОЛОКУРГАННЫЕ ЖЕРТВЕННИКИ КАК РАЗНОВИДНОСТЬ ПАМЯТНИКОВ ТАСМОЛИНСКОЙ КУЛЬТУРЫ,Бейсенов А.З.,Вестник Томского государственного университета. История,https://elibrary.ru/contents.asp?id=34088401,"
Вестник Томского государственного университета. История. 
2015. 
№ 4 (36).  С. 96-104.
"
КРЕСТЬЯНСКОЕ СОЗНАНИЕ КАК ДОМИНАНТА РУССКОЙ РЕВОЛЮЦИИ,Марченя П.П.,Научный диалог,https://elibrary.ru/contents.asp?id=34194033,"
Научный диалог. 
2015. 
№ 12 (48).  С. 303-315.
"
РЕЛИГИОЗНАЯ ПРАЗДНИЧНАЯ КУЛЬТУРА КОЛХОЗНОЙ ДЕРЕВНИ В ПОСЛЕВОЕННОЕ ДЕСЯТИЛЕТИЕ (НА МАТЕРИАЛАХ КУЙБЫШЕВСКОЙ И УЛЬЯНОВСКОЙ ОБЛАСТЕЙ),Хасянов О.Р.,Научный диалог,https://elibrary.ru/contents.asp?id=34194033,"
Научный диалог. 
2015. 
№ 12 (48).  С. 386-399.
"
"ПОЛИТИЧЕСКАЯ ОППОЗИЦИЯ МАО ЦЗЭДУНА В СЕРЕДИНЕ 1960-Х ГГ.: КУРС НА ""КУЛЬТУРНУЮ РЕВОЛЮЦИЮ""",Бондарева В.В.,Научный диалог,https://elibrary.ru/contents.asp?id=34102610,"
Научный диалог. 
2015. 
№ 8 (44).  С. 65-80.
"
ПОХОД ГОСУДАРСТВА ЯМАТО В СИЛЛА 346 ГОДА,Суровень Д.А.,Научный диалог,https://elibrary.ru/contents.asp?id=34055930,"
Научный диалог. 
2015. 
№ 1 (37).  С. 8-65.
"
ОСОБЕННОСТИ ОРГАНИЗАЦИИ НАЧАЛЬНОГО ОБРАЗОВАНИЯ В РОССИЙСКОЙ ИМПЕРИИ ВО ВТОРОЙ ПОЛОВИНЕ XIX - НАЧАЛЕ XX ВЕКА (НА ПРИМЕРЕ ОРЛОВСКОЙ ГУБЕРНИИ),Хабалева Е.Н.,Научный диалог,https://elibrary.ru/contents.asp?id=34102610,"
Научный диалог. 
2015. 
№ 8 (44).  С. 97-114.
"
В КАКОМ ИСТОРИЧЕСКОМ СОЗНАНИИ МЫ НУЖДАЕМСЯ: К МЕТОДОЛОГИИ ПОДХОДА И ПРАКТИКЕ ИСПОЛЬЗОВАНИЯ,Сыров В.Н.,Вестник Томского государственного университета. История,https://elibrary.ru/contents.asp?id=33938072,"
Вестник Томского государственного университета. История. 
2013. 
№ 1 (21).  С. 183-190.
"
СТРУКТУРА И СЕМАНТИКА ОБРЯДА ПОСЛЕСВАДЕБНОГО ЦИКЛА – ПОСЕЩЕНИЯ МОЛОДОЙ / МОЛОДЫМИ ВОДНОГО ИСТОЧНИКА,Матлин М.Г.,Научный диалог,https://elibrary.ru/contents.asp?id=33834304,"
Научный диалог. 
2013. 
№ 6 (18).  С. 88-110.
"
БАИТЫ МОНГОЛИИ: НЕКОТОРЫЕ СВЕДЕНИЯ О ТЕРРИТОРИИ РАССЕЛЕНИЯ И САКРАЛЬНЫХ ОБЪЕКТАХ,Бакаева Э.П.,Монголоведение (Монгол судлал),https://elibrary.ru/contents.asp?id=33971720,"
Монголоведение (Монгол судлал). 
2013. 
№ 6.  С. 114-126.
"
ЗАМЕТКИ О НАДПИСЯХ-ГРАФФИТИ НОВГОРОДСКОГО СОФИЙСКОГО СОБОРА. Ч. III,"Гиппиус А.А., Михеев С.М.",Древняя Русь. Вопросы медиевистики,https://elibrary.ru/contents.asp?id=33665092,"
Древняя Русь. Вопросы медиевистики. 
2011. 
№ 2 (44).  С. 37-57.
"
ДОЧЬ ВИЗАНТИЙСКОГО ИМПЕРАТОРА ИСААКА II В ГАЛИЦКО-ВОЛЫНСКОЙ РУСИ: КНЯГИНЯ И МОНАХИНЯ,Майоров А.В.,Древняя Русь. Вопросы медиевистики,https://elibrary.ru/contents.asp?id=33600294,"
Древняя Русь. Вопросы медиевистики. 
2010. 
№ 1 (39).  С. 76-106.
"
"""НАРОД И ВЛАСТЬ В РОССИЙСКОЙ СМУТЕ"": ПРОШЛОЕ И НАСТОЯЩЕЕ СИСТЕМНЫХ КРИЗИСОВ В РОССИИ МЕЖДУНАРОДНЫЙ КРУГЛЫЙ СТОЛ В ИНСТИТУТЕ СОЦИОЛОГИИ РАН","Булдаков В.П., Марченя П.П., Разин С.Ю.",Вестник архивиста,https://elibrary.ru/contents.asp?id=33652554,"
Вестник архивиста. 
2010. 
№ 3.  С. 288-302.
"
СОЧИНЕНИЕ О ДЕМОНАХ ИЗ АРХИВА ПОСОЛЬСКОГО ПРИКАЗА: К ВОПРОСУ О КУЛЬТУРНЫХ КОНТАКТАХ РОССИИ И ЕВРОПЫ В ПОСЛЕДНЕЙ ТРЕТИ XVII СТОЛЕТИЯ,"Королев А.А., Майер И., Шамин С.М.",Древняя Русь. Вопросы медиевистики,https://elibrary.ru/contents.asp?id=33388261,"
Древняя Русь. Вопросы медиевистики. 
2009. 
№ 4 (38).  С. 108-121.
"
СИБИРСКИЙ ГОРОД КОНЦА XVI - НАЧАЛА XVIII В. В ИСТОРИКО-АРХЕОЛОГИЧЕСКОМ ОТРАЖЕНИИ (ИСТОРИОГРАФИЧЕСКИЙ АСПЕКТ),Черная М.П.,Вестник Томского государственного университета. История,https://elibrary.ru/contents.asp?id=33486176,"
Вестник Томского государственного университета. История. 
2009. 
№ 3 (7).  С. 95-112.
"
