Field1,Field2,Field3_text,Field3_links,Field4
ИССЛЕДОВАНИЕ ВОЗМОЖНОСТЕЙ ПРИМЕНЕНИЯ БЕСПИЛОТНЫХ АВИАЦИОННЫХ СИСТЕМ ДЛЯ МОДЕЛИРОВАНИЯ ОБЪЕКТОВ НЕДВИЖИМОСТИ,Опритова О.А.,Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=35645754,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2018. 
Т. 23. № 3.  С. 248-258.
"
ГЕОЭКОЛОГИЧЕСКАЯ ОЦЕНКА И КАРТОГРАФИРОВАНИЕ СОСТОЯНИЯ ОЗЕЛЕНЕННЫХ ТЕРРИТОРИЙ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ,"Муллаярова П.И., Николаева О.Н., Трубина Л.К.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=36635477,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2018. 
Т. 23. № 4.  С. 262-274.
"
ЭКСПЕРИМЕНТАЛЬНЫЕ ИССЛЕДОВАНИЯ ПРИМЕНЕНИЯ ОБРАТНОЙ ЛИНЕЙНО-УГЛОВОЙ ЗАСЕЧКИ ДЛЯ ОЦЕНКИ СТАБИЛЬНОСТИ ПУНКТОВ ПЛАНОВОЙ ДЕФОРМАЦИОННОЙ ГЕОДЕЗИЧЕСКОЙ СЕТИ,Горяинов И.В.,Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34844865,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2018. 
Т. 23. № 1.  С. 28-39.
"
ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ АКТИВНЫХ СПУТНИКОВЫХ ГЕОДЕЗИЧЕСКИХ СЕТЕЙ В РОССИИ И ИХ ИНТЕГРАЦИИ В ITRF,"Вдовин В.С., Дворкин В.В., Карпик А.П., Липатников Л.А., Сорокин С.Д., Стеблов Г.М.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34844865,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2018. 
Т. 23. № 1.  С. 6-27.
"
НАУЧНЫЕ ОСНОВЫ ИНФОРМАЦИОННОЙ КОНЦЕПЦИИ КАРТОГРАФИЧЕСКОГО МЕТОДА ИССЛЕДОВАНИЯ,Бешенцев А.Н.,Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34844865,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2018. 
Т. 23. № 1.  С. 85-110.
"
ГЕОИНФОРМАЦИОННЫЕ АСПЕКТЫ РАЗРАБОТКИ ИНФОРМАЦИОННО- ИЗМЕРИТЕЛЬНЫХ СИСТЕМ НА БАЗЕ РАСПРЕДЕЛЕННЫХ СЕТЕЙ ИНТЕЛЛЕКТУАЛЬНЫХ ГЕОСЕНСОРОВ,"Майоров А.А., Матерухин А.В.",Известия высших учебных заведений. Геодезия и аэрофотосъемка,https://elibrary.ru/contents.asp?id=34551081,"
Известия высших учебных заведений. Геодезия и аэрофотосъемка. 
2017. 
№ 6.  С. 106-109.
"
АЛГЕБРАИЧЕСКИЙ ПОДХОД К РАЗРАБОТКЕ АБСТРАКТНЫХ ТИПОВ ПРОСТРАНСТВЕННО-ВРЕМЕННЫХ ДАННЫХ,Матерухин А.В.,Известия высших учебных заведений. Геодезия и аэрофотосъемка,https://elibrary.ru/contents.asp?id=34418969,"
Известия высших учебных заведений. Геодезия и аэрофотосъемка. 
2017. 
№ 1.  С. 114-117.
"
РАЗРАБОТКА ОНТОЛОГИИ СЕМАНТИЧЕСКОГО СОДЕРЖАНИЯ МУЛЬТИМАСШТАБНЫХ ЭЛЕКТРОННЫХ ТОПОГРАФИЧЕСКИХ КАРТ. ЧАСТЬ 1. ТЕОРЕТИЧЕСКИЕ ПРЕДПОСЫЛКИ И МЕТОДОЛОГИЧЕСКИЕ АСПЕКТЫ,"Учаев Д.В., Учаев Дм.В.",Известия высших учебных заведений. Геодезия и аэрофотосъемка,https://elibrary.ru/contents.asp?id=34418969,"
Известия высших учебных заведений. Геодезия и аэрофотосъемка. 
2017. 
№ 1.  С. 53-61.
"
СОВРЕМЕННЫЕ СИСТЕМЫ ГЕОИНФОРМАЦИОННОГО МОНИТОРИНГА ВОДООХРАННЫХ ЗОН РЕК И ВОДОХРАНИЛИЩ,"Быстров А.Ю., Майоров А.А.",Известия высших учебных заведений. Геодезия и аэрофотосъемка,https://elibrary.ru/contents.asp?id=34478881,"
Известия высших учебных заведений. Геодезия и аэрофотосъемка. 
2017. 
№ 2.  С. 80-86.
"
"КАРТОГРАФИЧЕСКАЯ ОСНОВА КАДАСТРА: ИСТОРИЯ СОЗДАНИЯ, ЦЕЛИ И ТРЕБОВАНИЯ",Тарарин А.М.,Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34484267,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 1.  С. 132-141.
"
О РОЛИ ГЕОИНФОРМАЦИИ В РЕШЕНИИ ГРАЖДАНСКО-ПРАВОВЫХ ПРОБЛЕМ НА ОСНОВЕ ЕДИНОГО ГОСУДАРСТВЕННОГО РЕЕСТРА НЕДВИЖИМОСТИ (НА МАТЕРИАЛАХ ИРКУТСКОЙ ОБЛАСТИ),"Александр Петрович Карпик, Юлия Владимировна Федоренко, Дарья Васильевна Пархоменко",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34520779,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 2.  С. 154-170.
"
ТЕХНОЛОГИИ ПОЗИЦИОНИРОВАНИЯ В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ,Вахрушева А.А.,Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34484267,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 1.  С. 170-177.
"
"МЕТОД НАИМЕНЬШИХ КВАДРАТОВ (СТАТИКА, ДИНАМИКА, МОДЕЛИ С УТОЧНЯЕМОЙ СТРУКТУРОЙ)","Борис Тимофеевич Мазуров, Владимир Абрамович Падве",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34520779,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 2.  С. 22-35.
"
ВЫСОКОТОЧНЫЕ ГЕОДЕЗИЧЕСКИЕ ИЗМЕРЕНИЯ ПРИ ДЕФОРМАЦИОННОМ МОНИТОРИНГЕ АКВАПАРКА,"Шоломицкий А.А., Лагутина Е.К., Соболева Е.Л.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34536345,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 3.  С. 45-59.
"
ГЕОПРОСТРАНСТВЕННЫЙ ДИСКУРС ОПЕРЕЖАЮЩЕГО И ПРОРЫВНОГО МЫШЛЕНИЯ,"Карпик А.П., Лисицкий Д.В., Байков К.С., Осипов А.Г., Савиных В.Н.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34839429,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 4.  С. 53-67.
"
ЭЛЕМЕНТЫ ГЕОИНФОРМАЦИОННОГО ОБЕСПЕЧЕНИЯ ИНВЕНТАРИЗАЦИОННЫХ РАБОТ,"Дубровский А.В., Ершов А.В., Новоселов Ю.А., Москвин В.Н.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34839429,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2017. 
Т. 22. № 4.  С. 78-91.
"
ГЕОИНФОРМАЦИОННО-КАРТОГРАФИЧЕСКОЕ ОБЕСПЕЧЕНИЕ ИССЛЕДОВАНИЙ ПРОСТРАНСТВЕННО-ВРЕМЕННЫХ ОСОБЕННОСТЕЙ СЕЛЬСКОГО РАССЕЛЕНИЯ РЕСПУБЛИКИ МОРДОВИЯ,"Ивлиева Н.Г., Манухов В.Ф.",ИнтерКарто. ИнтерГИС,https://elibrary.ru/contents.asp?id=34532893,"
ИнтерКарто. ИнтерГИС. 
2017. 
Т. 23. № 2.  С. 64-77.
"
ГЕОПОРТАЛЫ КАК БАЗОВЫЕ ЭЛЕМЕНТЫ ИНФРАСТРУКТУРЫ ПРОСТРАНСТВЕННЫХ ДАННЫХ: АНАЛИЗ ТЕКУЩЕГО СОСТОЯНИЯ ВОПРОСА В РОССИИ,Шевин А.В.,Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34416848,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2016. 
№ 3 (35).  С. 102-110.
"
РАЗРАБОТКА МЕТОДИКИ ПОЛУЧЕНИЯ НОРМАЛЬНЫХ ВЫСОТ НА ТЕРРИТОРИИ НОВОСИБИРСКОЙ ОБЛАСТИ С ИСПОЛЬЗОВАНИЕМ ГЛОБАЛЬНОЙ МОДЕЛИ ГЕОИДА EGM2008,"Обиденко В.И., Опритова О.А., Решетов А.П.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34248115,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2016. 
№ 1 (33).  С. 14-25.
"
К ВОПРОСУ РАЗВИТИЯ ГЕОИНФОРМАЦИОННОГО РЕСУРСА ДЛЯ ЦЕЛЕЙ МОНИТОРИНГА СЕЛЬСКОХОЗЯЙСТВЕННЫХ ЗЕМЕЛЬ НА ТЕРРИТОРИИ ЮГА ТЮМЕНСКОЙ ОБЛАСТИ,"Бударова В.А., Медведева Ю.Д., Черданцева Н.Г.",Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий),https://elibrary.ru/contents.asp?id=34258446,"
Вестник СГУГиТ (Сибирского государственного университета геосистем и технологий). 
2016. 
№ 2 (34).  С. 169-183.
"
СРАВНИТЕЛЬНАЯ ОЦЕНКА ЛЕСИСТОСТИ НА ТЕРРИТОРИЯХ РЕСПУБЛИК МОРДОВИЯ И МАРИЙ ЭЛ ПО РЕЗУЛЬТАТАМ КЛАССИФИКАЦИИ СПУТНИКОВЫХ СНИМКОВ LANDSAT,"Вдовин Е.С., Каверин А.В., Стволкова Е.Н.",ИнтерКарто. ИнтерГИС,https://elibrary.ru/contents.asp?id=34537715,"
ИнтерКарто. ИнтерГИС. 
2015. 
Т. 21.  С. 433-438.
"
О ПОДГОТОВКЕ ВЫПУСКНЫХ КВАЛИФИКАЦИОННЫХ РАБОТ КРАЕВЕДЧЕСКОЙ ТЕМАТИКИ СТУДЕНТАМИ-КАРТОГРАФАМИ,"Ивлиева Н.Г., Манухов В.Ф.",ИнтерКарто. ИнтерГИС,https://elibrary.ru/contents.asp?id=34537715,"
ИнтерКарто. ИнтерГИС. 
2015. 
Т. 21.  С. 625-630.
"
К ВОПРОСУ КАРТОГРАФО-ГЕОИНФОРМАЦИОННОЙ ПОДГОТОВКИ БАКАЛАВРОВ ГЕОГРАФИИ,"Ивлиева Н.Г., Манухов В.Ф.",ИнтерКарто. ИнтерГИС,https://elibrary.ru/contents.asp?id=34537715,"
ИнтерКарто. ИнтерГИС. 
2015. 
Т. 21.  С. 634-638.
"
ОБ АДАПТАЦИИ ГЛОБАЛЬНОЙ МОДЕЛИ ГЕОПОТЕНЦИАЛА К РЕГИОНАЛЬНЫМ ОСОБЕННОСТЯМ (ЧАСТЬ 2),"Нейман Ю.М., Сугаипова Л.С.",Известия высших учебных заведений. Геодезия и аэрофотосъемка,https://elibrary.ru/contents.asp?id=33986285,"
Известия высших учебных заведений. Геодезия и аэрофотосъемка. 
2014. 
№ 4.  С. 3-7.
"
ГЕОРЕФЕРЕНЦИЯ КАК ПРИМЕНЕНИЕ ПРОСТРАНСТВЕННЫХ ОТНОШЕНИЙ В ГЕОИНФОРМАТИКЕ,"Майоров А.А., Цветков В.Я.",Известия высших учебных заведений. Геодезия и аэрофотосъемка,https://elibrary.ru/contents.asp?id=34115986,"
Известия высших учебных заведений. Геодезия и аэрофотосъемка. 
2012. 
№ 3.  С. 87-89.
"
ГЕОИНФОРМАЦИОННОЕ ОБЕСПЕЧЕНИЕ МОНИТОРИНГА ТРАНСФОРМАЦИИ ПРИРОДНЫХ ЛАНДШАФТОВ В БАССЕЙНЕ ОЗ. БАЙКАЛ НА ОСНОВЕ РЕТРОСПЕКТИВНЫХ КАРТОГРАФИЧЕСКИХ МАТЕРИАЛОВ,Бешенцев А.Н.,Аридные экосистемы,https://elibrary.ru/contents.asp?id=33721266,"
Аридные экосистемы. 
2011. 
Т. 17. № 4 (49).  С. 53-62.
"
РАЗРАБОТКА СТРУКТУРЫ НАУЧНО-СПРАВОЧНОГО КАРТОГРАФИРОВАНИЯ ПРИРОДНОЙ СРЕДЫ КУМО-МАНЫЧСКОЙ ВПАДИНЫ ДЛЯ ЦЕЛЕЙ ЭКОЛОГИЧЕСКОЙ ЭКСПЕРТИЗЫ,Курбатова И.Е.,Аридные экосистемы,https://elibrary.ru/contents.asp?id=33387690,"
Аридные экосистемы. 
2010. 
Т. 16. № 1 (41).  С. 66-75.
"
