Field1,Field2,Field3_text,Field3_links,Field4
НАРЦИССИЗМ В СОВРЕМЕННОЙ ВИЗУАЛЬНОЙ КУЛЬТУРЕ: ФЕНОМЕН СЕЛФИ,"Гиниятова Е.В., Семенюк К.А., Пономарева О.М., Запекин С.Г.",Вестник Томского государственного университета. Культурология и искусствоведение,https://elibrary.ru/contents.asp?id=41258422,"
Вестник Томского государственного университета. Культурология и искусствоведение. 
2019. 
№ 35.  С. 5-13.
"
"ОТ ""FINAL GIRL"" К ЕДИНСТВЕННОЙ ВЕЛИКОЙ МАТЕРИ: ГОЛЛИВУДСКИЙ ХОРРОР И СТРАТЕГИИ ПОСТГУМАНИЗМА",Маленко С.А.,Вестник Томского государственного университета. Культурология и искусствоведение,https://elibrary.ru/contents.asp?id=41258422,"
Вестник Томского государственного университета. Культурология и искусствоведение. 
2019. 
№ 35.  С. 87-95.
"
НУТРО И ПОВЕРХНОСТЬ: К ФЕНОМЕНОЛОГИИ ТЕЛЕСНОСТИ В АМЕРИКАНСКОМ ФИЛЬМЕ УЖАСОВ,Некита А.Г.,Вестник Томского государственного университета. Культурология и искусствоведение,https://elibrary.ru/contents.asp?id=41258422,"
Вестник Томского государственного университета. Культурология и искусствоведение. 
2019. 
№ 35.  С. 96-104.
"
ЭКРАН И ФАКТОР СКОРОСТИ: ОТ НАРРАТИВОВ К ПЕРФОРМАТИВАМ,Тульчинский Г.Л.,Наука телевидения,https://elibrary.ru/contents.asp?id=39138646,"
Наука телевидения. 
2019. 
Т. 15. № 2.  С. 29-40.
"
"К ОПРЕДЕЛЕНИЮ ТЕРМИНА ""ПАРТИЦИПАЦИЯ"" В КОНТЕКСТЕ СОВРЕМЕННЫХ ХУДОЖЕСТВЕННЫХ ПРАКТИК",Деникин А.А.,Наука телевидения,https://elibrary.ru/contents.asp?id=34843957,"
Наука телевидения. 
2018. 
Т. 14. № 1.  С. 58-79.
"
ЭКРАННАЯ КУЛЬТУРА VS КНИЖНАЯ КУЛЬТУРА:ПЕРСПЕКТИВЫ ДИАЛОГА,Кондаков И.В.,Наука телевидения,https://elibrary.ru/contents.asp?id=34347813,"
Наука телевидения. 
2016. 
Т. 12. № 3.  С. 7-21.
"
ORNAMENTA REGIA - PЕГАЛИИ АЛЕКСАНДРА МАКЕДОНСКОГО В 330-323 ГГ,Ольбрихт М.Я.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=34071106,"
Проблемы истории, филологии, культуры. 
2015. 
№ 1 (47).  С. 134-143.
"
"ТЕКСТ ЭКРАННЫЙ И ""КНИЖНЫЙ"": ГЛУБИНА ИНТЕРПРЕТАЦИИ",Кондаков И.В.,Наука телевидения,https://elibrary.ru/contents.asp?id=34469621,"
Наука телевидения. 
2014. 
Т. 11.  С. 191-196.
"
"""СЕЛФИ"": ПРАВДА ЖИЗНИ ИЛИ МИФОЛОГИЗИРОВАННЫЙ КОНСТРУКТ?",Вольф Д.В.,Наука телевидения,https://elibrary.ru/contents.asp?id=34469621,"
Наука телевидения. 
2014. 
Т. 11.  С. 365-379.
"
"""ДОКУМИФ"", ИЛИ ПОГОНИ ЗА РЕАЛЬНОСТЬЮ",Сальникова Е.В.,Наука телевидения,https://elibrary.ru/contents.asp?id=34469621,"
Наука телевидения. 
2014. 
Т. 11.  С. 48-84.
"
МНОГОВЕКОВЫЕ НАПРАВЛЕНИЯ В ЯЗЫКОВОЙ ИНТЕГРАЦИИ ХОРВАТСКОГО ОБЩЕСТВА,Капетанович А.,Slověne,https://elibrary.ru/contents.asp?id=33792796,"
Slověne. 
2012. 
Т. 1. № 1.  С. 222-243.
"
"ШЕКСПИР НА ЭКРАНЕ :""НЕОШЕКСПИРИЗАЦИЯ"" И ""НЕОШЕКСПИРИЗМ""",Луков В.А.,Наука телевидения,https://elibrary.ru/contents.asp?id=34335187,"
Наука телевидения. 
2010. 
Т. 7.  С. 312-322.
"
"Я.М.Р. ЛЕНЦ И ЭСТЕТИКА ЛИТЕРАТУРЫ ""БУРИ И НАТИСКА""","Ерофеева H.E., Бурикова С.А.","Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33276891,"
Проблемы истории, филологии, культуры. 
2008. 
№ 20.  С. 105-111.
"
"ЭВОЛЮЦИЯ КОНЦЕПТА ""ПРОВИНЦИЯ"" В АНГЛИЙСКОЙ КОМЕДИИ НРАВОВ XVIII ВЕКА",Боровлева М.Ю.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 118-124.
"
ИСТОРИЧЕСКАЯ ПРОЗА Ю. ДАВЫДОВА 1980-Х - 2000-Х ГГ.: ЖАНРОВО-СТИЛЕВЫЕ ДОМИНАНТЫ,Сидоров А.В.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33276891,"
Проблемы истории, филологии, культуры. 
2008. 
№ 20.  С. 126-134.
"
СТАНОВЛЕНИЕ ИНДИВИДУАЛЬНОГО ДРАМАТУРГИЧЕСКОГО СТИЛЯ Я.М.Р. ЛЕНЦА ПОД ВЛИЯНИЕМ ТВОРЧЕСТВА РИМСКОГО КОМЕДИОГРАФА Т.М. ПЛАВТА,Бурикова С.А.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 134-139.
"
"ЭСТЕТИКА ХОГАРТА И УРБАНИСТИЧЕСКИЙ ОБРАЗ У ДИККЕНСА (""ОЧЕРКИ БОЗА"")",Беленкова Т.О.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 146-154.
"
"НОВАТОРСТВО ФОРМЫ В РОМАНЕ О. ДЕ БАЛЬЗАКА ""КУЗИНА БЕТТА""",Сергиенко И.В.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 154-162.
"
"ДЖ. БОККАЧЧО В ВОСПРИЯТИИ ВИКТОРИАНСКОГО ПОЭТА (""ПОВЕСТЬ О ВЛЮБЛЕННОМ"" И ""СОКОЛ"" АТЕННИСОНА)",Соколова Н.И.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 208-217.
"
"РОЛЬ СОЦИАЛЬНЫХ И ПСИХОЛОГИЧЕСКИХ ФАКТОРОВ В ПРОЦЕССЕ КОММУНИКАЦИИ В РОМАНЕ У.М. ТЕККЕРЕЯ ""ИСТОРИЯ ГЕНРИ ЭСМОНДА""",Васева O.X.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 230-234.
"
ОНТОЛОГИЧЕСКИЕ ОСНОВЫ ПРАВОСЛАВНОГО АСКЕТИЗМА,Юшков К.М.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33273510,"
Проблемы истории, филологии, культуры. 
2008. 
№ 19.  С. 427-434.
"
УТИЛИТАРИЗМ И АСКЕЗА В ЭТИЧЕСКИХ ВОЗЗРЕНИЯХ БЕНДЖАМИНА ФРАНКЛИНА И СЭМЮЕЛЯ СМАЙЛСА,Царегородцев А.В.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33276891,"
Проблемы истории, филологии, культуры. 
2008. 
№ 20.  С. 74-89.
"
ИСТОРИЯ КОРЕЙСКОЙ КЕРАМИКИ ПЕРИОДА ЛИ,Гомперц Г.,"Проблемы истории, филологии, культуры",https://elibrary.ru/contents.asp?id=33271500,"
Проблемы истории, филологии, культуры. 
2007. 
№ 18.  С. 415-428.
"
