Field1,Field2,Field3_text,Field3_links,Field4
ОСОБЕННОСТИ ГАСТРОИНТЕСТИНАЛЬНЫХ НАРУШЕНИЙ У ДЕТЕЙ С РАССТРОЙСТВАМИ АУТИСТИЧЕСКОГО СПЕКТРА: ОБЗОР ЛИТЕРАТУРЫ,"Сулейманова З.Я., Устинова Н.В., Турти Т.В.",Педиатрическая фармакология,https://elibrary.ru/contents.asp?id=48545155,"
Педиатрическая фармакология. 
2022. 
Т. 19. № 2.  С. 99-104.
"
ПРИВИТОСТЬ И ОХВАТ ИММУНИЗАЦИЕЙ В СООТВЕТСТВИИ С НАЦИОНАЛЬНЫМ КАЛЕНДАРЕМ ПРОФИЛАКТИЧЕСКИХ ПРИВИВОК ДЕТСКОГО НАСЕЛЕНИЯ: ОДНОМОМЕНТНОЕ МНОГОЦЕНТРОВОЕ ИССЛЕДОВАНИЕ,"Намазова-Баранова Л.С., Федосеенко М.В., Гринчик П.Р., Гирина А.А., Ковалёв С.В., Мазоха А.В., Макушина Е.Д., Малинина Е.И., Мусихина А.Ю., Перминова О.А., Пленсковская Н.Ю., Привалова Т.Е., Рычкова О.А., Семериков В.В., Фоминых М.В., Фуголь Д.С., Якимова Н.В., Ртищев А.Ю., Русинова Д.С.",Педиатрическая фармакология,https://elibrary.ru/contents.asp?id=46133682,"
Педиатрическая фармакология. 
2021. 
Т. 18. № 2.  С. 110-117.
"
РЕКОМЕНДАЦИИ ПО ПРОВЕДЕНИЮ УНИВЕРСАЛЬНОГО АУДИОЛОГИЧЕСКОГО СКРИНИНГА НОВОРОЖДЕННЫХ И ДЕТЕЙ ПЕРВОГО ГОДА ЖИЗНИ В РОССИЙСКОЙ ФЕДЕРАЦИИ,"Чибисова С.С., Туфатулин Г.Ш., Королёва И.В., Цыганкова Е.Р., Маркова Т.Г., Володин Н.Н., Намазова-Баранова Л.С., Таварткиладзе Г.А.",Педиатрическая фармакология,https://elibrary.ru/contents.asp?id=46133682,"
Педиатрическая фармакология. 
2021. 
Т. 18. № 2.  С. 134-145.
"
НЕРАЦИОНАЛЬНАЯ ФАРМАКОТЕРАПИЯ КАК ОДНА ИЗ ПРИЧИН ВРАЧЕБНЫХ ОШИБОК,"Намазова-Баранова Л.С., Зеленкова И.В., Губанова С.Г., Пашков А.В., Наумова И.В., Эфендиева К.Е., Ганковский В.А.",Педиатрическая фармакология,https://elibrary.ru/contents.asp?id=44794363,"
Педиатрическая фармакология. 
2021. 
Т. 18. № 1.  С. 31-37.
"
НОВЫЕ ДАННЫЕ ПО ЭВОЛЮЦИИ ПАНДЕМИИ COVID-19: ОБЗОР ЛИТЕРАТУРЫ,"Намазова-Баранова Л.С., Садеки Н.М.Я., Эфендиева К.Е.",Педиатрическая фармакология,https://elibrary.ru/contents.asp?id=46686313,"
Педиатрическая фармакология. 
2021. 
Т. 18. № 4.  С. 314-319.
"
РАСПРОСТРАНЕННОСТЬ ЦИТОМЕГАЛОВИРУСНОЙ ИНФЕКЦИИ СРЕДИ ПОДРОСТКОВ В РОССИЙСКОЙ ФЕДЕРАЦИИ: РЕЗУЛЬТАТЫ ОДНОМОМЕНТНОГО ПОПУЛЯЦИОННОГО АНАЛИЗА СЕРОПРЕВАЛЕНТНОСТИ,"Дубоносова Е.Ю., Намазова-Баранова Л.С., Вишнева Е.А., Маянский Н.А., Куличенко Т.В., Солошенко М.А.",Педиатрическая фармакология,https://elibrary.ru/contents.asp?id=47480038,"
Педиатрическая фармакология. 
2021. 
Т. 18. № 6.  С. 451-459.
"
НЕВРОЛОГИЧЕСКИЕ НАРУШЕНИЯ У ПАЦИЕНТОВ С LONG COVID СИНДРОМОМ И МЕТОДЫ КЛЕТОЧНОЙ ТЕРАПИИ ДЛЯ ИХ КОРРЕКЦИИ: ОБЗОР ЛИТЕРАТУРЫ,"Долгополов И.С., Менткевич Г.Л., Рыков М.Ю., Чичановская Л.В.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=47333099,"
Сеченовский вестник. 
2021. 
Т. 12. № 3.  С. 56-67.
"
КОМПЛЕКСНЫЙ МЕХАНИЗМ РАЗВИТИЯ СOVID-19,"Болевич С.Б., Болевич C.C.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=44312054,"
Сеченовский вестник. 
2020. 
Т. 11. № 2.  С. 50-61.
"
ОСОБЕННОСТИ ВЕДЕНИЯ ОНКОЛОГИЧЕСКИХ ПАЦИЕНТОВ ВО ВРЕМЯ ПАНДЕМИИ КОРОНАВИРУСНОЙ ИНФЕКЦИИ COVID-19,"Секачева М.И., Русанов А.С., Фатьянова А.С., Борода А.М., Истранов А.Л., Русанов С.Н., Бабаева Ю.В., Поддубская Е.В.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=44312054,"
Сеченовский вестник. 
2020. 
Т. 11. № 2.  С. 62-73.
"
ЗДОРОВЬЕ СТУДЕНТОВ МЕДИЦИНСКИХ ВУЗОВ РОССИИ: ПРОБЛЕМЫ И ПУТИ ИХ РЕШЕНИЯ,"Глыбочко П.В., Есауленко И.Э., Попов В.И., Петрова Т.Н.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=34536298,"
Сеченовский вестник. 
2017. 
№ 2 (28).  С. 4-11.
"
КОМПЕТЕНТНОСТНЫЙ ПОДХОД К ПОДГОТОВКЕ СПЕЦИАЛИСТОВ В ОБЛАСТИ УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЕМ,"Решетников В.А., Коршевер Н.Г., Доровская А.И.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=37166214,"
Сеченовский вестник. 
2016. 
№ 2 (24).  С. 27-32.
"
АНАЛИЗ СПОРТИВНОЙ ДЕЯТЕЛЬНОСТИ С ПОЗИЦИИ ТЕОРИИ ФУНКЦИОНАЛЬНЫХ СИСТЕМ,"Фудин Н.А., Вагин Ю.Е.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=34543126,"
Сеченовский вестник. 
2016. 
№ 3 (25).  С. 34-45.
"
ГОДОВОЕ ПЛАНИРОВАНИЕ РАБОТЫ КАФЕДР МЕДИЦИНСКОЙ ОБРАЗОВАТЕЛЬНОЙ ОРГАНИЗАЦИИ,"Трегубов В.Н., Шаповалова М.А.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=37793547,"
Сеченовский вестник. 
2015. 
№ 4 (22).  С. 41-44.
"
ОСОБЕННОСТИ ПРОВЕДЕНИЯ ВОСПИТАТЕЛЬНОЙ РАБОТЫ ПРИ ОБУЧЕНИИ ВРАЧЕЙ С ИСПОЛЬЗОВАНИЕМ ДИСТАНЦИОННЫХ ОБРАЗОВАТЕЛЬНЫХ ТЕХНОЛОГИЙ,Трегубов В.Н.,Сеченовский вестник,https://elibrary.ru/contents.asp?id=37793547,"
Сеченовский вестник. 
2015. 
№ 4 (22).  С. 49-52.
"
КЛИНИЧЕСКОЕ ЗНАЧЕНИЕ АНЕМИИ У БОЛЬНЫХ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ,"Дворецкий Л.И., Желнов В.В., Дятлов Н.В.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=50020711,"
Сеченовский вестник. 
2010. 
№ 2.  С. 22-27.
"
ОСТРЫЕ ГАСТРОДУОДЕНАЛЬНЫЕ ЯЗВЕННЫЕ КРОВОТЕЧЕНИЯ: ОТ СТРАТЕГИЧЕСКИХ КОНЦЕПЦИЙ К ЛЕЧЕБНОЙ ТАКТИКЕ,"Гостищев В.К., Евсеев М.А.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=50018942,"
Сеченовский вестник. 
2010. 
№ 1.  С. 29-35.
"
РЕЗУЛЬТАТЫ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ ПАЦИЕНТОВ С КАРДИОЭЗОФАГЕАЛЬНЫМ РАКОМ,"Черноусов А.Ф., Хоробрых Т.В., Вычужанин Д.В.",Сеченовский вестник,https://elibrary.ru/contents.asp?id=50018942,"
Сеченовский вестник. 
2010. 
№ 1.  С. 36-40.
"
