Field1,Field2,Field3_text,Field3_links,Field4
К ВОПРОСУ ИСТОРИИ СТАТИСТИЧЕСКОЙ МЕТОДОЛОГИИ ПОЗНАНИЯ,Афанасьев В.Н.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34525657,"
Вестник НГУЭУ. 
2017. 
№ 2.  С. 63-81.
"
ИНСТИТУТЫ ДОГОНЯЮЩЕГО РАЗВИТИЯ (К ПРОЕКТУ НОВОЙ МОДЕЛИ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РОССИИ),Полтерович В.М.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=34332204,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2016. 
№ 5 (47).  С. 34-56.
"
МЕТОДИЧЕСКИЙ ПОДХОД К МОДЕЛИРОВАНИЮ ЭКОНОМИЧЕСКОГО РОСТА ИННОВАЦИОННОЙ ЭКОНОМИКИ РЕГИОНА,"Серга Л.К., Симонова Е.Ю., Зайков К.А.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34398106,"
Вестник НГУЭУ. 
2016. 
№ 4.  С. 301-314.
"
СТАТИСТИЧЕСКИЙ АНАЛИЗ ПРОЦЕССОВ КЛАСТЕРИЗАЦИИ ЭКОНОМИКИ,Зайков К.А.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34223621,"
Вестник НГУЭУ. 
2016. 
№ 1.  С. 307-316.
"
К ВОПРОСУ О ФОРМИРОВАНИИ УНИВЕРСАЛЬНОЙ МЕТОДИКИ ОЦЕНКИ ЭФФЕКТИВНОСТИ ДЕЯТЕЛЬНОСТИ СИСТЕМЫ ОБЩЕГО ОБРАЗОВАНИЯ,Лишко Д.С.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34223621,"
Вестник НГУЭУ. 
2016. 
№ 1.  С. 330-340.
"
ПРОГНОЗНЫЕ ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИЕ БАЛАНСЫ:МЕТОДОЛОГИЧЕСКИЕ ПРОБЛЕМЫ И ВАРИАНТЫ ФОРМИРОВАНИЯ,"Мамий И.П., Иващенко М.А.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34207713,"
Вестник НГУЭУ. 
2015. 
№ 4.  С. 128-134.
"
"К КОЛИЧЕСТВЕННОЙ ОЦЕНКЕ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО ЭФФЕКТА, С РАЗЛИЧИЯМИ В ОПЛАТЕ ТРУДА, С НАЛОГОВЫМИ И ПЕНСИОННЫМИ ОТЧИСЛЕНИЯМИ",Авров А.П.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34207713,"
Вестник НГУЭУ. 
2015. 
№ 4.  С. 283-296.
"
ОБОБЩАЮЩАЯ ОЦЕНКА СОЦИАЛЬНО-ЭКОНОМИЧЕСКИХ ЯВЛЕНИЙ С УЧЕТОМ ДИНАМИЧЕСКОГО ФАКТОРА,Толмачев М.Н.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34207713,"
Вестник НГУЭУ. 
2015. 
№ 4.  С. 30-40.
"
РАЗРАБОТКА МЕТОДИКИ ОЦЕНКИ ЭФФЕКТИВНОСТИ ДЕЯТЕЛЬНОСТИ СИСТЕМЫ ОБЩЕГО ОБРАЗОВАНИЯ,Лишко Д.С.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34063078,"
Вестник НГУЭУ. 
2015. 
№ 1.  С. 329-340.
"
ПЕРВООЧЕРЕДНЫЕ МЕТОДОЛОГИЧЕСКИЕ И ОРГАНИЗАЦИОННЫЕ ЗАДАЧИ ОФИЦИАЛЬНОЙ СТАТИСТИКИ АРМЕНИИ НА СОВРЕМЕННОМ ЭТАПЕ,Акопян К.А.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34207713,"
Вестник НГУЭУ. 
2015. 
№ 4.  С. 84-91.
"
МОНИТОРИНГ ОБЩЕСТВЕННОГО МНЕНИЯ О СОСТОЯНИИ РОССИЙСКОГО ОБЩЕСТВА,,,,
ЗАКОН О СТРАТЕГИЧЕСКОМ ПЛАНИРОВАНИИ В РОССИЙСКОЙ ФЕДЕРАЦИИ: ДОСТОИНСТВА И НЕРЕШЕННЫЕ ВОПРОСЫ (ЭКСПЕРТНАЯ ОЦЕНКА),"Ускова Т.В., Чекавинский А.Н.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33990877,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2014. 
№ 4 (34).  С. 63-67.
"
К ВОПРОСУ О ДИНАМИКЕ ДЕМОГРАФИЧЕСКОГО ПОТЕНЦИАЛА НОВОСИБИРСКОЙ ОБЛАСТИ В 2002-2010 ГГ,Харченко Л.П.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34041002,"
Вестник НГУЭУ. 
2014. 
№ 4.  С. 10-17.
"
КОНЦЕПТУАЛЬНАЯ МОДЕЛЬ СТАТИСТИЧЕСКОГО ИССЛЕДОВАНИЯ РЫНКА БЕЗНАЛИЧНЫХ РАСЧЕТОВ НАСЕЛЕНИЯ,Довыденко Е.И.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33987475,"
Вестник НГУЭУ. 
2014. 
№ 2.  С. 119-124.
"
О ПРИМЕНЕНИИ МОДЕЛИ МНОЖЕСТВЕННОЙ РЕГРЕССИИ ДЛЯ ПРОГНОЗИРОВАНИЯ СОСТОЯНИЯ РЫНКА АКЦИЙ,Майер И.В.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33987400,"
Вестник НГУЭУ. 
2014. 
№ 1.  С. 178-184.
"
СТАТИСТИЧЕСКАЯ ГРУППИРОВКА И РАСПОЗНАВАНИЕ НЕКОТОРЫХ ВИДОВ РАСПРЕДЕЛЕНИЯ ВЕРОЯТНОСТЕЙ,Ионин В.Г.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34041002,"
Вестник НГУЭУ. 
2014. 
№ 4.  С. 47-59.
"
ПРОСТРАНСТВЕННО-ДИНАМИЧЕСКИЙ АНАЛИЗ НАУЧНО-ИННОВАЦИОННОГО ПОТЕНЦИАЛА РЕГИОНОВ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Исарова Н.С., Батуева А.Д.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=34041002,"
Вестник НГУЭУ. 
2014. 
№ 4.  С. 81-87.
"
МОНИТОРИНГ ОБЩЕСТВЕННОГО МНЕНИЯ О СОСТОЯНИИ РОССИЙСКОГО ОБЩЕСТВА,,,,
ЭФФЕКТ ДЕКАПЛИНГА В ИНДУСТРИАЛЬНОМ РЕГИОНЕ (НА ПРИМЕРЕ КЕМЕРОВСКОЙ ОБЛАСТИ),Акулов А.О.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33845689,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2013. 
№ 4 (28).  С. 177-185.
"
КРАУДФАНДИНГ – СОЦИАЛЬНАЯ ТЕХНОЛОГИЯ КОЛЛЕКТИВНОГО ФИНАНСИРОВАНИЯ: ЗАРУБЕЖНЫЙ ОПЫТ ИСПОЛЬЗОВАНИЯ,Чугреев В.Л.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33845689,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2013. 
№ 4 (28).  С. 190-196.
"
"РЕЦЕНЗИИ НА КНИГУ В.А. ИЛЬИНА И А.И. ПОВАРОВОЙ ""ПРОБЛЕМЫ ЭФФЕКТИВНОСТИ ГОСУДАРСТВЕННОГО УПРАВЛЕНИЯ. БЮДЖЕТНЫЙ КРИЗИС РЕГИОНОВ""",,,,
ПРИВЕТСТВИЕ ГУБЕРНАТОРА ВОЛОГОДСКОЙ ОБЛАСТИ О.А. КУВШИННИКОВА,Кувшинников О.А.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33834770,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2013. 
№ 3 (27).  С. 21-24.
"
О СТРАТЕГИИ УСТОЙЧИВОГО РАЗВИТИЯ ЭКОНОМИКИ РОССИИ,"Глазьев С.Ю., Фетисов Г.Г.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33819461,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2013. 
№ 1 (25).  С. 23-35.
"
МОНИТОРИНГ ОБЩЕСТВЕННОГО МНЕНИЯ О СОСТОЯНИИ РОССИЙСКОГО ОБЩЕСТВА,,,,
МОДЕЛЬ КРЕДИТНОГО СКОРИНГА КАК АЛГОРИТМ ТИПОЛОГИИ НЕЧЕТКИХ СОВОКУПНОСТЕЙ,"Сонникова В.И., Кулиджоглян К.О.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33846128,"
Вестник НГУЭУ. 
2013. 
№ 3.  С. 107-117.
"
СТАТИСТИЧЕСКИЕ МЕТОДЫ В РЕШЕНИИ ПРИКЛАДНЫХ ЗАДАЧ РАЗВИТИЯ ТЕРРИТОРИИ,Чемезова Е.Ю.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33935444,"
Вестник НГУЭУ. 
2013. 
№ 4.  С. 153-165.
"
О ПОДХОДАХ К РЕШЕНИЮ ЗАДАЧИ ИДЕНТИФИКАЦИИ НЕЧЕТКИХ СОВОКУПНОСТЕЙ,Серга Л.К.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33846128,"
Вестник НГУЭУ. 
2013. 
№ 3.  С. 83-91.
"
ВЕРОЯТНА ЛИ МИРОВАЯ РЕЦЕССИЯ-2012?,Губанов С.С.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33730278,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2012. 
№ 1 (19).  С. 17-26.
"
ОЦЕНКА ПРЕДЕЛЬНО КРИТИЧЕСКИХ ЗНАЧЕНИЙ ПОКАЗАТЕЛЕЙ СОСТОЯНИЯ РОССИЙСКОГО ОБЩЕСТВА И ИХ ИСПОЛЬЗОВАНИЕ В УПРАВЛЕНИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКИМ РАЗВИТИЕМ,"Глазьев С.Ю., Локосов В.В.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33745665,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2012. 
№ 4 (22).  С. 22-41.
"
К ВОПРОСУ О СОЦИАЛЬНО-ЭКОНОМИЧЕСКОЙ МОДЕРНИЗАЦИИ РОССИЙСКИХ РЕГИОНОВ,Гулин К.А.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33745665,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2012. 
№ 4 (22).  С. 42-58.
"
ОБ ОЦЕНКЕ УРОВНЯ РАЗВИТИЯ СОЦИАЛЬНОЙ ИНФРАСТРУКТУРЫ МУНИЦИПАЛЬНЫХ ОБРАЗОВАНИЙ,Корниченко М.А.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33731472,"
Вестник НГУЭУ. 
2012. 
№ 1.  С. 165-173.
"
ОБ ОДНОМ ПОДХОДЕ К ОПРЕДЕЛЕНИЮ ПОРОГОВЫХ ЗНАЧЕНИЙ В РЕШЕНИИ ЗАДАЧИ КЛАССИФИКАЦИИ,Серга Л.К.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33731472,"
Вестник НГУЭУ. 
2012. 
№ 1.  С. 54-60.
"
ИТОГОВАЯ ОЦЕНКА КАЧЕСТВА ВЫБОРОЧНОГО ОБСЛЕДОВАНИЯ,Шмарихина Е.С.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33731472,"
Вестник НГУЭУ. 
2012. 
№ 1.  С. 61-71.
"
О СХОДИМОСТИ ОСНОВНЫХ КОНЦЕПЦИЙ ТИПОЛОГИИ ДАННЫХ СОЦИАЛЬНО-ЭКОНОМИЧЕСКИХ ИССЛЕДОВАНИЙ,"Глинский В.В., Чемезова Е.Ю.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33821204,"
Вестник НГУЭУ. 
2012. 
№ 4-2.  С. 67-73.
"
О ПРОВЕРКЕ ФАКТИЧЕСКОЙ РЕПРЕЗЕНТАТИВНОСТИ СОЦИАЛЬНОЙ ВЫБОРКИ,"Глинский В.В., Гусев Ю.В., Овечкина Н.И., Шмарихина Е.С.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33732912,"
Вестник НГУЭУ. 
2012. 
№ 2.  С. 84-90.
"
ЧЕЛОВЕЧЕСКИЙ КАПИТАЛ - ИНДИКАТОР УСТОЙЧИВОГО РАЗВИТИЯ ТЕРРИТОРИИ,"Шабунова А.А., Леонидова Г.В.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33698357,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2011. 
№ 5 (17).  С. 101-115.
"
УГРОЗЫ ЭКОНОМИЧЕСКОЙ БЕЗОПАСНОСТИ РЕГИОНА И ПУТИ ИХ ПРЕОДОЛЕНИЯ,"Ускова Т.В., Кондаков И.А.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33659016,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2011. 
№ 2 (14).  С. 37-50.
"
ГЛОБАЛЬНЫЙ МИР И МИССИЯ КИТАЙСКИХ И РОССИЙСКИХ ОБЩЕСТВОВЕДОВ,Шухуа Ч.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33656941,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2011. 
№ 1 (13).  С. 53-58.
"
ГЕНЕРАЦИЯ ЗНАНИЙ ТАЛАНТЛИВОЙ МОЛОДЁЖИ В ИНТЕРЕСАХ ИНТЕЛЛЕКТУАЛИЗАЦИИ ЧЕЛОВЕЧЕСКОГО КАПИТАЛА: МЕТОДЫ И ФОРМЫ ОСУЩЕСТВЛЕНИЯ,Леонидова Г.В.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33656941,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2011. 
№ 1 (13).  С. 90-100.
"
СТАТИСТИКА XXI ВЕКА. ВЕКТОР РАЗВИТИЯ,"Глинский В.В., Серга Л.К.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33829649,"
Вестник НГУЭУ. 
2011. 
№ 1.  С. 108-118.
"
КОМПЛЕКСНЫЙ ПОДХОД К ОЦЕНКЕ КАЧЕСТВА ВЫБОРОЧНОГО ОБСЛЕДОВАНИЯ,Шмарихина Е.С.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33829649,"
Вестник НГУЭУ. 
2011. 
№ 1.  С. 129-137.
"
МНОГОМЕРНОЕ ШКАЛИРОВАНИЕ В ИЗУЧЕНИИ ИНФРАСТРУКТУРЫ РЕГИОНА,Волкова Т.Б.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33829649,"
Вестник НГУЭУ. 
2011. 
№ 1.  С. 138-147.
"
СТАТИСТИЧЕСКИЙ ПОРТРЕТ ВЫСШЕГО ОБРАЗОВАНИЯ: ТРЕБУЮТСЯ ПЕРЕМЕНЫ,Макаридина Е.В.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33829649,"
Вестник НГУЭУ. 
2011. 
№ 1.  С. 232-236.
"
ГЛОБАЛИЗАЦИЯ НАСЕЛЕНИЯ КАК ПРОЯВЛЕНИЕ ЦИКЛИЧНОСТИ ДЕМОГРАФИЧЕСКИХ ПРОЦЕССОВ,Овечкина Н.И.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33829649,"
Вестник НГУЭУ. 
2011. 
№ 1.  С. 60-66.
"
ИНТЕЛЛЕКТУАЛЬНЫЕ РЕСУРСЫ КАК ФАКТОР ИННОВАЦИОННОГО РАЗВИТИЯ,"Ильин В.А., Гулин К.А., Ускова Т.В.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33599931,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2010. 
№ 3 (11).  С. 14-25.
"
РОССИЯ И МИРОВОЙ КРИЗИС,Сапир Ж.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33656254,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2010. 
№ 4 (12).  С. 24-47.
"
"ЭНЕРГОСБЕРЕЖЕНИЕ, УМЕНЬШЕНИЕ ВЫБРОСОВ ПАРНИКОВЫХ ГАЗОВ - ДОЛГОСРОЧНАЯ ЗАДАЧА ЭКОНОМИЧЕСКОГО РАЗВИТИЯ КИТАЯ",Цзяхуа П.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33588361,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2010. 
№ 2 (10).  С. 64-72.
"
МЕТОДИКА СРАВНИТЕЛЬНОЙ ОЦЕНКИ НАУЧНО-ТЕХНИЧЕСКОГО ПОТЕНЦИАЛА РЕГИОНА,"Задумкин К.А., Кондаков И.А.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33656254,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2010. 
№ 4 (12).  С. 86-100.
"
К ОЦЕНКЕ УСТОЙЧИВОСТИ ДВУХФАКТОРНЫХ ЗАВИСИМОСТЕЙ,Авров А.П.,Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33598777,"
Вестник НГУЭУ. 
2010. 
№ 1.  С. 156-170.
"
CТАНОВЛЕНИЕ СИСТЕМЫ СТАТИСТИЧЕСКОГО ОБРАЗОВАНИЯ В СИБИРИ,"Глинский В.В., Харченко Л.П.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33598777,"
Вестник НГУЭУ. 
2010. 
№ 1.  С. 79-89.
"
ЭКОНОМИЧЕСКОЕ И СОЦИАЛЬНОЕ ПОЛОЖЕНИЕ ВОЛОГОДСКОЙ ОБЛАСТИ В РФ И СЗФО ПО ИТОГАМ I КВАРТАЛА 2009 ГОДА,,,,
НЕСТАБИЛЬНЫЕ СОВОКУПНОСТИ: КОНЦЕПТУАЛЬНЫЕ ОСНОВЫ МЕТОДОЛОГИИ СТАТИСТИЧЕСКОГО ИССЛЕДОВАНИЯ,"Глинский В.В., Серга Л.К.",Вестник НГУЭУ,https://www.elibrary.ru/contents.asp?id=33598776,"
Вестник НГУЭУ. 
2009. 
№ 2.  С. 137-142.
"
"НЕКОТОРЫЕ РЕЗУЛЬТАТЫ ЭТАПОВ МОНИТОРИНГА ОБЩЕСТВЕННОГО МНЕНИЯ, ПРОВЕДЕННЫХ В РЕГИОНАХ СЗФО В 2008 ГОДУ",,,,
МНЕНИЕ НАСЕЛЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ О СТРАТЕГИЧЕСКИХ ПРИОРИТЕТАХ РОССИИ И РЕЗУЛЬТАТАХ РЕАЛИЗАЦИИ НАЦИОНАЛЬНЫХ ПРОЕКТОВ,,,,
МОНИТОРИНГ ОБЩЕСТВЕННОГО МНЕНИЯ НАСЕЛЕНИЯ СЕВЕРО-ЗАПАДНОГО ФЕДЕРАЛЬНОГО ОКРУГА: 2005 - 2007 ГГ,,,,
"РЕЦЕНЗИЯ НА МОНОГРАФИЮ ""ПРОСТРАНСТВЕННЫЕ АСПЕКТЫ РАЗВИТИЯ РЕГИОНА""",Петраков Н.Я.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33281136,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2008. 
№ 4 (4).  С. 117-118.
"
СЕМИНАР ПО ДЕНЕЖНО-ФИНАНСОВЫМ ПРОБЛЕМАМ СОВРЕМЕННОЙ РОССИЙСКОЙ ЭКОНОМИКИ (ВОЛОГДА),,,,
СЕМИНАР ПО ПРОБЛЕМАМ ИННОВАЦИОННОГО РАЗВИТИЯ СЕВЕРО-ЗАПАДНОГО ФЕДЕРАЛЬНОГО ОКРУГА (САНКТ-ПЕТЕРБУРГ),,,,
"МЕЖДУНАРОДНАЯ НЕДЕЛЯ ""БАЛТИЙСКИЙ БРИЗ"" (ФИНЛЯНДИЯ)",,,,
ХАРАКТЕРИСТИКА НАУЧНО-ТЕХНИЧЕСКОГО ПОТЕНЦИАЛА РЕГИОНОВ СЕВЕРО-ЗАПАДНОГО ФЕДЕРАЛЬНОГО ОКРУГА (КАРТОГРАФИЧЕСКИЕ СХЕМЫ),,,,
РЕАЛИЗАЦИЯ ИНВЕСТИЦИОННЫХ ПРОЕКТОВ КАК ИНСТРУМЕНТ ТРАНСФОРМАЦИИ ТЕРРИТОРИАЛЬНОЙ СТРУКТУРЫ ЛЕСНОГО КОМПЛЕКСА (НА ПРИМЕРЕ РЕСПУБЛИКИ КОМИ),Гибеж А.А.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33273419,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2008. 
№ 3 (3).  С. 40-45.
"
МЕТОДОЛОГИЧЕСКИЕ ОСНОВЫ ИННОВАЦИОННОГО РАЗВИТИЯ АГРОПРОМЫШЛЕННОГО КОМПЛЕКСА,Иванов В.А.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33272527,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2008. 
№ 2 (2).  С. 50-59.
"
"СОСТОЯНИЕ, ТЕНДЕНЦИИ И ПЕРСПЕКТИВЫ РАЗВИТИЯ РОССИЙСКОГО ЛЕСНОГО КОМПЛЕКСА (В КАРТОСХЕМАХ, ГРАФИКАХ, ТАБЛИЦАХ)",,,,
РАЗВИТИЕ РЕГИОНАЛЬНЫХ КЛАСТЕРНЫХ СИСТЕМ,Ускова Т.В.,"Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=33273418,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2008. 
№ 1 (1).  С. 92-104.
"
