Field1,Field2,Field3_text,Field3_links,Field4
ОБРАЗЫ ЦВЕТОВ В ПОЭТИЧЕСКОМ МИРЕ И. АННЕНСКОГО,Налегач Н.В.,Studia Litterarum,https://www.elibrary.ru/contents.asp?id=34484954,"
Studia Litterarum. 
2017. 
Т. 2. № 2.  С. 212-229.
"
СИМВОЛИКА ДЕРЕВЬЕВ В ФОЛЬКЛОРЕ И ТРАДИЦИОННОЙ КУЛЬТУРЕ СЛАВЯН: ЯБЛОНЯ,Агапкина Т.А.,Studia Litterarum,https://www.elibrary.ru/contents.asp?id=34477362,"
Studia Litterarum. 
2017. 
Т. 2. № 1.  С. 284-305.
"
ГОРЬКОВЕДЕНИЕ НА СОВРЕМЕННОМ ЭТАПЕ РАЗВИТИЯ,Спиридонова Л.А.,Studia Litterarum,https://www.elibrary.ru/contents.asp?id=34418165,"
Studia Litterarum. 
2016. 
Т. 1. № 3-4.  С. 419-433.
"
ПРОБЛЕМА ПАМЯТИ И ЗАБВЕНИЯ: М. М. БАХТИН О МЕХАНИЗМАХ СОХРАНЕНИЯ / СТИРАНИЯ СЛЕДОВ ТРАДИЦИИ В ИСТОРИИ КУЛЬТУРЫ,Попова И.Л.,Studia Litterarum,https://www.elibrary.ru/contents.asp?id=34367321,"
Studia Litterarum. 
2016. 
Т. 1. № 1-2.  С. 73-90.
"
МАСКУЛИННОСТЬ В СОВЕТСКОЙ И ПОСТСОВЕТСКОЙ ДЕТСКОЙ ЛИТЕРАТУРЕ: ТРАНСФОРМАЦИЯ ТИМУРА (И ЕГО КОМАНДЫ),Рудова Л.,Детские чтения,https://www.elibrary.ru/contents.asp?id=34207490,"
Детские чтения. 
2014. 
Т. 6. № 2.  С. 85-101.
"
ЭФФЕКТ УЗНАВАНИЯ РЕАЛЬНОСТИ В СОВРЕМЕННОЙ ПРОЗЕ ДЛЯ ПЕРЕХОДНОГО ВОЗРАСТА,Черняк М.А.,Детские чтения,https://www.elibrary.ru/contents.asp?id=34115945,"
Детские чтения. 
2013. 
Т. 4. № 2.  С. 136-151.
"
ЛИТЕРАТУРНАЯ РЕПРЕЗЕНТАЦИЯ ДЕТСТВА В СОВЕТСКОЙ И ПОСТСОВЕТСКОЙ РОССИИ,Балина М.,Детские чтения,https://www.elibrary.ru/contents.asp?id=34115911,"
Детские чтения. 
2012. 
Т. 1. № 1.  С. 43-66.
"
НОВАЯ ДРАМА,Меркулова М.Г.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=34039512,"
Новый филологический вестник. 
2011. 
№ 2 (17).  С. 122-126.
"
ПОСТДРАМАТИЧЕСКИЙ ТЕАТР,Шевченко Е.Н.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=34039512,"
Новый филологический вестник. 
2011. 
№ 2 (17).  С. 130-135.
"
"НАБОКОВ И ГАЗДАНОВ. (О РОМАНЕ НАБОКОВА ""ПОДЛИННАЯ ЖИЗНЬ СЕБАСТЬЯНА НАЙТА"")",Кибальник С.А.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33690034,"
Новый филологический вестник. 
2011. 
№ 1 (16).  С. 36-46.
"
ВЕРБАТИМ,Болотян И.М.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=34039512,"
Новый филологический вестник. 
2011. 
№ 2 (17).  С. 81-88.
"
"""УСАДЕБНАЯ КУЛЬТУРА"" В РУССКОЙ ЛИТЕРАТУРЕ XIX - НАЧАЛА XX ВЕКА. СОЦИОКУЛЬТУРНЫЙ АСПЕКТ",Богданова О.А.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33655251,"
Новый филологический вестник. 
2010. 
№ 2 (13).  С. 14-25.
"
КЛАССИЧЕСКИЙ ДЕТЕКТИВ И ПОЛИЦЕЙСКИЙ РОМАН: К ПРОБЛЕМЕ РАЗГРАНИЧЕНИЯ ЖАНРОВ,"Кириленко Н.Н., Федунина О.В.",Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33661748,"
Новый филологический вестник. 
2010. 
№ 3 (14).  С. 17-32.
"
ДЕТЕКТИВ: ЛОГИКА И ИГРА (ПРОДОЛЖЕНИЕ),Кириленко Н.Н.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33690033,"
Новый филологический вестник. 
2010. 
№ 4 (15).  С. 23-40.
"
ДРАМАТУРГИЯ КАК ТИП ВЫСКАЗЫВАНИЯ,Тюпа В.И.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33661748,"
Новый филологический вестник. 
2010. 
№ 3 (14).  С. 7-16.
"
ДЕТЕКТИВ: ЛОГИКА И ИГРА,Кириленко Н.Н.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=34039528,"
Новый филологический вестник. 
2009. 
№ 2 (9).  С. 27-47.
"
"ИРОНИЯ ЧЕХОВА: МЕЖДУ КЛАССИКОЙ И ""СЕРЕБРЯНЫМ ВЕКОМ""",Полонский В.В.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33597175,"
Новый филологический вестник. 
2009. 
№ 3 (10).  С. 69-75.
"
ПИСАТЕЛЬ ПОЛЬ БУРЖЕ И ГИМНАЗИСТ ЛЕОНИД АНДРЕЕВ (КРУГ ЧТЕНИЯ И ПАРАДИГМЫ ПОВЕДЕНИЯ И ПИСЬМА),Козьменко М.В.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33597175,"
Новый филологический вестник. 
2009. 
№ 3 (10).  С. 80-86.
"
"""РАЙСКИЙ САД"" ТАРКОВСКОГО И ""РАЙСКИЙ ДВОР"" ОКУДЖАВЫ",Александрова М.А.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33391637,"
Новый филологический вестник. 
2008. 
№ 1 (6).  С. 123-141.
"
ПРОБЛЕМЫ СТАНОВЛЕНИЯ ТЕОРИИ ГРОТЕСКА,Кобленкова Д.В.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33380630,"
Новый филологический вестник. 
2006. 
№ 2 (3).  С. 26-36.
"
"""Я ОДИН… И РАЗБИТОЕ ЗЕРКАЛО…"": ЛИТЕРАТУРНЫЕ МАСКИ СЕРГЕЯ ЕСЕНИНА (СТАТЬЯ ПЕРВАЯ)",Магомедова Д.М.,Новый филологический вестник,https://www.elibrary.ru/contents.asp?id=33391635,"
Новый филологический вестник. 
2005. 
№ 1.  С. 66-77.
"
