Field1,Field2,Field3_text,Field3_links,Field4
ГУМАНИТАРНОЕ ИЗМЕРЕНИЕ ЕВРАЗИЙСКОЙ ИНТЕГРАЦИИ,Спирина М.Ю.,Евразийство: теоретический потенциал и практические приложения,https://elibrary.ru/contents.asp?id=44515645,"
Евразийство: теоретический потенциал и практические приложения. 
2020. 
№ 10.  С. 25-30.
"
ХУДОЖЕСТВЕННОЕ ПРОЕКТИРОВАНИЕ И ВЫПОЛНЕНИЕ В МАТЕРИАЛЕ КОЛЛЕКЦИИ ОДЕЖДЫ В СПОРТИВНОМ СТИЛЕ НА ТЕМУ СОВРЕМЕННОЙ МОЛОДЕЖНОЙ КУЛЬТУРЫ С ИСПОЛЬЗОВАНИЕМ МЕТОДА АПСАЙКЛИНГ,"Павлинова В.А., Сурикова О.В., Новикова К.М.",Молодые ученые - развитию Национальной технологической инициативы (ПОИСК),https://elibrary.ru/contents.asp?id=42862213,"
Молодые ученые - развитию Национальной технологической инициативы (ПОИСК). 
2020. 
№ 1.  С. 518-520.
"
АВТОМАТИЗИРОВАННОЕ ПРОЕКТИРОВАНИЕ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ ТЕКСТИЛЬНОЙ ПРОМЫШЛЕННОСТИ,"Прохоров Е.А., Карева Т.Ю.",Молодые ученые - развитию Национальной технологической инициативы (ПОИСК),https://elibrary.ru/contents.asp?id=42862213,"
Молодые ученые - развитию Национальной технологической инициативы (ПОИСК). 
2020. 
№ 1.  С. 553-554.
"
КОММУНИСТИЧЕСКИЙ ИНТЕРНАЦИОНАЛ И МИРОВАЯ РЕВОЛЮЦИЯ,Михаил-Матсас С.,Альтернативы,https://elibrary.ru/contents.asp?id=41495945,"
Альтернативы. 
2019. 
№ 3.  С. 101-109.
"
"""РУССКАЯ БЕСЕДА"" И ""РУССКИЙ ВЕСТНИК"" (К ВОПРОСУ О ПРИЧИНАХ НЕУДАЧИ ИЗДАТЕЛЬСКОГО ПРОЕКТА СЛАВЯНОФИЛОВ)",Перевалова Е.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41600004,"
Тетради по консерватизму. 
2019. 
№ 2.  С. 110-122.
"
МОЙ СОЛЖЕНИЦЫН,Аксючиц В.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41570763,"
Тетради по консерватизму. 
2019. 
№ 1.  С. 13-26.
"
ИНТЕЛЛИГЕНЦИЯ VS ОБРАЗОВАНЩИНА: РОДОВЫЕ БОЛЕЗНИ РУССКОЙ ИНТЕЛЛИГЕНЦИИ,Аксючиц В.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41570763,"
Тетради по консерватизму. 
2019. 
№ 1.  С. 260-275.
"
РАДИКАЛИЗМ КАК ВЫБОР: СЛУЧАЙ А.И. СОЛЖЕНИЦЫНА,Казин А.Л.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41570763,"
Тетради по консерватизму. 
2019. 
№ 1.  С. 52-58.
"
ГЕНЕЗИС И СТАНОВЛЕНИЕ РУССКОГО НАЦИОНАЛИЗМА В КОНСЕРВАТИВНОЙ ТРАДИЦИИ: МЕСТО Ю.Ф. САМАРИНА,Попов Э.А.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41600004,"
Тетради по консерватизму. 
2019. 
№ 2.  С. 83-92.
"
"ПУТЬ К СВОБОДЕ (""ВОСПОМИНАНИЯ"" О ""КАПИТАЛЕ"")",Лобастов Г.В.,Альтернативы,https://elibrary.ru/contents.asp?id=36991556,"
Альтернативы. 
2018. 
№ 2.  С. 137-141.
"
СОЦИАЛЬНО - ФИЛОСОФСКОЕ И ФИЛОСОФСКО - ИСТОРИЧЕСКОЕ НАСЛЕДИЕ К. МАРКСА: ЧТО ПРОШЛО И ЧТО НЕ ПРОШЛО ПРОВЕРКУ ВРЕМЕНЕМ,Момджян К.Х.,Альтернативы,https://elibrary.ru/contents.asp?id=36991556,"
Альтернативы. 
2018. 
№ 2.  С. 142-148.
"
"КРИТИКА М.Н. КАТКОВЫМ ИДЕОЛОГИИ ""УКРАЙНОФИЛЬСТВА""",Минаков А.Ю.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41601571,"
Тетради по консерватизму. 
2018. 
№ 3.  С. 255-260.
"
ПАРЛАМЕНТСКАЯ ДИПЛОМАТИЯ НОВОЙ РОССИИ,Морозов О.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41568619,"
Тетради по консерватизму. 
2018. 
№ 4.  С. 299-315.
"
ГЛОБАЛЬНОЕ ПАРЛАМЕНТСКОЕ ИЗМЕРЕНИЕ: О ЧЕМ ГОВОРИТЬ ДЕПУТАТАМ ИЗ РАЗНЫХ СТРАН,"Ваславский Я.И., Пономарев Н.В., Святенков П.В.",Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41568619,"
Тетради по консерватизму. 
2018. 
№ 4.  С. 322-329.
"
М.Н. КАТКОВ И И.С. ТУРГЕНЕВ,Логвинова И.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41601571,"
Тетради по консерватизму. 
2018. 
№ 3.  С. 356-358.
"
"ИЗ НЕИЗДАННОГО И НЕСОБРАННОГО ВЛАДИМИРА СОЛОВЬЕВА: ПИСЬМО М.Н. КАТКОВУ, 20 ИЮЛЯ 1886 ГОДА; ПИСЬМО ММ СТАСЮЛЕВИЧУ, ДО 2/14 СЕНТЯБРЯ 1886 ГОДА",Котрелев Н.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41601571,"
Тетради по консерватизму. 
2018. 
№ 3.  С. 411-420.
"
РУССКАЯ ИСТОРИОСОФИЯ М.Н. КАТКОВА: ОПЫТ ДИАЛЕКТИЧЕСКОГО КОНСЕРВАТИЗМА,Чернавский М.Ю.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=41601571,"
Тетради по консерватизму. 
2018. 
№ 3.  С. 48-58.
"
ОКТЯБРЬСКАЯ РЕВОЛЮЦИЯ: ДИСКУССИИ КИТАЙСКИХ УЧЕНЫХ,Хун Ч.,Альтернативы,https://elibrary.ru/contents.asp?id=36991524,"
Альтернативы. 
2017. 
№ 4.  С. 11-17.
"
"""ВЫЙТИ ИЗ ЧЕРЕДЫ РАЗРЫВОВ"" БЕСЕДА С СОВЕТНИКОМ ПРЕДСЕДАТЕЛЯ ГОСУДАРСТВЕННОЙ ДУМЫ, ДОКТОРОМ ПОЛИТИЧЕСКИХ НАУК А. В. ЩИПКОВЫМ",,,,
СОВЕТСКИЙ СОЦИАЛИЗМ ПЕРИОДА 60-80-Х ГОДОВ (ПОЛИТИКО-ЭКОНОМИЧЕСКИЙ АНАЛИЗ),Эпштейн Д.Б.,Альтернативы,https://elibrary.ru/contents.asp?id=36852839,"
Альтернативы. 
2016. 
№ 3.  С. 104-124.
"
АНТОНИО ГРАМШИ,Грецкий М.Н.,Альтернативы,https://elibrary.ru/contents.asp?id=36991389,"
Альтернативы. 
2016. 
№ 2.  С. 261-276.
"
ДВИЖЕНИЕ ЧАЕПИТИЯ: АМЕРИКАНСКИЙ ПРАВЫЙ КОНСЕРВАТИЗМ В ИНФОРМАЦИОННУЮ ЭПОХУ,Дробницкий Д.О.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34252752,"
Тетради по консерватизму. 
2016. 
№ 1.  С. 117-128.
"
БЕН КАРСОН: ТРИУМФ ЧЕРНОГО КОНСЕРВАТИЗМА,Денисов И.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34252752,"
Тетради по консерватизму. 
2016. 
№ 1.  С. 179-184.
"
"ТЕД КРУЗ: ВОЗРОЖДАЯ ""АМЕРИКАНСКУЮ МЕЧТУ""",Перепёлкина М.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34252752,"
Тетради по консерватизму. 
2016. 
№ 1.  С. 185-188.
"
ИСПЫТАНИЕ УКРАИНОЙ: РОССИЙСКИЕ ЛЕВЫЕ И УКРАИНСКИЙ ОПЫТ,Шахин Ю.В.,Альтернативы,https://elibrary.ru/contents.asp?id=34229666,"
Альтернативы. 
2015. 
№ 4.  С. 52-66.
"
ОСОБЕННОСТИ КОРЕЙСКОГО КОНСЕРВАТИЗМА,Нам Д.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34250203,"
Тетради по консерватизму. 
2015. 
№ 5.  С. 100-104.
"
ПРИВЛЕКАТЕЛЬНЫЙ ЯПОНСКИЙ КОНСЕРВАТИЗМ: ГЕНЕЗИС И ТРАНСФОРМАЦИЯ. ВЗГЛЯД ИЗ РОССИИ,Куланов А.Е.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34250203,"
Тетради по консерватизму. 
2015. 
№ 5.  С. 122-125.
"
ЦЕННОСТИ И ОСНОВАНИЯ СОВРЕМЕННОЙ ИНДИЙСКОЙ ПОЛИТИКИ,Арун М.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34250203,"
Тетради по консерватизму. 
2015. 
№ 5.  С. 126-128.
"
БЕЗУЧАСТНАЯ ЭКОНОМИКА В МИРЕ И В РОССИИ - ПРИЧИНЫ И ПОСЛЕДСТВИЯ,Конарева Л.А.,Альтернативы,https://elibrary.ru/contents.asp?id=34226658,"
Альтернативы. 
2014. 
№ 4.  С. 105-115.
"
КРЫМ В ИСТОРИИ РУССКОЙ ОБЩЕСТВЕННО-ПОЛИТИЧЕСКОЙ МЫСЛИ,Мальгин А.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34088086,"
Тетради по консерватизму. 
2014. 
№ 3.  С. 100-103.
"
МОРАЛЬНОЕ БОЛЬШИНСТВО ПРОТИВ АКТИВНОГО МЕНЬШИНСТВА,Марков С.А.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34069424,"
Тетради по консерватизму. 
2014. 
№ 2-1.  С. 110-113.
"
ИНСТИТУЦИОНАЛЬНЫЕ УСЛОВИЯ ПРОИЗВОДСТВА ИДЕОЛОГИЙ В СОВРЕМЕННОЙ РОССИИ: ВОЗМОЖНОСТИ И ОГРАНИЧЕНИЯ,Малинова О.Ю.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34069424,"
Тетради по консерватизму. 
2014. 
№ 2-1.  С. 124-127.
"
КОНСЕРВАТИВНАЯ МОДЕРНИЗАЦИЯ,Дискин И.Е.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34088086,"
Тетради по консерватизму. 
2014. 
№ 3.  С. 184-189.
"
"КОГДА НИЧТО НЕ СВЯТО, КОГДА НИЧТО НЕ СДЕРЖИВАЕТ",Киселев Д.К.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34068014,"
Тетради по консерватизму. 
2014. 
№ 1.  С. 19-27.
"
КОНСЕРВАТИЗМ ПРОТИВ НИГИЛИЗМА: РУССКАЯ АЛЬТЕРНАТИВА,Юрьев Д.А.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34088086,"
Тетради по консерватизму. 
2014. 
№ 3.  С. 203-213.
"
СОЮЗ С ИСЛАМОМ НА АНТИАМЕРИКАНСКОЙ ПОЧВЕ НЕВОЗМОЖЕН,Ремизов М.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34088086,"
Тетради по консерватизму. 
2014. 
№ 3.  С. 244-247.
"
МИРОВОГО БРАТСТВА КОНСЕРВАТОРОВ НИКОГДА НЕ БЫЛО И НЕ БУДЕТ,Руткевич А.М.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34088086,"
Тетради по консерватизму. 
2014. 
№ 3.  С. 248-254.
"
ОЧЕРКИ ИДЕОЛОГИИ РАЗВИТИЯ,Зудин А.Ю.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34069441,"
Тетради по консерватизму. 
2014. 
№ 2-2.  С. 7-18.
"
ОСНОВНЫЕ ПОЛОЖЕНИЯ СОЦИАЛЬНО-КОНСЕРВАТИВНОЙ ИДЕОЛОГИИ,Морозов О.В.,Тетради по консерватизму,https://elibrary.ru/contents.asp?id=34068014,"
Тетради по консерватизму. 
2014. 
№ 1.  С. 9-16.
"
"ПРОЛЕТКУЛЬТ: ПРОБЛЕМА НАСЛЕДИЯ. ОТНОШЕНИЕ ПРОЛЕТКУЛЬТА К ""БУРЖУАЗНОЙ КУЛЬТУРЕ""",Булавка Л.А.,Альтернативы,https://elibrary.ru/contents.asp?id=34488315,"
Альтернативы. 
2012. 
№ 1.  С. 4-32.
"
РОССИЯ: БОРЬБА ЗА СОЦИАЛЬНЫЕ И ГРАЖДАНСКИЕ ПРАВА,"Бузгалин А.В., Ожогина Л.А.",Альтернативы,https://elibrary.ru/contents.asp?id=34234609,"
Альтернативы. 
2012. 
№ 4.  С. 44-51.
"
