Field1,Field2,Field3_text,Field3_links,Field4
НОВЫЙ ПОДХОД К ОБНАРУЖЕНИЮ И ГЕОЛОКАЦИИ НАЗЕМНЫХ И КОРАБЕЛЬНЫХ РАДИОЛОКАЦИОННЫХ СИСТЕМ С-ДИАПАЗОНА,"Занин К.А., Клименко Н.Н.",Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=45580404,"
Воздушно-космическая сфера. 
2021. 
№ 1 (106).  С. 68-79.
"
ЯДЕРНАЯ ИНДУСТРИАЛИЗАЦИЯ ЛУНЫ,Майборода А.О.,Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=47568745,"
Воздушно-космическая сфера. 
2021. 
№ 4 (109).  С. 68-77.
"
МОСТ В КОСМОС: ПОБЕДА - ЗА МЕЧТОЙ,Плетнер К.В.,Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=46297137,"
Воздушно-космическая сфера. 
2021. 
№ 2 (107).  С. 98-105.
"
МЕТОДЫ ПРИМЕНЕНИЯ ДОВЕРИТЕЛЬНОГО ИНТЕРВАЛА ЛОКАЦИИ ОБЪЕКТА В ЗАДАЧАХ ОБОБЩЕНИЯ ДАННЫХ ОТ НЕСКОЛЬКИХ ИСТОЧНИКОВ ИНФОРМАЦИИ,"Самсон С.Ю., Новиков А.В., Сорокин А.В.",Ракетно-космическое приборостроение и информационные системы,https://www.elibrary.ru/contents.asp?id=43070215,"
Ракетно-космическое приборостроение и информационные системы. 
2020. 
Т. 7. № 1.  С. 13-22.
"
АНАЛИЗ МЕТОДОВ ОБРАБОТКИ ИНФОРМАЦИИ И КООРДИНАЦИИ РАЗВИТИЯ КОСМИЧЕСКИХ СИСТЕМ ДЗЗ ГИДРОМЕТЕОРОЛОГИЧЕСКОГО НАЗНАЧЕНИЯ В РАМКАХ МЕЖДУНАРОДНЫХ ПРОГРАММ CGMS И GSICS,"Гектин Ю.М., Зорин С.М., Трофимов Д.О., Барсуков И.А., Жуковская К.И.",Ракетно-космическое приборостроение и информационные системы,https://www.elibrary.ru/contents.asp?id=43070215,"
Ракетно-космическое приборостроение и информационные системы. 
2020. 
Т. 7. № 1.  С. 59-71.
"
"ОСОБЕННОСТИ ОБРАБОТКИ ДАННЫХ СЕНСОРА ""ГЕОТОН-Л1"" КОСМИЧЕСКОГО АППАРАТА ""РЕСУРС-П"" ПРИ ФОРМИРОВАНИИ БЕСШОВНЫХ СПЛОШНЫХ ПОКРЫТИЙ РЕГИОНОВ РФ","Марков А.Н., Васильев А.И., Крылов А.В., Евлашкин М.А., Пестряков А.А., Михеев А.А., Алексеевский А.С.",Ракетно-космическое приборостроение и информационные системы,https://www.elibrary.ru/contents.asp?id=43070215,"
Ракетно-космическое приборостроение и информационные системы. 
2020. 
Т. 7. № 1.  С. 72-83.
"
ИССЛЕДОВАНИЕ И ПРОМЫШЛЕННОЕ ОСВОЕНИЕ КОСМИЧЕСКИХ РЕСУРСОВ,Багров А.В.,Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=42666143,"
Воздушно-космическая сфера. 
2020. 
№ 1 (102).  С. 90-96.
"
РАСЧЕТ ПРИБЛИЖЕННО-ОПТИМАЛЬНЫХ ПЕРЕЛЕТОВ КОСМИЧЕСКОГО АППАРАТА С ДВИГАТЕЛЯМИ МАЛОЙ ТЯГИ С ВЫСОКОЭЛЛИПТИЧЕСКОЙ НА ГЕОСТАЦИОНАРНУЮ ОРБИТУ,"Салмин В.В., Петрухина К.В., Кветкин А.А.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=41801463,"
Космическая техника и технологии. 
2019. 
№ 4 (27).  С. 94-108.
"
"ПОСТРОЕНИЕ МАКРОМОДЕЛИ ЭКВИВАЛЕНТНОЙ ЭЛЕКТРИЧЕСКОЙ СХЕМЫ, СОХРАНЯЮЩЕЙ ПРОСТУЮ ЗАВИСИМОСТЬ ОТ ВАРЬИРУЕМЫХ ПАРАМЕТРОВ ЭЛЕКТРОФИЗИЧЕСКОЙ МОДЕЛИ",Борисов Н.И.,Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=38204393,"
Наукоемкие технологии в космических исследованиях Земли. 
2019. 
Т. 11. № 2.  С. 4-11.
"
МЕТОДИКА ОБОСНОВАНИЯ ПРЕДПОЧТИТЕЛЬНОГО ВАРИАНТА ПРИМЕНЕНИЯ РАКЕТНО-КОСМИЧЕСКИХ КОМПЛЕКСОВ ИСПЫТАТЕЛЬНОГО КОСМОДРОМА ПРИ РЕШЕНИИ ЗАДАЧ ЗАПУСКА МАЛЫХ КОСМИЧЕСКИХ АППАРАТОВ,"Мосин Д.А., Дуга В.В.",Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=39152171,"
Наукоемкие технологии в космических исследованиях Земли. 
2019. 
Т. 11. № 3.  С. 4-13.
"
КАК ПОДЕЛИТЬ ЛУНУ?,Багров А.В.,Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=39358526,"
Воздушно-космическая сфера. 
2019. 
№ 3 (100).  С. 26-35.
"
ДОЛГОВРЕМЕННАЯ ЛУННАЯ БАЗА С ИСКУССТВЕННОЙ ГРАВИТАЦИЕЙ И МИНИМАЛЬНОЙ МАССОЙ КОНСТРУКЦИИ,Майборода А.О.,Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=39358526,"
Воздушно-космическая сфера. 
2019. 
№ 3 (100).  С. 36-43.
"
ЗАЩИТНЫЙ КУПОЛ ОБИТАЕМОЙ СТАНЦИИ НА ПОВЕРХНОСТИ ЛУНЫ,"Пыжов А.М., Синицин Д.А., Янов И.В., Лукашова Н.В., Багров А.В., Леонов В.А.",Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=39358526,"
Воздушно-космическая сфера. 
2019. 
№ 3 (100).  С. 44-49.
"
ЦЕНА КОСМИЧЕСКОЙ КАТАСТРОФЫ,Певницкий Б.В.,Воздушно-космическая сфера,https://www.elibrary.ru/contents.asp?id=41521855,"
Воздушно-космическая сфера. 
2019. 
№ 4 (101).  С. 56-63.
"
"СИСТЕМА АВТОМАТИЧЕСКОЙ ОРИЕНТАЦИИ НАУЧНОЙ АППАРАТУРЫ В ЭКСПЕРИМЕНТЕ ""УРАГАН"" НА МЕЖДУНАРОДНОЙ КОСМИЧЕСКОЙ СТАНЦИИ","Беляев Б.И., Беляев М.Ю., Боровихин П.А., Голубев Ю.В., Ломако А.А., Рязанцев В.В., Сармин Э.Э., Сосенко В.А.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=36807134,"
Космическая техника и технологии. 
2018. 
№ 4 (23).  С. 70-80.
"
АНАЛИЗ СТАТИСТИКИ УСКОРЕННОГО ПОСТРОЕНИЯ ОРБИТАЛЬНОЙ СИСТЕМЫ КООРДИНАТ ТРАНСПОРТНЫХ ПИЛОТИРУЕМЫХ И ГРУЗОВЫХ КОРАБЛЕЙ И МЕТОДЫ ПОВЫШЕНИЯ ТОЧНОСТИ,"Сумароков А.В., Борисенко Ю.Н., Борисенко Н.Ю., Платонов В.Н.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=35352126,"
Космическая техника и технологии. 
2018. 
№ 2 (21).  С. 71-79.
"
ОБ УПРАВЛЕНИИ ПЕРСПЕКТИВНЫМ КОСМИЧЕСКИМ АППАРАТОМ ДИСТАНЦИОННОГО ЗОНДИРОВАНИЯ ЗЕМЛИ С ИСПОЛЬЗОВАНИЕМ СИЛОВЫХ ГИРОСКОПОВ ВО ВРЕМЯ ВЫПОЛНЕНИЯ СЪЕМОК,"Платонов В.Н., Сумароков А.В.",Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=35687442,"
Наукоемкие технологии в космических исследованиях Земли. 
2018. 
Т. 10. № 4.  С. 19-28.
"
МЕТОДИКА ОЦЕНКИ ВОЗМОЖНОСТЕЙ ИНФРАСТРУКТУРЫ ИСПЫТАТЕЛЬНОГО КОСМОДРОМА ПО ЗАПУСКУ МАЛЫХ КОСМИЧЕСКИХ АППАРАТОВ С ЦЕЛЬЮ НАРАЩИВАНИЯ ВОЗМОЖНОСТЕЙ НАЦИОНАЛЬНОЙ ОРБИТАЛЬНОЙ ГРУППИРОВКИ,"Мосин Д.А., Дуга В.В.",Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=36531401,"
Наукоемкие технологии в космических исследованиях Земли. 
2018. 
Т. 10. № 5.  С. 37-44.
"
ПРОГНОЗИРОВАНИЕ ПОКАЗАТЕЛЕЙ ЖИВУЧЕСТИ КОСМИЧЕСКИХ АППАРАТОВ ПО РЕЗУЛЬТАТАМ ТЕЛЕМЕТРИЧЕСКОГО КОНТРОЛЯ ПАРАМЕТРОВ БОРТОВОЙ АППАРАТУРЫ И НЕЧЕТКИМ ГРАНИЦАМ ОБЛАСТЕЙ РАБОТОСПОСОБНОСТИ,"Миронов Е.А., Сизяков Н.П., Шестопалова О.Л.",Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=35687442,"
Наукоемкие технологии в космических исследованиях Земли. 
2018. 
Т. 10. № 4.  С. 4-18.
"
ОСНОВНЫЕ РЕЗУЛЬТАТЫ ПРИМЕНЕНИЯ АВТОМАТИЗИРОВАННОЙ СИСТЕМЫ НАУЧНЫХ ИССЛЕДОВАНИЙ МЕТОДОВ И АЛГОРИТМОВ АВТОНОМНОЙ НАВИГАЦИИ И ОРИЕНТАЦИИ КОСМИЧЕСКИХ АППАРАТОВ,"Кузнецов В.И., Данилова Т.В., Архипова М.А.",Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=34842738,"
Наукоемкие технологии в космических исследованиях Земли. 
2018. 
Т. 10. № 1.  С. 4-12.
"
"ПЕРВЫЕ РЕЗУЛЬТАТЫ РАБОТЫ ИК-РАДИОМЕТРА МСУ-ИК-СРМ В СОСТАВЕ КА ""КАНОПУС-В-ИК""","Акимов Н.П., Бадаев К.В., Гектин Ю.М., Зайцев А.А., Фролов А.Г.",Ракетно-космическое приборостроение и информационные системы,https://www.elibrary.ru/contents.asp?id=37339212,"
Ракетно-космическое приборостроение и информационные системы. 
2018. 
Т. 5. № 4.  С. 34-45.
"
ИДЕНТИФИКАЦИЯ ИМПУЛЬСНЫХ ШУМОВ В СЛУЖЕБНОМ МОДУЛЕ РОССИЙСКОГО СЕГМЕНТА МКС,"Зайцев К.И., Половнев А.Л.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34826919,"
Космическая техника и технологии. 
2017. 
№ 4 (19).  С. 105-110.
"
"МЕТОДИКА ИСПОЛЬЗОВАНИЯ БОРТОВОЙ СЛУЖЕБНОЙ И НАУЧНОЙ АППАРАТУРЫ ПРИ ПРОВЕДЕНИИ КОСМИЧЕСКОГО ЭКСПЕРИМЕНТА ""ПЛАЗМА-МКС"" ДЛЯ ИССЛЕДОВАНИЯ ЭЛЕКТРОФИЗИЧЕСКИХ ПАРАМЕТРОВ ОКОЛООБЪЕКТОВОЙ СРЕДЫ МКС","Криволапова О.Ю., Лалетина Е.А., Твердохлебова Е.М.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34246616,"
Космическая техника и технологии. 
2016. 
№ 1 (12).  С. 79-89.
"
МЕТОДЫ ВАРИАБЕЛЬНОГО АНАЛИЗА И СИНТЕЗА СЛОЖНОГО ПРОЦЕССА УПРАВЛЕНИЯ СИСТЕМОЙ ЭЛЕКТРОРАКЕТНЫХ ДВИГАТЕЛЕЙ КОСМИЧЕСКИХ АППАРАТОВ,"Ковтун В.С., Фролов И.В.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34466407,"
Космическая техника и технологии. 
2016. 
№ 4 (15).  С. 91-111.
"
ФОРМИРОВАНИЕ СТРУКТУРЫ БАЛЛИСТИЧЕСКИ СВЯЗАННОЙ ГРУППЫ КОСМИЧЕСКИХ АППАРАТОВ ДИСТАНЦИОННОГО ЗОНДИРОВАНИЯ ЗЕМЛИ,"Аверкиев Н.Ф., Власов С.А., Житников Т.А., Кульвиц А.В.",Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=34266990,"
Наукоемкие технологии в космических исследованиях Земли. 
2016. 
Т. 8. № 4.  С. 11-16.
"
АВТОМАТИЗИРОВАННАЯ ОБРАБОТКА И АНАЛИЗ БОЛЬШИХ ПОТОКОВ ГИПЕРСПЕКТРАЛЬНОЙ АЭРОКОСМИЧЕСКОЙ ИНФОРМАЦИИ,Козинов И.А.,Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=34338087,"
Наукоемкие технологии в космических исследованиях Земли. 
2016. 
Т. 8. № 5.  С. 57-62.
"
"ОСОБЕННОСТИ ПРОВЕДЕНИЯ И ИСПОЛЬЗОВАНИЯ РЕЗУЛЬТАТОВ СЪЕМКИ ЗЕМНОЙ ПОВЕРХНОСТИ, ВЫПОЛНЯЕМОЙ ЭКИПАЖАМИ РОССИЙСКОГО СЕГМЕНТА МКС","Беляев М.Ю., Десинов Л.В., Караваев Д.Ю., Легостаев В.П., Рязанцев В.В., Юрина О.А.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34082675,"
Космическая техника и технологии. 
2015. 
№ 1 (8).  С. 17-30.
"
ТЕХНОЛОГИИ ОПРЕДЕЛЕНИЯ ХАРАКТЕРИСТИК ЦЕЛЕВОЙ АППАРАТУРЫ КК ДЗЗ,"Бочарников А.И., Жиличкин А.Г., Коваленко В.П., Кондратов А.В., Тихонычев В.В., Худяков А.В.",Ракетно-космическое приборостроение и информационные системы,https://www.elibrary.ru/contents.asp?id=34084694,"
Ракетно-космическое приборостроение и информационные системы. 
2015. 
Т. 2. № 2.  С. 18-31.
"
"ЛЕТНАЯ ОТРАБОТКА ИССЛЕДОВАТЕЛЬСКОЙ АППАРАТУРЫ ""ФОТОСПЕКТРАЛЬНАЯ СИСТЕМА"" НА БОРТУ РОССИЙСКОГО СЕГМЕНТА МКС","Беляев Б.И., Беляев М.Ю., Десинов Л.В., Роговец А.В., Рязанцев В.В., Сармин Э.Э., Сосенко В.А.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=33989313,"
Космическая техника и технологии. 
2014. 
№ 1 (4).  С. 22-28.
"
"ОТРАБОТКА МЕТОДОВ ПРОВЕДЕНИЯ ЭКСПЕРИМЕНТОВ В ОБЛАСТИ МИКРОГРАВИТАЦИИ В АВТОНОМНОМ ПОЛЕТЕ ГРУЗОВОГО КОРАБЛЯ ""ПРОГРЕСС М-20М""","Беляев М.Ю., Легостаев В.П., Матвеева Т.В., Монахов М.И., Рулев Д.Н., Сазонов В.В.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34044166,"
Космическая техника и технологии. 
2014. 
№ 3 (6).  С. 22-32.
"
ВЫБОР ОПТИМАЛЬНЫХ ВАРИАНТОВ МАРШРУТОВ СЪЕМОК ДЛЯ КОСМИЧЕСКОЙ СИСТЕМЫ ДИСТАНЦИОННОГО ЗОНДИРОВАНИЯ ЗЕМЛИ,"Ковтун В.С., Строченкин А.В., Фролов В.Н.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34044166,"
Космическая техника и технологии. 
2014. 
№ 3 (6).  С. 57-63.
"
"ОПРЕДЕЛЕНИЕ ВРАЩАТЕЛЬНОГО ДВИЖЕНИЯ КОРАБЛЕЙ ""ПРОГРЕСС"" ПО ДАННЫМ ИЗМЕРЕНИЙ УГЛОВОЙ СКОРОСТИ И ТОКА СОЛНЕЧНЫХ БАТАРЕЙ","Беляев М.Ю., Матвеева Т.В., Монахов М.И., Рулев Д.Н., Сазонов В.В., Цветков В.В.",Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34006386,"
Космическая техника и технологии. 
2013. 
№ 2 (2).  С. 19-32.
"
"АНАЛИЗ СЛОЖНОГО ПРОЦЕССА УПРАВЛЕНИЯ РАСХОДОМ ТОПЛИВА ГЕОСТАЦИОНАРНОГО КОСМИЧЕСКОГО АППАРАТА ""ЯМАЛ""",Ковтун В.С.,Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=34006386,"
Космическая техника и технологии. 
2013. 
№ 2 (2).  С. 33-41.
"
ОДНОВРЕМЕННОЕ УПРАВЛЕНИЕ ДВИЖЕНИЕМ ЦЕНТРА МАСС И ВОКРУГ ЦЕНТРА МАСС ПРИ МАНЕВРАХ КОСМИЧЕСКИХ АППАРАТОВ НА ГЕОСТАЦИОНАРНОЙ И ВЫСОКОЭЛЛИПТИЧЕСКИХ ОРБИТАХ C ИСПОЛЬЗОВАНИЕМ ЭЛЕКТРОРЕАКТИВНЫХ ДВИГАТЕЛЕЙ,Платонов В.Н.,Космическая техника и технологии,https://www.elibrary.ru/contents.asp?id=33989311,"
Космическая техника и технологии. 
2013. 
№ 1 (1).  С. 58-67.
"
МОДЕЛЬ ОЦЕНКИ ВЛИЯНИЯ КОРРЕЛЯЦИОННОЙ ЗАВИСИМОСТИ ПОГРЕШНОСТЕЙ КООРДИНАТ НА ТОЧНОСТЬ ОПРЕДЕЛЕНИЯ ОТНОСИТЕЛЬНОЙ ПОЗИЦИИ ПРИ СОВМЕСТНОМ МАНЕВРИРОВАНИИ КОРАБЛЕЙ,Гарматенко И.С.,Наукоемкие технологии в космических исследованиях Земли,https://www.elibrary.ru/contents.asp?id=34048866,"
Наукоемкие технологии в космических исследованиях Земли. 
2013. 
Т. 5. № 5.  С. 14-18.
"
