Field1,Field2,Field3_text,Field3_links,Field4
ЛАНДШАФТНО-ЭКОЛОГИЧЕСКИЙ АНАЛИЗ ТЕРРИТОРИЙ МУНИЦИПАЛЬНЫХ ОБРАЗОВАНИЙ,"Михно В.Б., Бевз В.Н., Горбунов А.С., Быковская О.П.",Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=34036618,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2014. 
№ 3.  С. 40-48.
"
"ПРИРОДНОЕ И КУЛЬТУРНО-ПРИРОДНОЕ НАСЛЕДИЕ ЕВРОПЫ: СОВРЕМЕННОЕ СОСТОЯНИЕ, ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ",Князев Ю.П.,Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=34036618,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2014. 
№ 3.  С. 53-59.
"
РЕАКЦИЯ ЛАНДШАФТОВ СЕВЕРНОГО КАВКАЗА НА СОВРЕМЕННЫЕ КЛИМАТИЧЕСКИЕ ИЗМЕНЕНИЯ,"Атаев З.В., Братков В.В.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33975996,"
Юг России: экология, развитие. 
2014. 
Т. 9. № 1.  С. 141-157.
"
ПРИМЕНЕНИЕ АЛГОРИТМА ВЫДЕЛЕНИЯ КРАЕВ К РЕШЕНИЮ ЗАДАЧИ МОДЕЛИРОВАНИЯ ГРАНИЦ ЛАНДШАФТОВ,"Ямашкин А.А., Ямашкин С.А.",Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=33908440,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2013. 
№ 2.  С. 28-34.
"
ВРЕМЕННÁЯ НЕОДНОРОДНОСТЬ КЛИМАТИЧЕСКИХ УСЛОВИЙ ПРЕДГОРНЫХ ЛАНДШАФТОВ СЕВЕРО-ВОСТОЧНОГО КАВКАЗА,"Братков В.В., Атаев З.В., Байсиева Л.К.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33941559,"
Юг России: экология, развитие. 
2013. 
Т. 8. № 1.  С. 6-11.
"
ИСТОРИКО-ГЕОГРАФИЧЕСКИЙ АНАЛИЗ ИЗУЧЕНИЯ ЛАНДШАФТОВ БАССЕЙНА СРЕДНЕГО И НИЖНЕГО ДОНА,"Богучарсков В.Т., Князев Ю.П.",Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=33813782,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2012. 
№ 2.  С. 63-69.
"
СЕЛИТЕБНАЯ НАГРУЗКА НА ЛАНДШАФТЫ СЕВЕРНОГО КАВКАЗА,"Атаев З.В., Братков В.В., Заурбеков Ш.Ш., Астапов М.Б., Мамонов А.А.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33824113,"
Юг России: экология, развитие. 
2012. 
Т. 7. № 4.  С. 100-107.
"
ГЕОГРАФИЧЕСКОЕ ПОЛЕ ТУРИСТСКОГО КЛАСТЕРА,Зырянов А.И.,Географический вестник,https://www.elibrary.ru/contents.asp?id=33742034,"
Географический вестник. 
2012. 
№ 1 (20).  С. 96-98.
"
"ОБОСНОВАНИЕ СОЗДАНИЯ НАЦИОНАЛЬНОГО ПАРКА ""ХРЕБЕТ КВАРКУШ"" НА ТЕРРИТОРИИ КРАСНОВИШЕРСКОГО РАЙОНА ПЕРМСКОГО КРАЯ",Королев А.Ю.,Географический вестник,https://www.elibrary.ru/contents.asp?id=33742034,"
Географический вестник. 
2012. 
№ 1 (20).  С. 99-104.
"
ЛАНДШАФТНЫЕ ИССЛЕДОВАНИЯ НЕФТЕГАЗОНОСНЫХ ТЕРРИТОРИЙ КАК ФАКТОР УСТОЙЧИВОГО РАЗВИТИЯ НИЖНЕГО ПОВОЛЖЬЯ,"Брылев В.А., Пряхин С.И.",Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=33665620,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2011. 
№ 1.  С. 26-34.
"
НЕКОТОРЫЕ ТЕОРЕТИЧЕСКИЕ АСПЕКТЫ ГЕОГРАФИЧЕСКОГО ИССЛЕДОВАНИЯ УСТОЙЧИВОГО (СБАЛАНСИРОВАННОГО) РАЗВИТИЯ РЕГИОНА,Крупко А.Э.,Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=33725610,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2011. 
№ 2.  С. 46-51.
"
ЛАНДШАФТНОЕ РАЗНООБРАЗИЕ ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЙ РОССИЙСКОГО КАВКАЗА,"Атаев З.В., Братков В.В.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33661118,"
Географический вестник. 
2011. 
№ 1 (16).  С. 4-10.
"
ТИПИЗАЦИЯ ТЕРРИТОРИИ ВОРОНЕЖСКОЙ ОБЛАСТИ ПО УРОВНЮТЕХНОГЕННОГО ВОЗДЕЙСТВИЯ НА СРЕДУ ОБИТАНИЯ,"Куролап С.А., Нестеров Ю.А., Епринцев С.А.",Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=33598913,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2010. 
№ 1.  С. 5-11.
"
СОВРЕМЕННЫЕ КЛИМАТИЧЕСКИЕ ИЗМЕНЕНИЯ ПОЛУПУСТЫННЫХ ЛАНДШАФТОВ СЕВЕРНОГО КАВКАЗА,"Атаев З.В., Братков В.В.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33656970,"
Юг России: экология, развитие. 
2010. 
Т. 5. № 3.  С. 15-20.
"
МЕТРОПОЛИЗАЦИЯ КАК ДОМИНАНТНАЯ ТЕНДЕНЦИЯ ТЕРРИТОРИАЛЬНОЙ ОРГАНИЗАЦИИ ОБЩЕСТВА В ПОСТСОВЕТСКИЙ ПЕРИОД: УНИВЕРСАЛЬНЫЕ ПРОЯВЛЕНИЯ И ЮЖНО-РОССИЙСКАЯ СПЕЦИФИКА,Дружинин А.Г.,Географический вестник,https://www.elibrary.ru/contents.asp?id=33655555,"
Географический вестник. 
2009. 
№ 3 (11).  С. 54-61.
"
ПРОСТРАНСТВЕННЫЙ АНАЛИЗ В РЕГИОНАЛЬНОМ ИССЛЕДОВАНИИ ТРАНСПОРТА С ИСПОЛЬЗОВАНИЕМ ГИС-ТЕХНОЛОГИЙ,"Семина И.А., Фоломейкина Л.Н.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33655554,"
Географический вестник. 
2009. 
№ 2 (10).  С. 58-67.
"
ЛОГИКА ТУРИСТСКОГО ПУТЕШЕСТВИЯ И РАЗРАБОТКА ЭТАЛОННЫХ МАРШРУТОВ,"Зырянов А.И., Королев А.Ю.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33655554,"
Географический вестник. 
2009. 
№ 2 (10).  С. 78-88.
"
КЕРЧЕНСКИЙ ПРОЛИВ - ВАЖНЕЙШАЯ ТРАНСПОРТНАЯ АРТЕРИЯ И РЫБОПРОМЫСЛОВЫЙ РАЙОН АЗОВО-ЧЕРНОМОРСКОГО БАССЕЙНА,"Фащук Д.Я., Петренко О.А.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33273946,"
Юг России: экология, развитие. 
2008. 
Т. 3. № 1.  С. 15-22.
"
ГЕОГРАФИЧЕСКИЕ И ТАКТИЧЕСКИЕ АСПЕКТЫ СПОРТИВНОГО ТУРИЗМА,Королев А.Ю.,Географический вестник,https://www.elibrary.ru/contents.asp?id=33654978,"
Географический вестник. 
2008. 
№ 2 (8).  С. 269-276.
"
ТЕРРИТОРИАЛЬНАЯ ИДЕНТИФИКАЦИЯ В ГЕОГРАФИИ И ВЕРНАКУЛЯРНЫЕ РАЙОНЫ,"Трофимов А.М., Шарыгин М.Д., Исмагилов Н.Н.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33654977,"
Географический вестник. 
2008. 
№ 1 (7).  С. 5-12.
"
МАРГИНАЛЬНЫЕ ТЕРРИТОРИИ,Зырянов А.И.,Географический вестник,https://www.elibrary.ru/contents.asp?id=33654978,"
Географический вестник. 
2008. 
№ 2 (8).  С. 9-20.
"
ОЦЕНКА ЭСТЕТИЧЕСКОГО ПОТЕНЦИАЛА ЛАНДШАФТОВ,"Кочуров Б.И., Бучацкая Н.В.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33274811,"
Юг России: экология, развитие. 
2007. 
Т. 2. № 4.  С. 25-33.
"
АНАЛИЗ СТРУКТУРЫ ЗЕМЛЕПОЛЬЗОВАНИЯ ТЕРРИТОРИИ РЕСПУБЛИКИ МОРДОВИЯ,"Меркулов П.И., Варфоломеев А.Ф., Меркулова С.В., Люгзаев А.В., Сайгушкина Т.А.","Юг России: экология, развитие",https://www.elibrary.ru/contents.asp?id=33381870,"
Юг России: экология, развитие. 
2007. 
Т. 2. № 3.  С. 77-84.
"
ТЕНДЕНЦИИ СТАНОВЛЕНИЯ ОТЕЧЕСТВЕННОЙ ОБЩЕСТВЕННОЙ ГЕОГРАФИИ: ТЕОРЕТИКО-МЕТОДОЛОГИЧЕСКИЕ АСПЕКТЫ,"Шарыгин М.Д., Столбов В.А.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33654976,"
Географический вестник. 
2006. 
№ 2 (4).  С. 4-10.
"
ЭВОЛЮЦИЯ УЧЕНИЯ О ТЕРРИТОРИАЛЬНЫХ ОБЩЕСТВЕННЫХ СИСТЕМАХ,Шарыгин М.Д.,Географический вестник,https://www.elibrary.ru/contents.asp?id=33729712,"
Географический вестник. 
2006. 
№ 1 (3).  С. 4-13.
"
ЛАНДШАФТНЫЕ АСПЕКТЫ ОПТИМИЗАЦИИ ЭКОЛОГИЧЕСКОЙ ОБСТАНОВКИ ВОРОНЕЖСКОЙ ОБЛАСТИ,Михно В.Б.,Вестник Воронежского государственного университета. Серия: География. Геоэкология,https://www.elibrary.ru/contents.asp?id=33299907,"
Вестник Воронежского государственного университета. Серия: География. Геоэкология. 
2005. 
№ 2.  С. 29-43.
"
ПРОСТРАНСТВЕННО-ВРЕМЕННАЯ ПАРАДИГМА В ГЕОГРАФИИ,"Анимица Е.Г., Шарыгин М.Д.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33654975,"
Географический вестник. 
2005. 
№ 1-2.  С. 11-14.
"
ОПОРНЫЙ КАРКАС УСТОЙЧИВОГО РАЗВИТИЯ РЕГИОНА (ТЕОРЕТИЧЕСКИЙ АСПЕКТ),"Шарыгин М.Д., Назаров Н.Н., Субботина Т.В.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33654975,"
Географический вестник. 
2005. 
№ 1-2.  С. 15-22.
"
ОЦЕНКА КАЧЕСТВА ЖИЗНИ НАСЕЛЕНИЯ КАК ФОРМА ИЗУЧЕНИЯ СОЦИАЛЬНО-ГЕОГРАФИЧЕСКОГО ПРОСТРАНСТВА,"Трофимов А.М., Мальганова И.Г.",Географический вестник,https://www.elibrary.ru/contents.asp?id=33654975,"
Географический вестник. 
2005. 
№ 1-2.  С. 36-43.
"
