Field1,Field2,Field3_text,Field3_links,Field4
УСУГУБЛЕНИЕ ДЕФИЦИТА КАЛЬЦИЯ И МАГНИЯ В ПИТЬЕВОЙ ВОДЕ БИРОБИДЖАНА ПРИ ИОНООБМЕННОЙ ДЕФЕРРИЗАЦИИ,"Поляков В.Ю., Ревуцкая И.Л., Суриц О.В.",Экология человека,https://elibrary.ru/contents.asp?id=34260794,"
Экология человека. 
2016. 
№ 9.  С. 3-9.
"
МЕДИКО-ЭКОЛОГИЧЕСКАЯ ПАРАДИГМА КУРОРТНО-ОЗДОРОВИТЕЛЬНОГО И РЕКРЕАЦИОННОГО БАССЕЙНА РЕКИ ТЕБЕРДЫ КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ,"Онищенко В.В., Дега Н.С., Гербекова Д.Ю.",Экология человека,https://elibrary.ru/contents.asp?id=34292745,"
Экология человека. 
2016. 
№ 10.  С. 3-9.
"
АКСУ-ЖАБАГЛИНСКОМУ ЗАПОВЕДНИКУ 90 ЛЕТ,Ковшарь А.Ф.,Nature Conservation Research. Заповедная наука,https://elibrary.ru/contents.asp?id=34327475,"
Nature Conservation Research. Заповедная наука. 
2016. 
Т. 1. № 1.  С. 111-118.
"
"БИОРЕМЕДИАЦИЯ ПОЧВ: ВЧЕРА, СЕГОДНЯ, ЗАВТРА","Янкевич М.И., Хадеева В.В., Мурыгина В.П.",Биосфера,https://elibrary.ru/contents.asp?id=34115748,"
Биосфера. 
2015. 
Т. 7. № 2.  С. 199-208.
"
ОКНА ОВЕРТОНА В РАЗВИТИИ СОВРЕМЕННОЙ КОНЦЕПЦИИ БИОСФЕРЫ И РЕШЕНИИ ГЛОБАЛЬНЫХ ЭКОЛОГИЧЕСКИХ ПРОБЛЕМ,"Суздалева А.Л., Горюнова С.В.",Биосфера,https://elibrary.ru/contents.asp?id=34194320,"
Биосфера. 
2015. 
Т. 7. № 4.  С. 429-449.
"
ОСОБЕННОСТИ ТЕХНОГЕННОГО ОСАДКОНАКОПЛЕНИЯ В ВОДОТОКАХ ЦЕНТРАЛЬНОЙ ЧАСТИ САНКТ-ПЕТЕРБУРГА,"Опекунов А.Ю., Митрофанова Е.С., Шейнерман Н.А.",Биосфера,https://elibrary.ru/contents.asp?id=34028615,"
Биосфера. 
2014. 
Т. 6. № 3.  С. 250-256.
"
"ХАРАКТЕРИСТИКА СОСТАВА АТМОСФЕРНЫХ ВЗВЕСЕЙ ГОСУДАРСТВЕННОГО ЗАПОВЕДНИКА ""БАСТАК""","Голохваст К.С., Ревуцкая И.Л., Лонкина Е.С., Памирский И.Э., Гульков А.Н., Христофорова Н.К.",Экология человека,https://elibrary.ru/contents.asp?id=33828571,"
Экология человека. 
2013. 
№ 5.  С. 24-28.
"
ИНДИКАТОРЫ И ИНДЕКСЫ В МОДЕЛИРОВАНИИ ПРИРОДНО-ТЕХНИЧЕСКИХ СИСТЕМ,"Федоров М.П., Музалевский А.А.",Биосфера,https://elibrary.ru/contents.asp?id=33848815,"
Биосфера. 
2013. 
Т. 5. № 3.  С. 311-326.
"
"ПОЧВЕННЫЙ ПОКРОВ САНКТ-ПЕТЕРБУРГА: ""ИЗ ТЬМЫ ЛЕСОВ И ТОПИ БЛАТ"" К СОВРЕМЕННОМУ МЕГАПОЛИСУ","Апарин Б.Ф., Сухачева Е.Ю.",Биосфера,https://elibrary.ru/contents.asp?id=33848815,"
Биосфера. 
2013. 
Т. 5. № 3.  С. 327-352.
"
ОПТИМИЗАЦИЯ ОБРАЩЕНИЯ С ТВЕРДЫМИ БЫТОВЫМИИ БЛИЗКИМИ К НИМ ПО СОСТАВУ ПРОМЫШЛЕННЫМИ ОТХОДАМИВ КРУПНЫХ И СРЕДНИХ НАСЕЛЕННЫХ ПУНКТАХ РОССИИ,Колычев Н.А.,Биосфера,https://elibrary.ru/contents.asp?id=33943765,"
Биосфера. 
2013. 
Т. 5. № 4.  С. 393-418.
"
О ПУТЯХ РАЗВИТИЯ ЭКОЛОГИЧЕСКИХ АСПЕКТОВ ДОГЕЛЕВСКОЙ ШКОЛЫ,Слепнян Э.И.,Биосфера,https://elibrary.ru/contents.asp?id=33664254,"
Биосфера. 
2011. 
Т. 3. № 2.  С. 253-263.
"
ЭКОИНФОРМАТИКА И ПРОБЛЕМЫ ГЛОБАЛЬНОЙ ЭКОДИНАМИКИ,Крапивин В.Ф.,Биосфера,https://elibrary.ru/contents.asp?id=33665210,"
Биосфера. 
2011. 
Т. 3. № 1.  С. 27-37.
"
ИЗУЧЕНИЕ СОСТОЯНИЯ ПРИРОДНОГО КОМПЛЕКСА В ЗОНЕ ВЛИЯНИЯ КИРОВО-ЧЕПЕЦКОГО ХИМИЧЕСКОГО КОМБИНАТА,"Ашихмина Т.Я., Дабах Е.В., Кантор Г.Я., Лемешко А.П., Скугорева С.Г., Адамович Т.А.",Теоретическая и прикладная экология,https://elibrary.ru/contents.asp?id=33651888,"
Теоретическая и прикладная экология. 
2010. 
№ 3.  С. 18-26.
"
"НЕКОТОРЫЕ АСПЕКТЫ ВОДОСНАБЖЕНИЯ И ОХРАНЫ ГИДРОСФЕРЫ ОТ ЗАГРЯЗНЕНИЯ (ПО ОПЫТУ НАУЧНО-ИНЖЕНЕРНОГО ЦЕНТРА ""ПОТЕНЦИАЛ-2"") ЧАСТЬ 1: ВОДОСНАБЖЕНИЕ","Анопольский В.Н., Фельдштейн Г.Н., Фельдштейн Е.Г.",Биосфера,https://elibrary.ru/contents.asp?id=33636327,"
Биосфера. 
2010. 
Т. 2. № 2.  С. 214-230.
"
ИНТЕГРАЛЬНЫЕ ОЦЕНКИ СОСТОЯНИЯ СЛОЖНЫХ СИСТЕМ В ПРИРОДЕ И ОБЩЕСТВЕ,Дмитриев В.В.,Биосфера,https://elibrary.ru/contents.asp?id=33653920,"
Биосфера. 
2010. 
Т. 2. № 4.  С. 507-520.
"
ПЕРСПЕКТИВЫ МЕЖДУНАРОДНЫХ ПЕРЕГОВОРОВ ПО ИЗМЕНЕНИЮ КЛИМАТА: ПО СЛЕДАМ КОПЕНГАГЕНСКОЙ КОНФЕРЕНЦИИ ООН,Авдеева Т.Г.,Биосфера,https://elibrary.ru/contents.asp?id=33636316,"
Биосфера. 
2010. 
Т. 2. № 1.  С. 73-82.
"
ОЦЕНКА ЗАГРЯЗНЕНИЯ ТЯЖЕЛЫМИ МЕТАЛЛАМИ ВОДОЕМОВ ПИТЬЕВОГО НАЗНАЧЕНИЯ (НА ПРИМЕРЕ УВОДЬСКОГО ВОДОХРАНИЛИЩА),"Долотов А.В., Гапеева М.В.",Экология человека,https://elibrary.ru/contents.asp?id=33359961,"
Экология человека. 
2009. 
№ 1.  С. 15-19.
"
ДИНАМИКА И КИНЕТИКА ГАЗОВЫХ ПРИМЕСЕЙ И АЭРОЗОЛЕЙ В АТМОСФЕРЕ И ИХ ЗНАЧЕНИЕ ДЛЯ БИОСФЕРЫ,"Марчук Г.И., Алоян А.Е.",Биосфера,https://elibrary.ru/contents.asp?id=33842404,"
Биосфера. 
2009. 
Т. 1. № 1.  С. 048-057.
"
ПЕРСИСТЕНТНЫЕ ПОЛИХЛОРИРОВАННЫЕ УГЛЕВОДОРОДЫ И ТЯЖЕЛЫЕ МЕТАЛЛЫ В АРКТИЧЕСКОЙ БИОСФЕРЕ: ОСНОВНЫЕ ЗАКОНОМЕРНОСТИ ЭКСПОЗИЦИИИ РЕПРОДУКТИВНОЕ ЗДОРОВЬЕ КОРЕННЫХ ЖИТЕЛЕЙ,Дударев А.А.,Биосфера,https://elibrary.ru/contents.asp?id=33842405,"
Биосфера. 
2009. 
Т. 1. № 2.  С. 186-202.
"
"СТРУКТУРА И ПРИНЦИП ПОСТРОЕНИЯ КОМПЛЕКСНОЙ МНОГОСТУПЕНЧАТОЙ СИСТЕМЫ БЕЗОПАСНОСТИ КРИТИЧЕСКИ ВАЖНОГО, ПОТЕНЦИАЛЬНО ОПАСНОГО ОБЪЕКТА (ХОО, ОУХО","Габричидзе Т.Г., Янников И.М.",Теоретическая и прикладная экология,https://elibrary.ru/contents.asp?id=33280719,"
Теоретическая и прикладная экология. 
2007. 
№ 2.  С. 55-69.
"
НАКОПЛЕНИЕ РАДИОНУКЛИДОВ В ДРЕВЕСНОЙ РАСТИТЕЛЬНОСТИ В ИНДУСТРИАЛЬНО РАЗВИТЫХ РЕГИОНАХ КОЛЬСКОГО ПОЛУОСТРОВА,"Кизеев А.Н., Никанов А.Н.",Экология человека,https://elibrary.ru/contents.asp?id=33174818,"
Экология человека. 
2006. 
№ 1.  С. 38-41.
"
