Field1,Field2,Field3_text,Field3_links,Field4
ПОВЫШЕНИЕ НЕСУЩЕЙ СПОСОБНОСТИ ГРУНТОВ ЗЕМЛЯНОГО ПОЛОТНА И БАЛЛАСТНОГО СЛОЯ ПРИ СТРОИТЕЛЬСТВЕ ЖЕЛЕЗНОДОРОЖНОГО ПУТИ,"Сычёва А.В., Гридчин М.В.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=34484822,"
Наука и техника транспорта. 
2017. 
№ 2.  С. 92-101.
"
ОСНОВНЫЕ ПРИНЦИПЫ МОДЕЛИРОВАНИЯ И ИНФОРМАЦИОННОЙ ПОДДЕРЖКИ ПРОЦЕССОВ УПРАВЛЕНИЯ ЭКСПЛУАТАЦИЕЙ СУДОВЫХ ЭЛЕКТРОЭНЕРГЕТИЧЕСКИХ СИСТЕМ. (ЧАСТЬ 1),"Каракаев А.Б., Луканин А.В., Хекерт Е.В.",Эксплуатация морского транспорта,https://elibrary.ru/contents.asp?id=34548469,"
Эксплуатация морского транспорта. 
2017. 
№ 2 (83).  С. 114-122.
"
ЭКИПАЖ САМОЛЁТА: РЕСУРСЫ ВЗАИМОДЕЙСТВИЯ,"Ариничева О.В., Малишевский А.В., Власов Е.В.",Мир транспорта,https://elibrary.ru/contents.asp?id=34235775,"
Мир транспорта. 
2016. 
Т. 14. № 1 (62).  С. 220-231.
"
МОДЕЛИ ВЗАИМОДЕЙСТВИЯ КОЛЕСА И РЕЛЬСА ПРИ ВЫСОКИХ СКОРОСТЯХ ДВИЖЕНИЯ,"Локтев А.А., Виноградов В.В., Бучкин В.А.",Мир транспорта,https://elibrary.ru/contents.asp?id=34235775,"
Мир транспорта. 
2016. 
Т. 14. № 1 (62).  С. 54-60.
"
ОЦЕНКА РИСКОВ И УПРАВЛЕНИЕ РИСКАМИ В ПРАКТИКЕ СУДОВОЖДЕНИЯ,"Клюев В.В., Кондратьев С.И., Тульчинский В.И.",Эксплуатация морского транспорта,https://elibrary.ru/contents.asp?id=34333811,"
Эксплуатация морского транспорта. 
2016. 
№ 3 (80).  С. 18-25.
"
О НЕСОСТОЯТЕЛЬНОСТИ НЕКОТОРЫХ СПОСОБОВ СНИЖЕНИЯ АВАРИЙНОСТИ НА ПЕШЕХОДНЫХ ПЕРЕХОДАХ,"Малиновский М.П., Журавлева А.Ю.",Автомобиль. Дорога. Инфраструктура,https://elibrary.ru/contents.asp?id=34347742,"
Автомобиль. Дорога. Инфраструктура. 
2016. 
№ 4 (10).  С. 10.
"
"ОПРЕДЕЛЕНИЕ ПАРАМЕТРОВ ""ОКОН"" ПРИ ОЦЕНКЕ ПЕРЕВОЗОЧНЫХ ПЕРСПЕКТИВ","Кокурин И.М., Катцын Д.В., Тимченко В.С.",Мир транспорта,https://elibrary.ru/contents.asp?id=34106867,"
Мир транспорта. 
2015. 
Т. 13. № 2 (57).  С. 142-153.
"
РЕЗУЛЬТАТЫ РАСЧЕТОВ ВРЕМЕНИ И СКОРОСТИ СКАТЫВАНИЯ ВАГОНА НА ВТОРОМ СКОРОСТНОМ УЧАСТКЕ СОРТИРОВОЧНОЙ ГОРКИ ПРИ ВОЗДЕЙСТВИИ ПОПУТНОГО ВЕТРА МАЛОЙ ВЕЛИЧИНЫ ПО НОВОЙ МЕТОДИКЕ,"Туранов Х.Т., Гордиенко А.А.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=34115009,"
Наука и техника транспорта. 
2015. 
№ 3.  С. 63-70.
"
АНАЛИТИЧЕСКОЕ ОПРЕДЕЛЕНИЕ ВРЕМЕНИ СКАТЫВАНИЯ ВАГОНА НА ВТОРОМ СКОРОСТНОМ УЧАСТКЕ СОРТИРОВОЧНОЙ ГОРКИ ПРИ ВОЗДЕЙСТВИИ ПОПУТНОГО ВЕТРА МАЛОЙ ВЕЛИЧИНЫ,"Туранов Х.Т., Гордиенко А.А.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=34075580,"
Наука и техника транспорта. 
2015. 
№ 2.  С. 73-81.
"
ОЦЕНКА ЭФФЕКТИВНОСТИ ЭКИПАЖЕЙ ЛЕТАТЕЛЬНОГО АППАРАТА,"Малишевский А.В., Бровкин П.Е., Власов Е.В.",Мир транспорта,https://elibrary.ru/contents.asp?id=34033656,"
Мир транспорта. 
2014. 
Т. 12. № 5 (54).  С. 216-229.
"
ПСИХОДИАГНОСТИКА – ОДИН ИЗ ИНСТРУМЕНТОВ УПРАВЛЕНИЯ РЕСУРСАМИ ЭКИПАЖА ВОЗДУШНОГО СУДНА,"Ариничева О.В., Малишевский А.В.",Научный вестник Московского государственного технического университета гражданской авиации,https://elibrary.ru/contents.asp?id=33935850,"
Научный вестник Московского государственного технического университета гражданской авиации. 
2014. 
№ 199.  С. 117-125.
"
ДИСТАНЦИОННО-ПИЛОТИРУЕМЫЕ ЛЕТАТЕЛЬНЫЕ АППАРАТЫ И БЕЗОПАСНОСТЬ ПУТИ,"Лёвин Б.А., Бугаев А.С., Ивашов С.И., Разевиг В.В.",Мир транспорта,https://elibrary.ru/contents.asp?id=33835811,"
Мир транспорта. 
2013. 
Т. 11. № 2 (46).  С. 152-157.
"
МЕТОДЫ ОПРЕДЕЛЕНИЯ ПОТОКА НАСЫЩЕНИЯ АВТОТРАССЫ,"Боровской А.Е., Шевцова А.Г.",Мир транспорта,https://elibrary.ru/contents.asp?id=33847019,"
Мир транспорта. 
2013. 
Т. 11. № 3 (47).  С. 44-51.
"
ИНТЕГРАЛЬНОЕ УПРАВЛЕНИЕ ВЫСОКОСКОРОСТНОЙ МАГИСТРАЛЬЮ,Цветков В.Я.,Мир транспорта,https://elibrary.ru/contents.asp?id=33941703,"
Мир транспорта. 
2013. 
Т. 11. № 5 (49).  С. 6-9.
"
МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ ДВИЖЕНИЯ ГРУЗОВЫХ ВАГОНОВ НА ПОДЪЕЗДНЫХ ПУТЯХ ПРЕДПРИЯТИЯ,"Туранов Х.Т., Чуев Н.П., Портнова О.Ю.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=33831008,"
Наука и техника транспорта. 
2013. 
№ 1.  С. 26-42.
"
ВЫБОР МЕСТ ДЛЯ ЛОГИСТИЧЕСКИХ МОЩНОСТЕЙ,"Рахмангулов А.Н., Копылова О.А., Аутов Е.К.",Мир транспорта,https://elibrary.ru/contents.asp?id=33733326,"
Мир транспорта. 
2012. 
Т. 10. № 1 (39).  С. 84-91.
"
ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ ДВИЖЕНИЯ ГРУЗОВЫХ ВАГОНОВ НА МЕСТАХ НЕОБЩЕГО ПОЛЬЗОВАНИЯ,"Туранов Х.Т., Чуев Н.П.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=33745501,"
Наука и техника транспорта. 
2012. 
№ 3.  С. 8-18.
"
АДАПТИВНАЯ ОРГАНИЗАЦИЯ ГРУЗОПОТОКОВ,"Багинова В.В., Рахмангулов А.Н.",Мир транспорта,https://elibrary.ru/contents.asp?id=33665193,"
Мир транспорта. 
2011. 
Т. 9. № 3 (36).  С. 132-138.
"
СОЗДАНИЕ ЖЕЛЕЗНЫХ ДОРОГ И ЭКОНОМИЧЕСКИЙ РОСТ,Мачерет Д.А.,Мир транспорта,https://elibrary.ru/contents.asp?id=33661699,"
Мир транспорта. 
2011. 
Т. 9. № 1 (34).  С. 164-169.
"
ОБ ЭКОНОМИЧЕСКИХ ПРОБЛЕМАХ РАЗВИТИЯ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ,Мачерет Д.А.,Мир транспорта,https://elibrary.ru/contents.asp?id=33665193,"
Мир транспорта. 
2011. 
Т. 9. № 3 (36).  С. 76-83.
"
МОДЕЛЬ СЧИСЛЕНИЯ ПУТИ СУДНА В УСЛОВИЯХ ВОЗДЕЙСТВИЯ ВНЕШНИХ ФАКТОРОВ,Дерябин В.В.,Эксплуатация морского транспорта,https://elibrary.ru/contents.asp?id=33666306,"
Эксплуатация морского транспорта. 
2011. 
№ 1 (63).  С. 33-39.
"
КОНТРОЛЬ ВАГОНОПОТОКОВ НА ПУТИ НЕОБЩЕГО ПОЛЬЗОВАНИЯ,"Багинова В.В., Рахмангулов А.Н., Осинцев Н.А.",Мир транспорта,https://elibrary.ru/contents.asp?id=33603255,"
Мир транспорта. 
2010. 
Т. 8. № 3 (31).  С. 108-113.
"
ЭКОНОМИЧЕСКИЙ КРИЗИС И ТРАНСПОРТ,Мачерет Д.А.,Мир транспорта,https://elibrary.ru/contents.asp?id=33593038,"
Мир транспорта. 
2010. 
Т. 8. № 2 (30).  С. 4-13.
"
ИСПОЛЬЗОВАНИЕ СОЦИОНИЧЕСКИХ МОДЕЛЕЙ ДЛЯ УПРАВЛЕНИЯ И ПЛАНИРОВАНИЯ В СФЕРЕ ВОЗДУШНОГО ТРАНСПОРТА,"Малишевский А.В., Парфенов И.А.",Научный вестник Московского государственного технического университета гражданской авиации,https://elibrary.ru/contents.asp?id=33601198,"
Научный вестник Московского государственного технического университета гражданской авиации. 
2010. 
№ 154.  С. 117-123.
"
СОВЕРШЕНСТВОВАНИЕ УПРАВЛЕНИЯ И ПЛАНИРОВАНИЯ В СФЕРЕ ВОЗДУШНОГО ТРАНСПОРТА МЕТОДАМИ СОЦИОНИЧЕСКОЙ СЕЛЕКЦИИ АВИАЦИОННОГО ПЕРСОНАЛА,Малишевский А.В.,Научный вестник Московского государственного технического университета гражданской авиации,https://elibrary.ru/contents.asp?id=33596240,"
Научный вестник Московского государственного технического университета гражданской авиации. 
2010. 
№ 151.  С. 150-157.
"
ЭНЕРГООПТИМАЛЬНОЕ УПРАВЛЕНИЕ ДВИЖЕНИЕМ ПОЕЗДА С РЕКУПЕРАТИВНЫМ ТОРМОЗОМ ПРИ УЧЕТЕ ОГРАНИЧЕНИЙ НА ФАЗОВУЮ КООРДИНАТУ,"Баранов Л.А., Мелёшин И.С., Чинь Л.М.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=33603216,"
Наука и техника транспорта. 
2010. 
№ 4.  С. 19-29.
"
"АНАЛИТИЧЕСКАЯ ОЦЕНКА КОЭФФИЦИЕНТОВ СЪЕМА ГРУЗОВЫХ ПОЕЗДОВ ""ПОЕЗДАМИ - СКОРОХОДАМИ"" ПРИ РАЗЛИЧНЫХ СХЕМАХ ПРОКЛАДКИ НА ГРАФИКЕ","Биленко Г.М., Попова Е.А.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=33594729,"
Наука и техника транспорта. 
2010. 
№ 1.  С. 43-51.
"
СОЦИОНИЧЕСКИЙ ПОДХОД К ПРОБЛЕМЕ СОВЕРШЕНСТВОВАНИЯ ПРОФЕССИОНАЛЬНОГО ПСИХОЛОГИЧЕСКОГО ОТБОРА АВИАЦИОННОГО ПЕРСОНАЛА,"Малишевский А.В., Ариничева О.В., Парфенов И.А., Петрова М.В., Аракелян Д.А.",Научный вестник Московского государственного технического университета гражданской авиации,https://elibrary.ru/contents.asp?id=33398738,"
Научный вестник Московского государственного технического университета гражданской авиации. 
2009. 
№ 149.  С. 83-90.
"
ИССЛЕДОВАНИЕ МЕТОДОВ И СРЕДСТВ УПРАВЛЕНИЯ И ПЛАНИРОВАНИЯ В СФЕРЕ ВОЗДУШНОГО ТРАНСПОРТА НА БАЗЕ СОЦИОНИЧЕСКИХ МОДЕЛЕЙ,"Малишевский А.В., Ариничева О.В.",Научный вестник Московского государственного технического университета гражданской авиации,https://elibrary.ru/contents.asp?id=33380470,"
Научный вестник Московского государственного технического университета гражданской авиации. 
2008. 
№ 125.  С. 186-191.
"
СНИЖЕНИЕ РАСХОДА ЭЛЕКТРОЭНЕРГИИ НА ДВИЖЕНИЕ ПОЕЗДОВ В МОСКОВСКОМ МЕТРОПОЛИТЕНЕ ПРИ ИСПОЛЬЗОВАНИИ ЕМКОСТНЫХ НАКОПИТЕЛЕЙ ЭНЕРГИИ,"Шевлюгин М.В., Желтов К.С.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=33197276,"
Наука и техника транспорта. 
2008. 
№ 1.  С. 15-20.
"
МОДЕЛИ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ РЕМОНТНОГО ПРОИЗВОДСТВА,"Гундаев И.В., Сергеев К.А.",Наука и техника транспорта,https://elibrary.ru/contents.asp?id=33197276,"
Наука и техника транспорта. 
2008. 
№ 1.  С. 79-85.
"
