Field1,Field2,Field3_text,Field3_links,Field4
ТЕХНОЛОГИЧЕСКИЕ ОСОБЕННОСТИ И ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЕ РАСТИТЕЛЬНЫХ БЕЛКОВ В ИНДУСТРИИ ПИТАНИЯ. ЧАСТЬ 2. СПОСОБ СНИЖЕНИЯ АНТИПИТАТЕЛЬНЫХ СВОЙСТВ РАСТИТЕЛЬНОГО СЫРЬЯ,"Бычкова Е.С., Рождественская Л.Н., Погорова В.Д., Госман Д.В., Бычков А.Л.",Хранение и переработка сельхозсырья,https://elibrary.ru/contents.asp?id=36883812,"
Хранение и переработка сельхозсырья. 
2018. 
№ 3.  С. 46-54.
"
ПЛОДЫ БРУСНИКИ - ПЕРСПЕКТИВНЫЙ ИСТОЧНИК БИОЛОГИЧЕСКИ АКТИВНЫХ ВЕЩЕСТВ,"Серба Е.М., Волкова Г.С., Соколова Е.Н., Фурсова Н.А., Юраскина Т.В.",Хранение и переработка сельхозсырья,https://elibrary.ru/contents.asp?id=36884438,"
Хранение и переработка сельхозсырья. 
2018. 
№ 4.  С. 48-58.
"
АНТИОКСИДАНТНЫЕ СВОЙСТВА ХЛЕБОБУЛОЧНЫХ ИЗДЕЛИЙ ИЗ ПШЕНИЧНОЙ МУКИ С ИСПОЛЬЗОВАНИЕМ НЕТРАДИЦИОННЫХ ВИДОВ СЫРЬЯ,Белявская И.Г.,Хранение и переработка сельхозсырья,https://elibrary.ru/contents.asp?id=36883812,"
Хранение и переработка сельхозсырья. 
2018. 
№ 3.  С. 8-19.
"
ВОЗМОЖНОСТИ ИЗГОТОВЛЕНИЯ ЭНЕРГО-РЕСУРСОСБЕРЕГАЮЩИХ ЕМКОСТЕЙ ДЛЯ ПРИГОТОВЛЕНИЯ ПИЩИ,"Алексеев Г.В., Романчиков С.А., Савельев А.П.",Хранение и переработка сельхозсырья,https://elibrary.ru/contents.asp?id=36883812,"
Хранение и переработка сельхозсырья. 
2018. 
№ 3.  С. 83-88.
"
ВЛИЯНИЕ КЛИМАТИЧЕСКИХ УСЛОВИЙ НА БИОЛОГИЧЕСКУЮ ЦЕННОСТЬ ЯГОДНОГО СЫРЬЯ АМУРСКОЙ ОБЛАСТИ,"Резниченко И.Ю., Фролова Н.А.",Хранение и переработка сельхозсырья,https://elibrary.ru/contents.asp?id=36884438,"
Хранение и переработка сельхозсырья. 
2018. 
№ 4.  С. 92-100.
"
ИСПОЛЬЗОВАНИЕ ВТОРИЧНОГО СЫРЬЯ КОНСЕРВНОЙ ПРОМЫШЛЕННОСТИ В ТЕХНОЛОГИИ САХАРИСТЫХ КОНДИТЕРСКИХ ИЗДЕЛИЙ,"Киселев А.А., Садыгова М.К., Белова М.В., Галлиуллин А.А., Шишкина А.Н.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=36634818,"
Вестник КрасГАУ. 
2018. 
№ 6 (141).  С. 176-181.
"
"ФУНКЦИОНАЛЬНО-ТЕХНОЛОГИЧЕСКИЕ СВОЙСТВА МЯСНЫХ ПОЛУФАБРИКАТОВ, ОБОГАЩЕННЫХ РАСТИТЕЛЬНЫМИ КОМПОНЕНТАМИ","Габдукаева Л.З., Решетник О.А.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=36548715,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 4 (44).  С. 227-232.
"
КОНСЕРВИРОВАННАЯ ОВОЩНАЯ ПРОДУКЦИЯ КАК ИСТОЧНИК АНТИОКСИДАНТОВ,"Белокурова Е.С., Панкина И.А., Кулакова М.С.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34841397,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 2 (42).  С. 26-29.
"
ИСПОЛЬЗОВАНИЕ СЕМЯН ЧЕЧЕВИЦЫ ПРИ СОЗДАНИИ ПИЩЕВЫХ ПРОДУКТОВ ДЛЯ ДИЕТИЧЕСКОГО ПИТАНИЯ,"Панкина И.А., Белокурова Е.С., Ерзикова М.О.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34841397,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 2 (42).  С. 34-38.
"
ИССЛЕДОВАНИЕ СОДЕРЖАНИЯ АНТИОКСИДАНТОВ В ОВОЩАХ ДЛЯ ПРОЕКТИРОВАНИЯ ФУНКЦИОНАЛЬНЫХ ПИЩЕВЫХ ПРОДУКТОВ,"Смоленцева А.А., Елисеева С.А., Котова Н.П.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34839312,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 1 (41).  С. 35-39.
"
ПРИМЕНЕНИЕ ПШЕННОЙ МУКИ В ПРОИЗВОДСТВЕ БЕЗГЛЮТЕНОВОГО БИСКВИТА,"Баженова Т.С., Баженова И.А., Барсукова Н.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34841397,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 2 (42).  С. 39-42.
"
БИОТЕХНОЛОГИЧЕСКИЕ СВОЙСТВА ПШЕНИЧНОГО ПОЛУФАБРИКАТА С ДОБАВЛЕНИЕМ АМАРАНТОВОЙ МУКИ,"Шишкина А.Н., Садыгова М.К., Белова М.В., Ларин Ю.Н., Асташов А.Н.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=35423311,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 3 (43).  С. 49-53.
"
БЕЗОПАСНОСТЬ И КАЧЕСТВО РЕГИОНАЛЬНОГО СЫРЬЯ ДЛЯ ПРОИЗВОДСТВА ПРОДУКТОВ ДЛЯ ЗДОРОВОГО ПИТАНИЯ,"Садыгова М.К., Башинская О.С., Кондрашова А.В., Кузнецова Л.И.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=35423311,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2018. 
Т. 7. № 3 (43).  С. 70-74.
"
О ПЕРСПЕКТИВАХ ИСПОЛЬЗОВАНИЯ ЦЕЛЬНОСМОЛОТОЙ АМАРАНТОВОЙ МУКИ ПРИ ПРОИЗВОДСТВЕ ПШЕНИЧНОГО ХЛЕБА,"Зуева Е.А., Слугинова Н.И., Сарафанкина Е.А.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34520473,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2017. 
№ 1 (35).  С. 37-40.
"
ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЯ ПИЩЕВЫХ ВОЛОКОН В ПИЩЕВОМ ПРОИЗВОДСТВЕ,"Речкина Е.А., Губаненко Г.А., Машанов А.И.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=34224284,"
Вестник КрасГАУ. 
2016. 
№ 1 (112).  С. 91-97.
"
ИННОВАЦИОННЫЕ СПОСОБЫ ОЧИСТКИ ВОЗДУХА НА ПИЩЕВЫХ ПРЕДПРИЯТИЯХ,"Пчелинцева О.Н., Сарафанкина Е.А.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34227552,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2016. 
№ 1 (29).  С. 53-56.
"
СОВЕРШЕНСТВОВАНИЕ ТЕХНОЛОГИИ ЭКСТРАГИРОВАНИЯ ЯГОДНОГО СЫРЬЯ С ИСПОЛЬЗОВАНИЕМ УЛЬТРАЗВУКОВОЙ ОБРАБОТКИ,"Бакин И.А., Мустафина А.С., Лунин П.Н.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=34191675,"
Вестник КрасГАУ. 
2015. 
№ 12 (111).  С. 91-95.
"
ИССЛЕДОВАНИЕ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ ПОЛУЧЕНИЯ ЭКСТРАКТОВ ЯГОД ЧЕРНОЙ СМОРОДИНЫ,"Бакин И.А., Мустафина А.С., Алексенко Л.А., Лунин П.Н.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=34048623,"
Вестник КрасГАУ. 
2014. 
№ 12 (99).  С. 227-230.
"
ОПТИМИЗАЦИЯ СОСТАВА ЗЕРНОПРОДУКТОВ ПРИ ПОЛУЧЕНИИ ПИВНОГО СУСЛА С ИСПОЛЬЗОВАНИЕМ ЭКСТРУДИРОВАННОГО ЯЧМЕНЯ,"Шабурова Г.В., Курочкин А.А., Воронина П.К., Фролов Д.И.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 103-109.
"
ПОЛУЧЕНИЕ ЭКСТРУДАТОВ КРАХМАЛСОДЕРЖАЩЕГО ЗЕРНОВОГО СЫРЬЯ С ЗАДАННОЙ ПОРИСТОСТЬЮ,"Курочкин А.А., Шабурова Г.В., Фролов Д.И.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 109-114.
"
ВЛИЯНИЕ ПРЕБИОТИКОВ НА ТЕХНОЛОГИЧЕСКИЕ СВОЙСТВА МОЛОЧНЫХ И МЯСНЫХ ПРОДУКТОВ,"Зимняков В.М., Гаврюшина И.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 118-123.
"
МОДЕЛИРОВАНИЕ ИНТЕГРИРОВАННОЙ ТЕХНИЧЕСКОЙ СИСТЕМЫ В ПИЩЕВЫХ ПРОИЗВОДСТВАХ,"Авроров В.А., Николаев В.С., Волков В.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 14-20.
"
УСТРОЙСТВО ДЛЯ ПРОИЗВОДСТВА СЛИВОЧНОГО МАСЛА,"Парфенов В.С., Яшин А.В., Полывяный Ю.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 177-180.
"
СОСТОЯНИЕ И ПЕРСПЕКТИВЫ ПРОИЗВОДСТВА МОЛОКА В ПЕНЗЕНСКОЙ ОБЛАСТИ,"Зимняков В.М., Гаврюшина И.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 233-236.
"
ПРАКТИЧЕСКИЕ ПЕРСПЕКТИВЫ ТЕРМОПЛАСТИЧЕСКОЙ ЭКСТРУЗИИ В ТЕХНОЛОГИИ НАПИТКОВ,Воронина П.К.,XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 85-88.
"
ИССЛЕДОВАНИЕ СУШКИ ПЛОДОВ ЧЕРНОЙ СМОРОДИНЫ С ИСПОЛЬЗОВАНИЕМ СВЧ-ИЗЛУЧЕНИЯ,"Пчелинцева О.Н., Сарафанкина Е.А.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=34055494,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2014. 
№ 6 (22).  С. 88-91.
"
ИСПОЛЬЗОВАНИЕ ПОРОШКА ОБЛЕПИХИ В ПРОИЗВОДСТВЕ КОНДИТЕРСКИХ ИЗДЕЛИЙ,"Типсина Н.Н., Матюшев В.В., Присухина Н.В., Царёва Е.А.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=33829051,"
Вестник КрасГАУ. 
2013. 
№ 5 (80).  С. 223-228.
"
ИСПОЛЬЗОВАНИЕ ПЮРЕ ИЗ ТЫКВЫ В ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ,"Типсина Н.Н., Селезнева Г.К.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=33933498,"
Вестник КрасГАУ. 
2013. 
№ 12 (87).  С. 242-247.
"
ОБОСНОВАНИЕ РАЦИОНАЛЬНЫХ ПАРАМЕТРОВ ШНЕКА ПРЕСС-ЭКСТРУДЕРА В ЗОНЕ ЗАГРУЗКИ,"Курочкин А.А., Новиков В.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=33850880,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2013. 
№ 6 (10).  С. 123-126.
"
МОДЕЛИРОВАНИЕ УСЛОВИЙ ДВИЖЕНИЯ ВЯЗКОУПРУГОЙ ТЕСТОВОЙ МАССЫ В РАБОЧЕЙ ЗОНЕ ВАЛКОВОЙ ТЕСТОРАСКАТЫВАЮЩЕЙ МАШИНЫ,"Авроров В.А., Сарафанкина Е.А., Елисеева Н.С., Ловцева В.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=33850880,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2013. 
№ 6 (10).  С. 15-21.
"
МЕТОДОЛОГИЧЕСКИЕ АСПЕКТЫ ТЕОРЕТИЧЕСКИХ ИССЛЕДОВАНИЙ ПРЕСС-ЭКСТРУДЕРОВ ДЛЯ ОБРАБОТКИ РАСТИТЕЛЬНОГО КРАХМАЛСОДЕРЖАЩЕГО СЫРЬЯ,"Курочкин А.А., Шабурова Г.В., Новиков В.В., Денисов С.В.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=33850880,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2013. 
№ 6 (10).  С. 46-54.
"
ПИЩЕВЫЕ ВОЛОКНА В КОНДИТЕРСКОМ ПРОИЗВОДСТВЕ,"Типсина Н.Н., Присухина Н.В.",Вестник КрасГАУ,https://elibrary.ru/contents.asp?id=33385218,"
Вестник КрасГАУ. 
2009. 
№ 9 (36).  С. 166-171.
"
