Field1,Field2,Field3_text,Field3_links,Field4
ИЗМЕРЕНИЕ УРОВНЯ СЧАСТЬЯ: ЛИТЕРАТУРНЫЙ ОБЗОР РОССИЙСКИХ И ЗАРУБЕЖНЫХ ИССЛЕДОВАНИЙ,"Шматова Ю.Е., Морев М.В.","Экономические и социальные перемены: факты, тенденции, прогноз",https://www.elibrary.ru/contents.asp?id=34083125,"
Экономические и социальные перемены: факты, тенденции, прогноз. 
2015. 
№ 3 (39).  С. 141-162.
"
ЭТНИЧЕСКИ СМЕШАННЫЕ СУПРУЖЕСКИЕ ПАРЫ В РОССИЙСКОЙ ФЕДЕРАЦИИ,Сороко Е.Л.,Демографическое обозрение,https://www.elibrary.ru/contents.asp?id=34070950,"
Демографическое обозрение. 
2014. 
Т. 1. № 4.  С. 96-123.
"
КУЛЬТУРНАЯ ТРАВМА И КОЛЛЕКТИВНАЯ ИДЕНТИЧНОСТЬ,"Александер Д., Alexander J.C., Куракин Д.Ю.",Социологический журнал,https://www.elibrary.ru/contents.asp?id=33756388,"
Социологический журнал. 
2012. 
№ 3.  С. 5-40.
"
СРАВНИТЕЛЬНЫЙ АНАЛИЗ УДОВЛЕТВОРЕННОСТИ ЖИЗНЬЮ И ОПРЕДЕЛЯЮЩИХ ЕЕ ФАКТОРОВ,Андреенкова А.В.,Мониторинг общественного мнения: экономические и социальные перемены,https://www.elibrary.ru/contents.asp?id=33842503,"
Мониторинг общественного мнения: экономические и социальные перемены. 
2010. 
№ 5 (99).  С. 189-215.
"
СОЦИАЛЬНЫЕ ТРАНСФОРМАЦИИ В РОССИИ В ЭПОХУ ГЛОБАЛЬНЫХ ИЗМЕНЕНИЙ,"Заславская Т.И., Ядов В.А.",Социологический журнал,https://www.elibrary.ru/contents.asp?id=33759166,"
Социологический журнал. 
2008. 
№ 4.  С. 8-22.
"
"СОЦИАЛЬНАЯ ПОЛИТИКА, СОЦИАЛЬНОЕ ГОСУДАРСТВО И СОЦИАЛЬНЫЙ МЕНЕДЖМЕНТ: ПРОБЛЕМЫ АНАЛИЗА",Ярская В.Н.,Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33187491,"
Журнал исследований социальной политики. 
2003. 
Т. 1. № 1.  С. 11-28.
"
СОЦИАЛЬНАЯ ПОЛИТИКА: ОСНОВНЫЕ ПОНЯТИЯ,Григорьева И.А.,Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33187491,"
Журнал исследований социальной политики. 
2003. 
Т. 1. № 1.  С. 29-44.
"
ГОСУДАРСТВЕННОЕ КОНСТРУИРОВАНИЕ ГЕНДЕРА В СОВЕТСКОМ ОБЩЕСТВЕ,"Здравомыслова Е.А., Темкина А.А.",Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33187490,"
Журнал исследований социальной политики. 
2003. 
Т. 1. № 3-4.  С. 299-321.
"
ПОКОЛЕНИЯ XX ВЕКА: ВОЗМОЖНОСТИ ИССЛЕДОВАНИЯ,Левада Ю.,Мониторинг общественного мнения: экономические и социальные перемены,https://www.elibrary.ru/contents.asp?id=33178284,"
Мониторинг общественного мнения: экономические и социальные перемены. 
2001. 
№ 5 (55).  С. 7-14.
"
КАК РОЖДАЛСЯ ВЦИОМ,Заславская Т.,Мониторинг общественного мнения: экономические и социальные перемены,https://www.elibrary.ru/contents.asp?id=33178176,"
Мониторинг общественного мнения: экономические и социальные перемены. 
1998. 
№ 1.  С. 8-11.
"
ЧТО ТАКОЕ КОММУНИКАЦИЯ?,"Луман Н., Озирченко Д.",Социологический журнал,https://www.elibrary.ru/contents.asp?id=34085880,"
Социологический журнал. 
1995. 
№ 3.  С. 114-124.
"
ОТ ПАЛОМНИКА К ТУРИСТУ,"Бауман З., Оберемко О.А.",Социологический журнал,https://www.elibrary.ru/contents.asp?id=34083362,"
Социологический журнал. 
1995. 
№ 4.  С. 133-154.
"
СОЦИАЛЬНЫЙ МЕХАНИЗМ ТРАНСФОРМАЦИИ РОССИЙСКОГО ОБЩЕСТВА,Заславская Т.И.,Социологический журнал,https://www.elibrary.ru/contents.asp?id=34085880,"
Социологический журнал. 
1995. 
№ 3.  С. 5-21.
"
ЖИЗНЕННАЯ СТРАТЕГИЯ ЧЕЛОВЕКА В ПЕРЕХОДНОМ ОБЩЕСТВЕ,Наумова Н.Ф.,Социологический журнал,https://www.elibrary.ru/contents.asp?id=34081447,"
Социологический журнал. 
1995. 
№ 2.  С. 5-22.
"
СОЦИАЛЬНАЯ ИДЕНТИФИКАЦИЯ В КРИЗИСНОМ ОБЩЕСТВЕ,Ядов В.А.,Социологический журнал,https://www.elibrary.ru/contents.asp?id=34080152,"
Социологический журнал. 
1994. 
№ 1.  С. 35-52.
"
