Field1,Field2,Field3_text,Field3_links,Field4
ДЛИТЕЛЬНОСТЬ ВЕЧНОГО: ЯЗЫК ВРАЖДЫ В НАРРАТИВАХ ПОЗДНЕАНТИЧНЫХ КОСМОЛОГИЙ,Литвин Т.В.,Платоновские исследования,https://elibrary.ru/contents.asp?id=41506193,"
Платоновские исследования. 
2019. 
Т. 11. № 2.  С. 218-233.
"
ПРИНЦИП ПРИРОДОСООБРАЗНОСТИ И АНТРОПОЛОГИЧЕСКИЙ ВЕКТОР СКЕПТИЧЕСКОЙ МЫСЛИ (ОТ СЕКСТА ЭМПИРИКА К АНТИОХУ АСКАЛОНСКОМУ И ЦИЦЕРОНУ),Степанова А.С.,Платоновские исследования,https://elibrary.ru/contents.asp?id=41506193,"
Платоновские исследования. 
2019. 
Т. 11. № 2.  С. 234-244.
"
ПЛАТОН ОБ ИСПРАВИТЕЛЬНОЙ ФУНКЦИИ НАКАЗАНИЯ,Серёгин А.В.,Платоновские исследования,https://elibrary.ru/contents.asp?id=38214744,"
Платоновские исследования. 
2019. 
Т. 10. № 1.  С. 89-106.
"
РЕЙТИНГИ НАУЧНЫХ ОРГАНИЗАЦИЙ,Юревич М.А.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=36955366,"
Социология науки и технологий. 
2018. 
Т. 9. № 4.  С. 66-79.
"
СЛУЖБА ИЛИ СЛУЖЕНИЕ? МОТИВАЦИОННЫЕ ПАТТЕРНЫ РОССИЙСКИХ УЧЕНЫХ,"Шматко Н., Волкова Г.",Форсайт,https://elibrary.ru/contents.asp?id=34521203,"
Форсайт. 
2017. 
Т. 11. № 2.  С. 54-66.
"
ВКЛАД РЕГИОНАЛЬНЫХ НАУЧНЫХ СООБЩЕСТВ В СОВРЕМЕННЫЕ РОССИЙСКИЕ СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ И ГУМАНИТАРНЫЕ ИССЛЕДОВАНИЯ (НА ОПЫТЕ АНАЛИЗА ПУБЛИКАЦИОННОЙ АКТИВНОСТИ УЧЕНЫХ Г. РЯЗАНИ),Еременко Т.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=34552126,"
Социология науки и технологий. 
2017. 
Т. 8. № 4.  С. 64-87.
"
"НАУЧНЫЙ ТРАНСФЕР: ЕЩЕ РАЗ О МОБИЛЬНОСТИ, МЕГАГРАНТАХ И ПЕРВЫХ АКАДЕМИКАХ",Душина С.А.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=34485612,"
Социология науки и технологий. 
2017. 
Т. 8. № 2.  С. 87-103.
"
"РОССИЙСКИЕ УНИВЕРСИТЕТЫ В МИРОВЫХ РЕЙТИНГАХ: УСПЕХИ, ПРОВАЛЫ, ПЕРСПЕКТИВЫ","Николаенко Г.А., Федорова А.А.",Социология науки и технологий,https://elibrary.ru/contents.asp?id=34474274,"
Социология науки и технологий. 
2017. 
Т. 8. № 1.  С. 96-112.
"
"НОРМИРОВАННЫЙ ПОКАЗАТЕЛЬ ПУБЛИКАЦИОННОЙ АКТИВНОСТИ, УЧИТЫВАЮЩИЙ КОЛИЧЕСТВО СОАВТОРОВ НАУЧНЫХ ПУБЛИКАЦИЙ",Марвин С.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=34399665,"
Социология науки и технологий. 
2016. 
Т. 7. № 4.  С. 116-133.
"
РЕГИОНАЛЬНЫЕ ОСОБЕННОСТИ СОВРЕМЕННОЙ РОССИЙСКОЙ НАУКИ КАК СОЦИАЛЬНОГО ИНСТИТУТА,Леонов А.К.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33992161,"
Социология науки и технологий. 
2014. 
Т. 5. № 3.  С. 146-156.
"
ИНТЕГРАЦИЯ АКАДЕМИЧЕСКОЙ И УНИВЕРСИТЕТСКОЙ НАУКИ НА ПРИМЕРЕ САНКТ-ПЕТЕРБУРГА: СОЦИАЛЬНЫЕ ТЕХНОЛОГИИ,"Диденко Н.И., Петровский А.Б., Еремичева Г.В., Москалева О.В.",Социология науки и технологий,https://elibrary.ru/contents.asp?id=33992161,"
Социология науки и технологий. 
2014. 
Т. 5. № 3.  С. 17-37.
"
БИБЛИОМЕТРИЧЕСКИЙ АНАЛИЗ НАУЧНЫХ ЖУРНАЛОВ,Маршакова-Шайкевич И.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33992161,"
Социология науки и технологий. 
2014. 
Т. 5. № 3.  С. 38-48.
"
ИНСТИТУЦИОНАЛЬНЫЕ И КОГНИТИВНЫЕ БАРЬЕРЫ ПРОФЕССИОНАЛЬНОЙ МОБИЛЬНОСТИ УЧЕНЫХ,Родный А.Н.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=34046411,"
Социология науки и технологий. 
2014. 
Т. 5. № 4.  С. 46-60.
"
О ВОЗМОЖНОЙ МОДИФИКАЦИИ ИНДЕКСОВ ХИРША И ЭГГА С УЧЕТОМ СОАВТОРСТВА,Михайлов О.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33992161,"
Социология науки и технологий. 
2014. 
Т. 5. № 3.  С. 48-56.
"
"АНАЛИЗ ПУБЛИКАЦИОННОЙ АКТИВНОСТИ И ВКЛЮЧЕННОСТИ В МЕЖДУНАРОДНЫЕ НАУЧНЫЕ КОММУНИКАЦИИ С ПОМОЩЬЮ БИБЛИОМЕТРИЧЕСКИХ ПОКАЗАТЕЛЕЙ ЭЛЕКТРОННОЙ БИБЛИОТЕКИ ELIBRARY.RU (НА ПРИМЕРЕ НАУЧНЫХ ОРГАНИЗАЦИЙ САНКТ-ПЕТЕРБУРГА, ПОДВЕДОМСТВЕННЫХ ФАНО)",Казаков С.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=34046411,"
Социология науки и технологий. 
2014. 
Т. 5. № 4.  С. 96-104.
"
БИБЛИОГРАФИЧЕСКАЯ ИДЕНТИФИКАЦИЯ СОСТАВА И ПРИЗНАКОВ НАУЧНОЙ ШКОЛЫ,Захарчук Т.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33916474,"
Социология науки и технологий. 
2013. 
Т. 4. № 4.  С. 103-119.
"
АКАДЕМИЧЕСКАЯ КАРЬЕРА УЧЕНОГО: ОБЗОР СЕМИНАРА,"Душина С.А., Ащеулова Н.А.",Социология науки и технологий,https://elibrary.ru/contents.asp?id=33838303,"
Социология науки и технологий. 
2013. 
Т. 4. № 2.  С. 158-163.
"
ЧЕЛОВЕЧЕСКИЙ ФАКТОР НОВЫХ НАУЧНЫХ НАПРАВЛЕНИЙ: ПУТИ СТАНОВЛЕНИЯ. РОЛЬ НАУЧНОЙ ЭЛИТЫ,Кугель С.А.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33838303,"
Социология науки и технологий. 
2013. 
Т. 4. № 2.  С. 43-53.
"
КОММУНИКАТИВНО-ДИСЦИПЛИНАРНЫЕ АСПЕКТЫ ИНТЕГРАЦИИ НАУЧНОГО ЗНАНИЯ,Петров М.К.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33916474,"
Социология науки и технологий. 
2013. 
Т. 4. № 4.  С. 9-29.
"
ДИНАМИКА РОССИЙСКОЙ И МИРОВОЙ НАУКИ СКВОЗЬ ПРИЗМУ МЕЖДУНАРОДНЫХ ПУБЛИКАЦИЙ,Коцемир М.Н.,Форсайт,https://elibrary.ru/contents.asp?id=33732084,"
Форсайт. 
2012. 
Т. 6. № 1.  С. 38-59.
"
"""НЕЗАМЕТНАЯ"" НАУКА: ПАТТЕРНЫ ИНТЕРНАЦИОНАЛИЗАЦИИ РОССИЙСКИХ НАУЧНЫХ ПУБЛИКАЦИЙ",Кирчик О.И.,Форсайт,https://elibrary.ru/contents.asp?id=33695839,"
Форсайт. 
2011. 
Т. 5. № 3.  С. 34-42.
"
МОТИВАЦИЯ НАУЧНОЙ ДЕЯТЕЛЬНОСТИ УЧЕНЫХ ДАЛЬНЕГО ВОСТОКА В УСЛОВИЯХ ВТОРИЧНОЙ ИНСТИТУЦИОНАЛИЗАЦИИ ОТЕЧЕСТВЕННОЙ НАУКИ,Васильева Е.В.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33725423,"
Социология науки и технологий. 
2011. 
Т. 2. № 1.  С. 25-46.
"
ИСПОЛЬЗОВАНИЕ ПОКАЗАТЕЛЕЙ ПУБЛИКАЦИОННОЙ АКТИВНОСТИ УЧЕНЫХВ ПРАКТИКЕ УПРАВЛЕНИЯ НАУКОЙ (ОБЗОР ОБСУЖДАЕМЫХ ПРОБЛЕМ),Иванова Е.А.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33725355,"
Социология науки и технологий. 
2011. 
Т. 2. № 4.  С. 61-72.
"
НОВЫЕ ФОРМЫ ОРГАНИЗАЦИИ НАУКИ: РОЛЬ МОБИЛЬНОСТИ,"Душина С.А., Ащеулова Н.А.",Социология науки и технологий,https://elibrary.ru/contents.asp?id=33725539,"
Социология науки и технологий. 
2011. 
Т. 2. № 2.  С. 69-81.
"
ОНЛАЙНОВОЕ ПРОСТРАНСТВО НАУЧНЫХ КОММУНИКАЦИЙ,Богданова И.Ф.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33732295,"
Социология науки и технологий. 
2010. 
Т. 1. № 1.  С. 140-161.
"
"ПОНЯТИЕ ""НАУКА"" В ИСТОРИЧЕСКОЙ РЕТРОСПЕКТИВЕ",Гиндилис Н.Л.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33724830,"
Социология науки и технологий. 
2010. 
Т. 1. № 3.  С. 7-15.
"
ПРОФЕССИОНАЛЬНОЕ ПРОСТРАНСТВО ИНСТИТУЦИОНАЛЬНОЙ МОБИЛЬНОСТИ УЧЕНЫХ,Родный А.Н.,Социология науки и технологий,https://elibrary.ru/contents.asp?id=33724829,"
Социология науки и технологий. 
2010. 
Т. 1. № 2.  С. 76-87.
"
НАУЧНО-ОБРАЗОВАТЕЛЬНОЕ СООБЩЕСТВО ПСИХОЛОГОВ: ЭМИГРАЦИОННЫЕ НАМЕРЕНИЯ УЧЕНЫХ И СТУДЕНТОВ,"Агамова Н.С., Аллахвердян А.Г.",Социология науки и технологий,https://elibrary.ru/contents.asp?id=33724829,"
Социология науки и технологий. 
2010. 
Т. 1. № 2.  С. 88-97.
"
НАУЧНО-ТЕХНИЧЕСКОЕ СОТРУДНИЧЕСТВО РОССИИ И ЕС: БИБЛИОМЕТРИЧЕСКИЙ АНАЛИЗ,"Князева С.Ю., Слащева Н.А.",Форсайт,https://elibrary.ru/contents.asp?id=33663037,"
Форсайт. 
2008. 
Т. 2. № 1.  С. 30-41.
"
БИБЛИОМЕТРИЧЕСКИЕ ИНДИКАТОРЫ: ИССЛЕДОВАНИЯ В ОБЛАСТИ НАНОНАУКИ,Игами М.,Форсайт,https://elibrary.ru/contents.asp?id=33658489,"
Форсайт. 
2008. 
Т. 2. № 2.  С. 36-45.
"
НАУКА ГЛАЗАМИ РОССИЯН,Шувалова О.Р.,Форсайт,https://elibrary.ru/contents.asp?id=33658485,"
Форсайт. 
2007. 
Т. 1. № 1.  С. 38-43.
"
РОССИЙСКАЯ НАУКА: БИБЛИОМЕТРИЧЕСКИЕ ИНДИКАТОРЫ,"Гохберг Л.М., Сагиева Г.С.",Форсайт,https://elibrary.ru/contents.asp?id=33658485,"
Форсайт. 
2007. 
Т. 1. № 1.  С. 44-53.
"
"""ОБРАЗ"" НАУКИ: ВОСПРИЯТИЕ НАСЕЛЕНИЕМ РЕЗУЛЬТАТОВ НАУЧНОЙ ДЕЯТЕЛЬНОСТИ",Шувалова О.Р.,Форсайт,https://elibrary.ru/contents.asp?id=33658487,"
Форсайт. 
2007. 
Т. 1. № 2.  С. 50-59.
"
