Field1,Field2,Field3_text,Field3_links,Field4
ОСОБЕННОСТИ КОНТАКТНОГО ВЗАИМОДЕЙСТВИЯ ТРЕЛЕВОЧНОЙ СИСТЕМЫ С МЕРЗЛЫМ ПОЧВОГРУНТОМ,"Рудов С.Е., Шапиро В.Я., Григорьев И.В., Куницкая О.А., Григорьева О.И.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=36949906,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 1 (367).  С. 106-119.
"
"ИССЛЕДОВАНИЕ ФИЗИКО-МЕХАНИЧЕСКИХ И РЕНТГЕНОЗАЩИТНЫХ СВОЙСТВ ДЕРЕВОКОМПОЗИЦИОННОГО СЛОИСТОГО МАТЕРИАЛА ""ФАНОТРЕН Б""","Яцун И.В., Гороховский А.Г., Одинцева С.А.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=38239722,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 3 (369).  С. 110-120.
"
ОСОБЕННОСТИ ДЕФОРМИРОВАНИЯ СТРУКТУРЫ ФОРМОВАННЫХ ИЗДЕЛИЙ ИЗ ЦЕЛЛЮЛОЗНЫХ ВОЛОКОН,"Поташев А.В., Гурьев А.В., Филиппов И.Б., Мосеев В.Г.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=37320542,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 2 (368).  С. 119-129.
"
ВЕРОЯТНОСТНЫЙ АНАЛИЗ ВЗАИМОСВЯЗЕЙ ПОКАЗАТЕЛЕЙ РЕЖИМА РАБОТЫ ЛЕСОПИЛЬНЫХ РАМ,"Агеев С.П., Минаев А.Н., Рощина С.И.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=38239722,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 3 (369).  С. 121-131.
"
ПРИМЕНЕНИЕ СОВРЕМЕННЫХ МЕТОДОВ КОНСТРУИРОВАНИЯ ПРИ СОВЕРШЕНСТВОВАНИИ ЛЕСОПИЛЬНЫХ СТАНКОВ,"Прокофьев Г.Ф., Кабакова М.Ю., Цветкова Т.В.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=36949906,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 1 (367).  С. 128-140.
"
МОДИФИКАЦИЯ ФЕНОЛОФОРМАЛЬДЕГИДНЫХ СМОЛ ОТХОДАМИ ПРОИЗВОДСТВА АЛЮМИНИЯ И ЦЕЛЛЮЛОЗЫ,"Русаков Д.С., Варанкина Г.С., Чубинский А.Н.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=37320542,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 2 (368).  С. 130-140.
"
ПРОИЗВОДСТВО ПИЛОМАТЕРИАЛОВ ДЛЯ СТРОИТЕЛЬСТВА ИЗ КРУГЛЫХ ЛЕСОМАТЕРИАЛОВ С ЯДРОВОЙ ГНИЛЬЮ,"Торопов А.С., Бызов В.Е., Торопов С.А.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=38538949,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 4 (370).  С. 133-145.
"
ЗАКОНОМЕРНОСТИ ПРОЦЕССА ПЕРОКСИДНО-АЦЕТАТНОЙ ДЕЛИГНИФИКАЦИИ НЕДРЕВЕСНОГО ЦЕЛЛЮЛОЗОСОДЕРЖАЩЕГО СЫРЬЯ В ПРИСУТСТВИИ СЕРНОКИСЛОТНОГО КАТАЛИЗАТОРА,"Арсеньева Д.Ю., Казаков Я.В., Окулова Е.О., Лагунов А.Ю.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=38239722,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 3 (369).  С. 143-151.
"
ФОРМИРОВАНИЕ СТРУКТУРЫ ПЛИТ МАЛОЙ ПЛОТНОСТИ ИЗ ГИДРОДИНАМИЧЕСКИ АКТИВИРОВАННЫХ МЯГКИХ ОТХОДОВ ДЕРЕВООБРАБОТКИ,"Ермолин В.Н., Баяндин М.А., Казицин С.Н., Намятов А.В.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=41227604,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 5 (371).  С. 148-157.
"
МОДЕЛИРОВАНИЕ ТЕПЛОМАССОПЕРЕНОСА В ПИРОЛИЗНОЙ ЗОНЕ,"Сафина А.В., Тимербаев Н.Ф., Зиатдинова Д.Ф., Сафин Р.Г., Хабибуллина А.Р.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=36949906,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 1 (367).  С. 153-160.
"
МЕТОДИКА КОМПЬЮТЕРНОГО ЭКСПЕРИМЕНТА ПРИ ОПРЕДЕЛЕНИИ ГРУЗОПОДЪЕМНОСТИ И РАЗМЕРОВ ГРУЗОВОГО ОТСЕКА ЛЕСНОЙ ТРАНСПОРТНОЙ МАШИНЫ,"Шегельман И.Р., Будник П.В., Баклагин В.Н.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=41479905,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 6 (372).  С. 160-173.
"
ВЛИЯНИЕ ВОДОРАСТВОРИМЫХ ВЕЩЕСТВ НА РАСПРЕДЕЛЕНИЕ ВЛАЖНОСТИ В ЛИСТВЕННИЧНЫХ ПИЛОМАТЕРИАЛАХ ПЕРЕД СУШКОЙ,"Зарипов Ш.Г., Чижов А.П., Корниенко В.А., Семёнова Н.И.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=41479905,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 6 (372).  С. 185-193.
"
МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ ЭЛЕКТРОПОТРЕБЛЕНИЯ ПРОЦЕССА РАМНОЙ РАСПИЛОВКИ ДРЕВЕСИНЫ,Агеев С.П.,Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=41479905,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 6 (372).  С. 194-201.
"
ВЛИЯНИЕ ЛОЖНОГО ЯДРА БЕРЕЗЫ НА ОБЪЕМНЫЙ ВЫХОД ЛАМЕЛЕЙ ИЗ ЗАБОЛОННОЙ ЗОНЫ ДЛЯ КЛЕЕНОГО ЩИТА,"Рыкунин С.Н., Каптелкин А.А.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=41479905,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 6 (372).  С. 202-212.
"
ОСОБЕННОСТИ ОЦЕНКИ РАСЧЕТНОЙ РЕЙСОВОЙ НАГРУЗКИ НА АНТЕЦЕДЕНТНОЙ СТАДИИ ПРОЕКТИРОВАНИЯ БЕСЧОКЕРНОЙ ТРЕЛЕВОЧНОЙ СИСТЕМЫ НА ОСНОВЕ МАШИННОГО ЭКСПЕРИМЕНТА,"Шегельман И.Р., Будник П.В.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=38239722,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 3 (369).  С. 82-96.
"
ОБОСНОВАНИЕ ТЕХНОЛОГИЧЕСКОЙ СХЕМЫ ЛЕСОЗАГОТОВИТЕЛЬНЫХ РАБОТ ПУТЕМ СОЗДАНИЯ ДИНАМИЧЕСКОЙ МОДЕЛИ ФУНКЦИОНИРОВАНИЯ ПРЕДПРИЯТИЯ,"Рукомойников К.П., Мохирев А.П.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=38538949,"
Известия высших учебных заведений. Лесной журнал. 
2019. 
№ 4 (370).  С. 94-107.
"
"ФАКТОРЫ, ВЛИЯЮЩИЕ НА ПРОПУСКНУЮ СПОСОБНОСТЬ ЛЕСОВОЗНЫХ ДОРОГ","Мохирев А.П., Медведев С.О., Смолина О.Н.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=40824773,"
Лесотехнический журнал. 
2019. 
Т. 9. № 3 (35).  С. 103-113.
"
РАЗВИТИЕ ЦИРКУЛЯРНОЙ ЭКОНОМИКИ В РОССИИ: РЫНОК БИОТОПЛИВА,"Тамби А.А., Морковина С.С., Григорьев И.В., Григорьев В.И.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=41748516,"
Лесотехнический журнал. 
2019. 
Т. 9. № 4 (36).  С. 173-185.
"
ИСХОДНЫЕ ТЕХНОЛОГИЧЕСКИЕ ТРЕБОВАНИЯ СИСТЕМЫ ПОЗИЦИОНИРОВАНИЯ СУППОРТА ОБРЕЗНОГО СТАНКА ОТ ЛИНЕЙНОГО АСИНХРОННОГО ДВИГАТЕЛЯ,"Алексеев А.Е., Кришьянис М.В.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=36614420,"
Известия высших учебных заведений. Лесной журнал. 
2018. 
№ 6 (366).  С. 149-159.
"
ОБОСНОВАНИЕ МЕХАНИЗМА ВЗАИМОДЕЙСТВИЯ КОМПОНЕНТОВ ДРЕВЕСИНЫ С ВЛАГОЙ,"Врублевская В.И., Матусевич В.О., Кузнецова В.В.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=34476471,"
Известия высших учебных заведений. Лесной журнал. 
2017. 
№ 3 (357).  С. 152-163.
"
ОБОСНОВАНИЕ НЕОБХОДИМОСТИ ВНЕДРЕНИЯ ПРОЦЕССОВ ПРОМЫШЛЕННОГО ЛЕСОПИЛЕНИЯ В СТРУКТУРУ ЛЕСОЗАГОТОВИТЕЛЬНОЙ ОТРАСЛИ,"Тамби А.А., Григорьев И.В., Куницкая О.А.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=34547282,"
Известия высших учебных заведений. Лесной журнал. 
2017. 
№ 6 (360).  С. 76-88.
"
МЕТОДИКА ФОРМИРОВАНИЯ СИСТЕМЫ ЛЕСОЗАГОТОВИТЕЛЬНЫХ МАШИН,"Мамматов В.О., Мохирев А.П.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34473117,"
Лесотехнический журнал. 
2017. 
Т. 7. № 1 (25).  С. 111-117.
"
ОЦЕНКА ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ ЛЕСОЗАГОТОВИТЕЛЬНЫХ ПРЕДПРИЯТИЙ,"Мохирев А.П., Горяева Е.В., Медведев С.О.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34345961,"
Лесотехнический журнал. 
2016. 
Т. 6. № 4 (24).  С. 139-147.
"
ИССЛЕДОВАНИЯ ЗАВИСИМОСТИ ТРИБОТЕХНИЧЕСКИХ СВОЙСТВ СИЛЬНО НАГРУЖЕННЫХ ПОДШИПНИКОВ ИЗ МОДИФИЦИРОВАННОЙ ДРЕВЕСИНЫ,"Аксенов А.А., Малюков С.В.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34230110,"
Лесотехнический журнал. 
2016. 
Т. 6. № 1 (21).  С. 168-185.
"
МЕТОДИКА ВЫБОРА ЛЕСОЗАГОТОВИТЕЛЬНЫХ МАШИН ПОД ПРИРОДНО-КЛИМАТИЧЕСКИЕ УСЛОВИЯ,Мохирев А.П.,Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34345961,"
Лесотехнический журнал. 
2016. 
Т. 6. № 4 (24).  С. 208-215.
"
"СВОЙСТВА ДРЕВЕСИНЫ, УЧИТЫВАЕМЫЕ ПРИ ФОРМИРОВАНИИ ЗАЩИТНО-ДЕКОРАТИВНЫХ ПОКРЫТИЙ ДРЕВЕСИНЫ И ДРЕВЕСНЫХ МАТЕРИАЛОВ",Онегин В.И.,Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=34346016,"
Известия высших учебных заведений. Лесной журнал. 
2015. 
№ 6 (348).  С. 116-127.
"
ФИЗИКА ПРОЦЕССА ПОЛУЧЕНИЯ ДРЕВЕСИНЫ С ПРОЧНОСТЬЮ СТАЛИ,"Постников В.В., Камалова Н.С.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34075443,"
Лесотехнический журнал. 
2015. 
Т. 5. № 1 (17).  С. 160-177.
"
УСТРОЙСТВО ДЛЯ ПРОВЕДЕНИЯ ИСПЫТАНИЙ УЗЛОВ ТРЕНИЯ С ПОДШИПНИКАМИ ИЗ МОДИФИЦИРОВАННОЙ ДРЕВЕСИНЫ,"Аксенов А.А., Малюков С.В.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34215281,"
Лесотехнический журнал. 
2015. 
Т. 5. № 4 (20).  С. 188-201.
"
ОПТИМИЗАЦИЯ ПРОЦЕССА РАСКРЯЖЕВКИ ХЛЫСТОВ НА ЛЕСОПЕРЕВАЛОЧНЫХ БАЗАХ ЛЕСНЫХ ХОЛДИНГОВ ПРИ ВЫПИЛОВКЕ СЫРЬЯ ДЛЯ МАЧТОПРОПИТОЧНЫХ ЗАВОДОВ,"Куницкая О.А., Тихонов И.И., Куницкая Д.Е., Григорьев И.В., Земцовский А.Е.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=33962678,"
Известия высших учебных заведений. Лесной журнал. 
2014. 
№ 3 (339).  С. 86-93.
"
ОСОБЕННОСТИ МАТЕМАТИЧЕСКОГО МОДЕЛИРОВАНИЯ ДРЕВЕСНОГО ПОЛИМЕР-ПЕСЧАНОГО КОМПОЗИТА,"Стородубцева Т.Н., Аксомитный А.А.",Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34062937,"
Лесотехнический журнал. 
2014. 
Т. 4. № 4 (16).  С. 130-139.
"
"МЕТОДИКА ОПРЕДЕЛЕНИЯ УСИЛИЙ, ВОЗНИКАЮЩИХ В КАНАТАХ ТРЕХЛИНЕЙНОЙ АЭРОСТАТНО-КАНАТНОЙ ТРАНСПОРТНОЙ СИСТЕМЫ",Абузов А.В.,Лесотехнический журнал,https://elibrary.ru/contents.asp?id=34106808,"
Лесотехнический журнал. 
2014. 
Т. 4. № 3 (15).  С. 140-154.
"
ФОРМИРОВАНИЕ НИЗКОТОКСИЧНЫХ ДРЕВЕСНОСТРУЖЕЧНЫХ ПЛИТ С ИСПОЛЬЗОВАНИЕМ МОДИФИЦИРОВАННЫХ КЛЕЕВ,"Чубинский А.Н., Варанкина Г.С.",Известия высших учебных заведений. Лесной журнал,https://elibrary.ru/contents.asp?id=33926399,"
Известия высших учебных заведений. Лесной журнал. 
2013. 
№ 6 (336).  С. 67-72.
"
ФОРМИРОВАНИЕ МЕХАНИЧЕСКИХ ХАРАКТЕРИСТИК И МАКРОСТРУКТУРЫ КОМПОЗИТА В ЗАВИСИМОСТИ ОТ СИНЕРГЕТИЧЕСКИХ ЭФФЕКТОВ ВЗАИМОДЕЙСТВИЯ ЕГО КОМПОНЕНТОВ,Стородубцева Т.Н.,Лесотехнический журнал,https://elibrary.ru/contents.asp?id=33937411,"
Лесотехнический журнал. 
2013. 
№ 4 (12).  С. 134-138.
"
