Field1,Field2,Field3_text,Field3_links,Field4
ДУХОВНО-УЧЕБНЫЙ ПРОЕКТ СВЯТИТЕЛЯ ИННОКЕНТИЯ (БОРИСОВА) 1830-Х ГГ,Сухова Н.Ю.,Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 2: История. История Русской Православной Церкви,https://www.elibrary.ru/contents.asp?id=33726138,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 2: История. История Русской Православной Церкви. 
2011. 
№ 2 (39).  С. 18-34.
"
"""МЫ ЖИВЕМ НА ПОВОРОТЕ МИРОВОЙ ИСТОРИИ…"" ВОПРОСЫ ХРИСТИАНСКОГО МОДЕРНИЗМА В ПЕРЕПИСКЕ ""НЕОХРИСТИАН"" И ""НЕОКАТОЛИКА"" М. Э. ЗДЗЕХОВСКОГО",Воронцова И.В.,Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 2: История. История Русской Православной Церкви,https://www.elibrary.ru/contents.asp?id=33726138,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 2: История. История Русской Православной Церкви. 
2011. 
№ 2 (39).  С. 35-47.
"
ЦЕРКОВЬ В СТРУКТУРЕ ГРАЖДАНСКОГО ОБЩЕСТВА,Ситников А.В.,"Государство, религия, Церковь в России и за рубежом",https://www.elibrary.ru/contents.asp?id=33759780,"
Государство, религия, Церковь в России и за рубежом. 
2011. 
Т. 29. № 1.  С. 11-17.
"
ИСЛАМ: О ВОЙНЕ И МИРЕ,Баширов Л.А.,"Государство, религия, Церковь в России и за рубежом",https://www.elibrary.ru/contents.asp?id=33758356,"
Государство, религия, Церковь в России и за рубежом. 
2011. 
Т. 29. № 2.  С. 186-202.
"
МОНОТЕИЗМ И ПРОБЛЕМА ИЗОБРАЖЕНИЯ,Тульпе И.А.,"Государство, религия, Церковь в России и за рубежом",https://www.elibrary.ru/contents.asp?id=33759923,"
Государство, религия, Церковь в России и за рубежом. 
2011. 
Т. 29. № 3-4.  С. 31-39.
"
ПРОТ. А. И. НЕВОСТРУЕВ. СЛОВАРЬ РЕЧЕНИЙ ИЗ БОГОСЛУЖЕБНЫХ КНИГ,"Калужнина Н.В., Серегина Е.Е., Давыденкова М.Э., Стриевская О.Л.",Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология,https://www.elibrary.ru/contents.asp?id=33391592,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология. 
2010. 
№ 1 (19).  С. 29-84.
"
"К ВОПРОСУ О ЖАНРЕ ТРАКТАТА ""КЕФАЛАЙА"" В КОНТЕКСТЕ ИУДЕЙСКОЙ И РАННЕХРИСТИАНСКОЙ ЛИТЕРАТУРЫ",Смагина Е.Б.,Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология,https://www.elibrary.ru/contents.asp?id=33657961,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология. 
2010. 
№ 4 (22).  С. 54-76.
"
БУДДИЗМ В РОССИИ (РОССИЙСКИЕ БУДДОЛОГИ О БУДДИЗМЕ В РОССИИ),Сафронова Е.С.,"Государство, религия, Церковь в России и за рубежом",https://www.elibrary.ru/contents.asp?id=33594482,"
Государство, религия, Церковь в России и за рубежом. 
2010. 
Т. 28. № 1.  С. 140-165.
"
РОЛЬ СИНАГОГИ В ЖИЗНИ РОССИИ: ОСОБЕННОСТИ И ПЕРСПЕКТИВЫ,Ананьев Э.В.,"Государство, религия, Церковь в России и за рубежом",https://www.elibrary.ru/contents.asp?id=33594482,"
Государство, религия, Церковь в России и за рубежом. 
2010. 
Т. 28. № 1.  С. 172-182.
"
СЛОВАРЬ РЕЧЕНИЙ ИЗ БОГОСЛУЖЕБНЫХ КНИГ,Невоструев А.И.,Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология,https://www.elibrary.ru/contents.asp?id=33378892,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология. 
2008. 
№ 4 (14).  С. 71-113.
"
ПРОТ. А. И. НЕВОСТРУЕВ. СЛОВАРЬ РЕЧЕНИЙ ИЗ БОГОСЛУЖЕБНЫХ КНИГ,"Калужнина Н.В., Давыденкова М.Э., Стриевская О.Л., Серегина Е.Е.",Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология,https://www.elibrary.ru/contents.asp?id=33378887,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология. 
2007. 
№ 4 (10).  С. 171-193.
"
ЕГИПТЯНЕ И МЕРОИТЫ В IV В. Н. Э,Берзина С.Я.,Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология,https://www.elibrary.ru/contents.asp?id=33378888,"
Вестник Православного Свято-Тихоновского гуманитарного университета. Серия 3: Филология. 
2007. 
№ 1 (7).  С. 33-41.
"
"ВАХХАБИЗМ : ИСТОКИ, ОСОБЕННОСТИ ВЕРОУЧЕНИЯ",Баширов Л.А.,"Государство, религия, Церковь в России и за рубежом",https://www.elibrary.ru/contents.asp?id=33594494,"
Государство, религия, Церковь в России и за рубежом. 
2007. 
Т. 25. № 1-2.  С. 197-252.
"
