Field1,Field2,Field3_text,Field3_links,Field4
ИССЛЕДОВАНИЕ БЕРЕГОУКРЕПИТЕЛЬНЫХ СООРУЖЕНИЙ НА Р. КУМЕ В СТАВРОПОЛЬСКОМ КРАЕ,"Ткачев А.А., Слинько М.А.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=48023089,"
Мелиорация и гидротехника. 
2022. 
Т. 12. № 1.  С. 213-227.
"
РАСЧЕТЫ УСТАНОВИВШЕЙСЯ СВОБОДНОЙ ФИЛЬТРАЦИИ ИЗ НЕОБЛИЦОВАННЫХ КАНАЛОВ,Баев О.А.,Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=49317433,"
Мелиорация и гидротехника. 
2022. 
Т. 12. № 3.  С. 227-243.
"
КОНСТРУИРОВАНИЕ И РАСЧЕТ ТРАКТОВ ПРИГИДРОУЗЛОВЫХ РЫБОХОДНО-НЕРЕСТОВЫХ КАНАЛОВ,"Шкура В.Н., Шевченко А.В.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=49317433,"
Мелиорация и гидротехника. 
2022. 
Т. 12. № 3.  С. 244-263.
"
ОРГАНИЗАЦИОННО-ТЕХНИЧЕСКИЕ МЕРОПРИЯТИЯ ПО ОБЕСПЕЧЕНИЮ СЕЛЕЗАЩИТЫ,"Гетто О.Н., Белов В.А.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=49317433,"
Мелиорация и гидротехника. 
2022. 
Т. 12. № 3.  С. 264-276.
"
ТЕХНОЛОГИЯ УКЛАДКИ БЕНТОНИТОВЫХ МАТОВ НА КАНАЛЕ В СЛОЖНЫХ УСЛОВИЯХ ПРОИЗВОДСТВА РАБОТ,"Косиченко Ю.М., Баев О.А., Ищенко А.В.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=46466862,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 3.  С. 270-283.
"
"УЗЕЛ ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И УСТРОЙСТВ, ОБЕСПЕЧИВАЮЩИХ БЕСКОНТАКНУЮ ТЕХНОЛОГИЮ ВЫПУСКА, ОБЛОВА И ПЕРЕМЕЩЕНИЯ РЫБ, КУЛЬТИВИРУЕМЫХ В РЫБОВОДНЫХ КОМПЛЕКСАХ","Шкура В.Н., Шевченко А.В.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=46466862,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 3.  С. 284-298.
"
ВОПРОСЫ РЕКОНСТРУКЦИИ КРУПНЫХ КАНАЛОВ И ОЦЕНКА ИХ ЭФФЕКТИВНОСТИ,"Баев О.А., Косиченко М.Ю.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=47225519,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 4.  С. 287-301.
"
ТЕХНОЛОГИЯ РЕМОНТА БЕТОННЫХ ОБЛИЦОВОК КАНАЛОВ БИТУМНО-ПОЛИМЕРНОЙ МАСТИКОЙ,"Гарбуз А.Ю., Талалаева В.Ф.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=46466862,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 3.  С. 299-313.
"
РЕКОНСТРУКЦИЯ НОВОТРОИЦКОГО ВОДОХРАНИЛИЩА В СТАВРОПОЛЬСКОМ КРАЕ,"Ткачев А.А., Анохин А.М.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=47225519,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 4.  С. 302-315.
"
ОБОСНОВАНИЕ ГРУНТОАРМИРОВАННЫХ И ГРУНТОНАПОЛНЯЕМЫХ КОНСТРУКЦИЙ БЕРЕГОЗАЩИТНЫХ СООРУЖЕНИЙ ДЛЯ УСЛОВИЙ МАЛЫХ РЕК,Кашарин Д.В.,Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=47225519,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 4.  С. 316-331.
"
ОСУШИТЕЛЬНО-УВЛАЖНИТЕЛЬНЫЕ СИСТЕМЫ НА РАВНИННЫХ ТЕРРИТОРИЯХ С ПРИМЕНЕНИЕМ ФРОНТАЛЬНЫХ И ФРОНТАЛЬНО-КРУГОВЫХ ДОЖДЕВАЛЬНЫХ МАШИН,"Кожанов А.Л., Воеводин О.В.",Мелиорация и гидротехника,https://elibrary.ru/contents.asp?id=46466862,"
Мелиорация и гидротехника. 
2021. 
Т. 11. № 3.  С. 95-108.
"
"РЫБОУЛОВИТЕЛЬ ДЛЯ РЫБОВОДНЫХ ПРУДОВ, ФУНКЦИОНИРУЮЩИЙ В УСЛОВИЯХ ПОДТОПЛЕНИЯ КАМЕРЫ НАКОПЛЕНИЯ И ОБЛОВА РЫБ","Шкура В.Н., Шевченко А.В.",Экология и водное хозяйство,https://elibrary.ru/contents.asp?id=42477453,"
Экология и водное хозяйство. 
2020. 
№ 1 (4).  С. 89-104.
"
СОВРЕМЕННЫЕ ГИДРОДИНАМИЧЕСКИЕ МОДЕЛИ РУСЛОВЫХ ПРОЦЕССОВ,"Лепихин А.П., Тиунов А.А.","Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=39540890,"
Водное хозяйство России: проблемы, технологии, управление. 
2019. 
№ 4.  С. 114-143.
"
"РЕЗУЛЬТАТЫ КОМПЛЕКСНЫХ ИССЛЕДОВАНИЙ ВОДНОГО РЕЖИМА, РУСЛОВЫХ ПРОЦЕССОВ И ЭКОЛОГИЧЕСКОГО СОСТОЯНИЯ РЕКИ АРГУНЬ","Босов М.А., Заслоновский В.Н., Зыкова Е.Х., Казыкина С.М., Курганович К.А., Наделяева Н.Н., Соколов А.В., Солодухин А.А., Шаликовский А.В., Шаликовский Д.А.","Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=39540890,"
Водное хозяйство России: проблемы, технологии, управление. 
2019. 
№ 4.  С. 93-113.
"
МОДЕЛИРОВАНИЕ ПРОЦЕССА ПРОЕКТИРОВАНИЯ ЭЛЕМЕНТОВ ОСУШИТЕЛЬНОЙ ЧАСТИ МЕЛИОРАТИВНОЙ СИСТЕМЫ ДВОЙНОГО РЕГУЛИРОВАНИЯ ВОДНОГО РЕЖИМА,"Васильев С.М., Кожанов А.Л.",Экология и водное хозяйство,https://elibrary.ru/contents.asp?id=39555310,"
Экология и водное хозяйство. 
2019. 
№ 1 (1).  С. 113-128.
"
КОМПОНОВОЧНО-КОНСТРУКТИВНЫЕ РЕШЕНИЯ РАССРЕДОТОЧЕННЫХ СИСТЕМ ВОДНОГО ПИТАНИЯ РЫБОВОДНЫХ БАССЕЙНОВ,"Баев О.А., Гарбуз А.Ю.",Экология и водное хозяйство,https://elibrary.ru/contents.asp?id=39572647,"
Экология и водное хозяйство. 
2019. 
№ 2 (2).  С. 130-147.
"
ОБОСНОВАНИЕ И ОСНОВНЫЕ ПОЛОЖЕНИЯ СОЗДАНИЯ И ИСПОЛЬЗОВАНИЯ ПРИВОДОХРАНИЛИЩНЫХ РЫБОВОДНО-МЕЛИОРАТИВНЫХ КОМПЛЕКСОВ,"Шкура В.Н., Шевченко А.В.",Экология и водное хозяйство,https://elibrary.ru/contents.asp?id=41398500,"
Экология и водное хозяйство. 
2019. 
№ 3 (3).  С. 27-45.
"
УСОВЕРШЕНСТВОВАННАЯ КОНСТРУКЦИЯ СОПРЯГАЮЩЕГО СООРУЖЕНИЯ ДЛЯ КАНАЛОВ МЕЛИОРАТИВНОЙ СЕТИ ПРЕДГОРНОЙ И ГОРНОЙ ЗОН,"Васильев С.М., Тищенко А.И., Сенчуков Г.А., Гостищев В.Д.",Экология и водное хозяйство,https://elibrary.ru/contents.asp?id=39555310,"
Экология и водное хозяйство. 
2019. 
№ 1 (1).  С. 46-63.
"
ПРЕДЛОЖЕНИЯ ПО ПЕРЕХОДУ К ПОБАССЕЙНОВОЙ СИСТЕМЕ УПРАВЛЕНИЯ ВОДНЫМИ РЕСУРСАМИ,"Беляев С.Д., Мерзликина Ю.Б., Прохорова Н.Б.","Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=33991304,"
Водное хозяйство России: проблемы, технологии, управление. 
2014. 
№ 5.  С. 10-28.
"
ПРИМЕНЕНИЕ ПЛАНИРОВАНИЯ ЭКСПЕРИМЕНТА ДЛЯ ИЗУЧЕНИЯ ВОДОПРОНИЦАЕМОСТИ ЭКРАНА ИЗ ГЕОМЕМБРАНЫ,Баев О.А.,Природообустройство,https://elibrary.ru/contents.asp?id=34029444,"
Природообустройство. 
2014. 
№ 3.  С. 46-51.
"
ТОПОЛОГИЧЕСКОЕ МОДЕЛИРОВАНИЕ ПРИРОДНО-ТЕХНОГЕННЫХ СИСТЕМ,"Насонов А.Н., Сметанин В.И.",Природообустройство,https://elibrary.ru/contents.asp?id=33821247,"
Природообустройство. 
2013. 
№ 1.  С. 11-16.
"
"СОВРЕМЕННЫЕ МЕТОДЫ ЭМПИРИЧЕСКОГО ИЗУЧЕНИЯ ПРЕСНОВОДНОГО ЛЬДА, ЕГО РАЗЛИЧНЫХ СОСТОЯНИЙ В ВОДНЫХ ОБЪЕКТАХ СУШИ","Козлов Д.В., Фролова Н.Л., Агафонова С.А., Савельев К.Л.",Природообустройство,https://elibrary.ru/contents.asp?id=33857763,"
Природообустройство. 
2013. 
№ 4.  С. 41-46.
"
ИССЛЕДОВАНИЯ РАБОТЫ ВОДОПРИЕМНОГО СЛОЯ ДРЕНАЖНЫХ ТРУБ ИЗ ВОЛОКНИСТО-ПОРИСТЫХ ПОЛИМЕРНЫХ МАТЕРИАЛОВ,"Сметанин В.И., Хохлов В.И.",Природообустройство,https://elibrary.ru/contents.asp?id=33791768,"
Природообустройство. 
2012. 
№ 5.  С. 17-22.
"
ЭКСПЕРИМЕНТАЛЬНЫЕ ИССЛЕДОВАНИЯ ЦИЛИНДРИЧЕСКИХ ГАБИОНОВ ДЛЯ ОХРАНЫ И ЗАЩИТЫ ЗЕМЕЛЬ ОТ ВОДНОЙ ЭРОЗИИ,"Ламердонов З.Г., Дужак К.Н.",Природообустройство,https://elibrary.ru/contents.asp?id=33737548,"
Природообустройство. 
2012. 
№ 2.  С. 52-54.
"
ИНДИКАТОРЫ УСТОЙЧИВОГО РАЗВИТИЯ СИСТЕМЫ УПРАВЛЕНИЯ ВОДОПОЛЬЗОВАНИЕМ,"Мерзликина Ю.Б., Демлер Е.Г., Крутикова К.В., Поздина Е.А.","Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=33384073,"
Водное хозяйство России: проблемы, технологии, управление. 
2009. 
№ 1.  С. 15-30.
"
МЕТОДИЧЕСКИЕ ПОДХОДЫ К ЭКОЛОГИЧЕСКОМУ НОРМИРОВАНИЮ БЕЗВОЗВРАТНОГО ИЗЪЯТИЯ РЕЧНОГО СТОКА И УСТАНОВЛЕНИЮ ЭКОЛОГИЧЕСКОГО СТОКА (ПОПУСКА),"Дубинина В.Г., Косолапов А.Е., Скачедуб Е.А., Коронкевич Н.И., Чебанов М.С.","Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=33384401,"
Водное хозяйство России: проблемы, технологии, управление. 
2009. 
№ 3.  С. 26-60.
"
О МЕСТЕ ЦЕЛЕВЫХ ПОКАЗАТЕЛЕЙ КАЧЕСТВА ВОДЫ В СКИОВО,Беляев С.Д.,"Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=33384401,"
Водное хозяйство России: проблемы, технологии, управление. 
2009. 
№ 3.  С. 61-78.
"
ОТ ЛОКАЛЬНОГО МОНИТОРИНГА К РЕГУЛИРОВАНИЮ СБРОСА ЗАГРЯЗНЯЮЩИХ ВЕЩЕСТВ В ВОДНЫЕ ОБЪЕКТЫ,"Селезнева А.В., Селезнев В.А.","Водное хозяйство России: проблемы, технологии, управление",https://elibrary.ru/contents.asp?id=33275079,"
Водное хозяйство России: проблемы, технологии, управление. 
2008. 
№ 2.  С. 4-21.
"
