Field1,Field2,Field3_text,Field3_links,Field4
ПРЕДСТАВИТЕЛИ РУССКОГО КОСМИЗМА О ДИАЛЕКТИКЕ ДОБРА И ЗЛА,Суслов А.В.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33844325,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2013. 
№ 3.  С. 39-45.
"
ПРЕПОДАВАНИЕ ФИЛОСОФИИ В МОСКОВСКОЙ ДУХОВНОЙ АКАДЕМИИ XIX В,Цвык И.В.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33821268,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2013. 
№ 1.  С. 44-57.
"
"КАНТ, ХАЙДЕГГЕР И ПРОБЛЕМА МЕТАФИЗИКИ",Гиренок Ф.И.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33830809,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2013. 
№ 2.  С. 86-97.
"
ФИЛОСОФИЯ В КОНТЕКСТЕ КЛАССИЧЕСКОЙ АРАБО-МУСУЛЬМАНСКОЙ КУЛЬТУРЫ: К ВОПРОСУ ОБ ОСНОВНЫХ ПОНЯТИЯХ И КАТЕГОРИЯХ,Кирабаев Н.С.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33791793,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2012. 
№ 4.  С. 111-122.
"
ЭВОЛЮЦИЯ ПОНЯТИЯ КОММУНИКАЦИИ В СОЦИАЛЬНОЙ МЫСЛИ ХХ В,Назарчук А.В.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33726580,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2012. 
№ 1.  С. 48-54.
"
РУССКОЕ НЕОКАНТИАНСТВО: ИСТОРИЯ И ОСОБЕННОСТИ РАЗВИТИЯ,Белов В.Н.,Кантовский сборник,https://www.elibrary.ru/contents.asp?id=33731990,"
Кантовский сборник. 
2012. 
№ 1 (39).  С. 27-39.
"
ИСТОРИЯ ОДНОГО СПОРА: Ф. ДОСТОЕВСКИЙ И К. ЛЕОНТЬЕВ О СУЩНОСТИ ХРИСТИАНСТВА,Нижников С.А.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33660014,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2011. 
№ 2.  С. 6-15.
"
"ВЛАСТЬ И ДОБРОДЕТЕЛЬ В ""ГОСУДАРЕ"" МАКИАВЕЛЛИ",Белас Л.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33389714,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2010. 
№ 1.  С. 45-56.
"
"ИСТОРИЧЕСКИЕ ОСНОВАНИЯ И СМЫСЛОВЫЕ ГРАНИЦЫ ПОНЯТИЯ ""ПОСТЧЕЛОВЕК""",Моторина Л.Е.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33597685,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2010. 
№ 3.  С. 5-10.
"
ПОНЯТИЕ ВИРТУАЛЬНОСТИ В ФИЛОСОФИИ СРЕДНЕВЕКОВЬЯ,Соловов Д.Н.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33603067,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2010. 
№ 4.  С. 72-76.
"
ЭКОЛОГИЧЕСКАЯ КУЛЬТУРА КАК ВЫСШАЯ ФОРМА ГУМАНИЗМА,Гирусов Э.В.,Философия и общество,https://www.elibrary.ru/contents.asp?id=33385944,"
Философия и общество. 
2009. 
№ 4 (56).  С. 74-92.
"
АПРИОРНОСТЬ И АВТОХТОННЫЕ ИДЕИ КУЛЬТУРЫ,Конев В.А.,Кантовский сборник,https://www.elibrary.ru/contents.asp?id=33384466,"
Кантовский сборник. 
2009. 
№ 2 (30).  С. 101-112.
"
И. КАНТ И ПРОБЛЕМА ЦЕННОСТИ,Столович Л.Н.,Кантовский сборник,https://www.elibrary.ru/contents.asp?id=33384466,"
Кантовский сборник. 
2009. 
№ 2 (30).  С. 20-31.
"
КАНТОВСКАЯ КОНЦЕПЦИЯ ПРОСТРАНСТВА И ВРЕМЕНИ,Ойзерман Т.И.,Кантовский сборник,https://www.elibrary.ru/contents.asp?id=33337102,"
Кантовский сборник. 
2009. 
№ 1 (29).  С. 7-19.
"
ОТ ТЕХНОГЕННОЙ РАЦИОНАЛЬНОСТИ К РАЦИОНАЛЬНОСТИ СОЦИОПРИРОДНОГО РАЗВИТИЯ,Дергачева Е.А.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33196491,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2008. 
№ 1.  С. 12-16.
"
ФИЛОСОФСКИЕ И ИСТОРИЧЕСКИЕ ПРЕДПОСЫЛКИ АНТИЧНОГО СКЕПТИЦИЗМА,Гусев Д.А.,Вестник Российского университета дружбы народов. Серия: Философия,https://www.elibrary.ru/contents.asp?id=33205567,"
Вестник Российского университета дружбы народов. Серия: Философия. 
2008. 
№ 2.  С. 54-62.
"
ПРОБЛЕМНЫЙ ПОДХОД К ИССЛЕДОВАНИЮ ДРЕВНЕГРЕЧЕСКОЙ ФИЛОСОФИИ,"Вольф М.Н., Берестов И.В.",Schole. Философское антиковедение и классическая традиция,https://www.elibrary.ru/contents.asp?id=33378327,"
Schole. Философское антиковедение и классическая традиция. 
2007. 
Т. 1. № 2.  С. 203-246.
"
МЕНТАЛИТЕТ И ЕГО ФУНКЦИОНИРОВАНИЕ В ОБЩЕСТВЕ,Губанов Н.Н.,Философия и общество,https://www.elibrary.ru/contents.asp?id=33839527,"
Философия и общество. 
2006. 
№ 4 (45).  С. 125-141.
"
ОСНОВНОЕ ПРОТИВОРЕЧИЕ ТЕХНОСФЕРЫ,Попкова Н.В.,Философия и общество,https://www.elibrary.ru/contents.asp?id=33837035,"
Философия и общество. 
2005. 
№ 3 (40).  С. 121-136.
"
СОЦИАЛИЗАЦИЯ ЛИЧНОСТИ,Поликанова Е.П.,Философия и общество,https://www.elibrary.ru/contents.asp?id=33951069,"
Философия и общество. 
2003. 
№ 2 (31).  С. 84-106.
"
ТРАДИЦИЯ И НИЧТО,Кутырев В.А.,Философия и общество,https://www.elibrary.ru/contents.asp?id=34477027,"
Философия и общество. 
1998. 
№ 6.  С. 170-190.
"
ВСЕМИРНАЯ ИСТОРИЯ КАК ЕДИНЫЙ ПРОЦЕСС РАЗВИТИЯ ЧЕЛОВЕЧЕСТВА ВО ВРЕМЕНИ И ПРОСТРАНСТВЕ,Семенов Ю.И.,Философия и общество,https://www.elibrary.ru/contents.asp?id=34337168,"
Философия и общество. 
1997. 
№ 1.  С. 156-217.
"
