Field1,Field2,Field3_text,Field3_links,Field4
ПОВЫШЕНИЕ ПОМЕХОУСТОЙЧИВОСТИ ПЕРЕДАЧИ ДАННЫХ В ВЕДОМСТВЕННЫХ СИСТЕМАХ СВЯЗИ КОРОТКОВОЛНОВОГО ДИАПАЗОНА,"Шадрин Б.Г., Зачатейский Д.Е., Дворянчиков В.А.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34844154,"
Техника радиосвязи. 
2018. 
№ 1 (36).  С. 7-19.
"
ИССЛЕДОВАНИЕ ВЛИЯНИЯ СКОРОСТИ ПЕРЕДАЧИ И ЧАСТОТЫ ДИСКРЕТИЗАЦИИ ИМПУЛЬСНОЙ ХАРАКТЕРИСТИКИ НА ПОМЕХОУСТОЙЧИВОСТЬ КСШП-СИСТЕМЫ РАДИОСВЯЗИ,"Карболин В.А., Носов В.И.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=35287806,"
Вестник СибГУТИ. 
2018. 
№ 2 (42).  С. 71-83.
"
МОНИТОРИНГ РАДИОЭЛЕКТРОННОЙ ОБСТАНОВКИ В СИСТЕМЕ СВЯЗИ ВМФ,"Кулешов И.А., Солозобов С.А., Шевченко В.В.",Техника средств связи,https://www.elibrary.ru/contents.asp?id=48159787,"
Техника средств связи. 
2018. 
№ 4 (144).  С. 22-29.
"
МОДИФИКАЦИЯ СИГНАЛЬНОЙ КОНСТРУКЦИИ С ТРИДЦАТИ ДВУХ ПОЗИЦИОННОЙ КВАДРАТУРНОЙ АМПЛИТУДНОЙ МАНИПУЛЯЦИЕЙ,"Бобровский В.И., Латыпова С.С.",Техника средств связи,https://www.elibrary.ru/contents.asp?id=48159787,"
Техника средств связи. 
2018. 
№ 4 (144).  С. 36-47.
"
ПРОБЛЕМЫ БЕЗОПАСНОСТИ ПРОТОКОЛОВ МАРШРУТИЗАЦИИ В САМООРГАНИЗУЮЩИХСЯ СЕТЯХ БЕСПРОВОДНЫХ МОБИЛЬНЫХ УСТРОЙСТВ,"Никонов В.И., Никонова Г.С.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34831039,"
Техника радиосвязи. 
2017. 
№ 4 (35).  С. 23-34.
"
ИМИТАЦИОННОЕ МОДЕЛИРОВАНИЕ АЛГОРИТМА АДАПТАЦИИ НА ОСНОВЕ РЕКУРСИВНОГО МЕТОДА ПРОГНОЗА ОШИБКИ (RPEM) ДЛЯ СИСТЕМ ВВОДА ПРЕДЫСКАЖЕНИЙ,Кащенко И.Е.,Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34487853,"
Техника радиосвязи. 
2017. 
№ 2 (33).  С. 60-67.
"
ИССЛЕДОВАНИЕ ВЛИЯНИЯ АМПЛИТУДНО-ФАЗОВОЙ КОНВЕРСИИ НА ПОМЕХОУСТОЙЧИВОСТЬ ПРИЁМА СИГНАЛОВ С МОДУЛЯЦИЕЙ M-APSK,"Дегтярев С.С., Носов В.И.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=34520406,"
Вестник СибГУТИ. 
2017. 
№ 2 (38).  С. 3-16.
"
О ХАРАКТЕРИСТИКАХ ПОТОКА ЗАПРОСОВ НА ОБНОВЛЕНИЕ ИНФОРМАЦИИ О МЕСТОПОЛОЖЕНИИ ПОДВИЖНЫХ АБОНЕНТОВ,Козинец А.В.,Век качества,https://www.elibrary.ru/contents.asp?id=34398373,"
Век качества. 
2016. 
№ 4.  С. 91-102.
"
ЗАРОЖДЕНИЕ И РАЗВИТИЕ ВЕДОМСТВЕННОЙ РЕЗЕРВНОЙ СЕТИ КОРОТКОВОЛНОВОЙ РАДИОСВЯЗИ,Лазоренко В.С.,Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34231991,"
Техника радиосвязи. 
2016. 
№ 1 (28).  С. 18-25.
"
"ЗАРУБЕЖНЫЙ СПУТНИКОВЫЙ МОБИЛЬНЫЙ РАДИОСЕРВИС УРОВНЯ 3G, 4G В ПРИПОЛЯРНЫХ РАЙОНАХ АРКТИКИ","Челышев В.Д., Якимовец В.В.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34327759,"
Техника радиосвязи. 
2016. 
№ 3 (30).  С. 23-32.
"
ПРИМЕНЕНИЕ ТЕХНОЛОГИИ MIMO В СИСТЕМАХ КВ-РАДИОСВЯЗИ,"Шадрин Б.Г., Боганков Б.С., Зачатейский Д.Е.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34464516,"
Техника радиосвязи. 
2016. 
№ 4 (31).  С. 29-39.
"
СОВРЕМЕННЫЕ ПОДХОДЫ К МОДЕЛИРОВАНИЮ КАНАЛОВ РАДИОСВЯЗИ ДЕКАМЕТРОВОГО ДИАПАЗОНА,"Калинин Р.Н., Попов В.И.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34231991,"
Техника радиосвязи. 
2016. 
№ 1 (28).  С. 45-53.
"
ЭВОЛЮЦИЯ ВЫСОКОСКОРОСТНЫХ КВ-РАДИОМОДЕМОВ В XX ВЕКЕ,Романов Ю.В.,Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34231991,"
Техника радиосвязи. 
2016. 
№ 1 (28).  С. 72-88.
"
РЕЗУЛЬТАТЫ СРАВНИТЕЛЬНЫХ ИСПЫТАНИЙ И ЭКСПЕРТНОЙ ОЦЕНКИ СОВРЕМЕННЫХ СРЕДСТВ КОРОТКОВОЛНОВОЙ РАДИОСВЯЗИ,"Патронов Д.Ю., Плыгунов О.В., Сергеев Д.Д.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34231991,"
Техника радиосвязи. 
2016. 
№ 1 (28).  С. 9-17.
"
ОЦЕНКА ПОМЕХОУСТОЙЧИВОСТИ И ПРОПУСКНОЙ СПОСОБНОСТИ ТЕХНОЛОГИИ MIMO С УЧЕТОМ КОРРЕЛЯЦИИ СИГНАЛОВ В АНТЕННАХ,"Янцен А.С., Носов В.И.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=34263774,"
Вестник СибГУТИ. 
2016. 
№ 2 (34).  С. 63-77.
"
ИССЛЕДОВАНИЕ РАСПРЕДЕЛЕНИЯ ПРОДУКТОВ ЧЕТЫРЕХВОЛНОВОГО СМЕШИВАНИЯ В ВОСП С ЧРК,Варданян В.А.,Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=34263774,"
Вестник СибГУТИ. 
2016. 
№ 2 (34).  С. 78-84.
"
РАСЧЕТ ВРЕМЕНИ ПОИСКА ИНФОРМАЦИИ О МЕСТОПОЛОЖЕНИИ ПОДВИЖНОГО АБОНЕНТА В БАЗЕ ДАННЫХ,Козинец А.В.,Век качества,https://www.elibrary.ru/contents.asp?id=34421444,"
Век качества. 
2015. 
№ 3.  С. 85-100.
"
СИСТЕМА ВВОДА ПРЕДЫСКАЖЕНИЙ НА ОСНОВЕ КОРРЕКТИРУЮЩИХ ТАБЛИЦ,Кащенко И.Е.,Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=34076489,"
Техника радиосвязи. 
2015. 
№ 1 (24).  С. 78-85.
"
ИССЛЕДОВАНИЕ ПОМЕХОУСТОЙЧИВОСТИ ДИСКРЕТНЫХ ФИЛЬТРОВ С ЛАТЕРАЛЬНЫМИ СВЯЗЯМИ,"Бакалов В.П., Субботин Е.А.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=34221364,"
Вестник СибГУТИ. 
2015. 
№ 3 (31).  С. 89-95.
"
КАЧЕСТВЕННЫЕ ХАРАКТЕРИСТИКИ ЗВУКОВОГО ТРАКТА В СИСТЕМЕ DRM,Варламов О.В.,Век качества,https://www.elibrary.ru/contents.asp?id=33961224,"
Век качества. 
2014. 
№ 1.  С. 48-52.
"
ПРИМЕНЕНИЕ МЕТОДА КООРДИНАЦИОННЫХ КОЛЕЦ ПРИ ЧАСТОТНО-ТЕРРИТОРИАЛЬНОМ ПЛАНИРОВАНИИ СИСТЕМЫ СПУТНИКОВОЙ СВЯЗИ С ЗОНАЛЬНЫМ ОБСЛУЖИВАНИЕМ,"Гениатулин К.А., Носов В.И.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33948336,"
Вестник СибГУТИ. 
2014. 
№ 1 (25).  С. 35-48.
"
ИССЛЕДОВАНИЕ ВЛИЯНИЯ ШУМОВ ЛАТЕРАЛЬНЫХ СВЯЗЕЙ НА ПОМЕХОУСТОЙЧИВОСТЬ СИСТЕМ ОБРАБОТКИ ДИСКРЕТНЫХ СИГНАЛОВ,"Бакалов В.П., Субботин Е.А.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33966295,"
Вестник СибГУТИ. 
2014. 
№ 2 (26).  С. 42-49.
"
ТЕНЗОРНАЯ МОДЕЛЬ СЕТИ СВЯЗИ,"Лебедянцев В.В., Деревяшкин В.М.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33966295,"
Вестник СибГУТИ. 
2014. 
№ 2 (26).  С. 50-56.
"
АЛГОРИТМЫ ОЦЕНКИ ПРОСТРАНСТВЕННОГО СПЕКТРА В АДАПТИВНЫХ ЦИФРОВЫХ АНТЕННЫХ РЕШЁТКАХ,Петров В.П.,Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=34042808,"
Вестник СибГУТИ. 
2014. 
№ 4 (28).  С. 60-70.
"
ОБЗОР СПОСОБОВ ПОВЫШЕНИЯ ПРОИЗВОДИТЕЛЬНОСТИ РАДИОРЕЛЕЙНЫХ ЛИНИЙ СВЯЗИ,"Рогожников Е.В., Ворошилин Е.П., Колдамов А.С., Гельцер А.А.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33926737,"
Вестник СибГУТИ. 
2013. 
№ 4 (24).  С. 3-11.
"
ИССЛЕДОВАНИЕ МЕТОДОВ ЭКВАЛАЙЗИРОВАНИЯ ДЛЯ СИСТЕМ СВЯЗИ С ИСПОЛЬЗОВАНИЕМ OFDM-СИГНАЛОВ,"Абенов Р.Р., Вершинин А.С., Ворошилин Е.П., Рогожников Е.В.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33836286,"
Вестник СибГУТИ. 
2013. 
№ 1 (21).  С. 50-56.
"
КЛАССИФИКАЦИЯ МЕТОДОВ МАРШРУТИЗАЦИИ В МУЛЬТИСЕРВИСНЫХ СЕТЯХ СВЯЗИ,Новиков С.Н.,Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33836286,"
Вестник СибГУТИ. 
2013. 
№ 1 (21).  С. 57-67.
"
ИССЛЕДОВАНИЕ ПРОСТРАНСТВЕННО-ВРЕМЕННО́Й КОРРЕЛЯЦИОННОЙ МОДЕЛИ ДЛЯ РАДИОСИСТЕМ С РАЗНОСОМ ПЕРЕДАЧИ,"Тимощук Р.С., Носов В.И.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33922618,"
Вестник СибГУТИ. 
2012. 
№ 4 (20).  С. 31-49.
"
ИСПОЛЬЗОВАНИЕ ПРИНЦИПА ЛАТЕРАЛЬНЫХ СВЯЗЕЙ ДЛЯ ОБРАБОТКИ ДИСКРЕТНЫХ СИГНАЛОВ,"Бакалов В.П., Черных Ю.С.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33736471,"
Вестник СибГУТИ. 
2012. 
№ 1 (17).  С. 41-48.
"
АНАЛИЗ СТРУКТУРНОЙ НАДЁЖНОСТИ ТРАНСПОРТНОЙ СЕТИ,"Егунов М.М., Шувалов В.П.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33736471,"
Вестник СибГУТИ. 
2012. 
№ 1 (17).  С. 54-60.
"
ЭКСПЕРИМЕНТАЛЬНАЯ ПРОВЕРКА МЕТОДА РЕФЛЕКТОМЕТРИИ ЧАСТОТНОЙ ОБЛАСТИ С ШИРОКОПОЛОСНЫМ ЗОНДИРУЮЩИМ СИГНАЛОМ,"Ситнов Н.Ю., Горлов Н.И., Богачков И.В.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33791038,"
Вестник СибГУТИ. 
2012. 
№ 3 (19).  С. 56-80.
"
О ПОТЕНЦИАЛЬНОЙ СКОРОСТИ ПЕРЕДАЧИ ИНФОРМАЦИИ В ИНФОКОММУНИКАЦИОННЫХ СЕТЯХ С ЛАТЕРАЛЬНЫМИ СВЯЗЯМИ,"Бакалов В.П., Черных Ю.С.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33757695,"
Вестник СибГУТИ. 
2012. 
№ 2 (18).  С. 62-70.
"
СПЕКТРАЛЬНЫЕ СПОСОБЫ ОЦЕНКИ НАПРАВЛЕНИЯ ИСТОЧНИКОВ СИГНАЛОВ В АДАПТИВНЫХ АНТЕННЫХ РЕШЁТКАХ,"Петров В.П., Шауэрман А.К.К.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33699968,"
Вестник СибГУТИ. 
2011. 
№ 2 (14).  С. 53-62.
"
ОЦЕНКА ПАРАМЕТРОВ КОРОТКОИМПУЛЬСНОЙ СВЕРХШИРОКОПОЛОСНОЙ СИСТЕМЫ СВЯЗИ,"Калинин В.О., Носов В.И.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33699973,"
Вестник СибГУТИ. 
2011. 
№ 3 (15).  С. 73-85.
"
ОПТИМАЛЬНОЕ ПОСТРОЕНИЕ НАЗЕМНОЙ СЕТИ ЦИФРОВОГО ТЕЛЕВИЗИОННОГО ВЕЩАНИЯ,"Носов В.И., Сартаков К.В.",Вестник СибГУТИ,https://www.elibrary.ru/contents.asp?id=33540620,"
Вестник СибГУТИ. 
2009. 
№ 2 (6).  С. 46-54.
"
АДАПТИВНАЯ РАДИОСВЯЗЬ В ДКМ ДИАПАЗОНЕ ЧАСТОТ. СОВРЕМЕННОЕ СОСТОЯНИЕ И ТЕНДЕНЦИИ РАЗВИТИЯ,"Лузан Ю.С., Хмырова Н.П.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=33495253,"
Техника радиосвязи. 
2008. 
№ 13.  С. 3-24.
"
СИСТЕМА ДУПЛЕКСНОЙ ТЕЛЕФОННОЙ РАДИОСВЯЗИ ДЕКАМЕТРОВОГО ДИАПАЗОНА С ВРЕМЕННЫМ РАЗДЕЛЕНИЕМ КАНАЛОВ ПРИЕМА И ПЕРЕДАЧИ,Юрьев А.Н.,Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=33495253,"
Техника радиосвязи. 
2008. 
№ 13.  С. 33-44.
"
СПОСОБ ОБРАБОТКИ СИГНАЛОВ НАКЛОННОГО ЛЧМ ЗОНДИРОВАНИЯ ИОНОСФЕРЫ,"Патронова Е.С., Свешников Ю.К., Сизиков В.Д., Богданов Г.В.",Техника радиосвязи,https://www.elibrary.ru/contents.asp?id=33495252,"
Техника радиосвязи. 
2007. 
№ 12.  С. 35-49.
"
