Field1,Field2,Field3_text,Field3_links,Field4
ВОПРОСЫ ОБЕСПЕЧЕНИЯ ДОВЕРЕННОЙ ЗАГРУЗКИ В ФИЗИЧЕСКИХ И ВИРТУАЛЬНЫХ СРЕДАХ,"Авезова Я.Э., Фадин А.А.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=34216188,"
Вопросы кибербезопасности. 
2016. 
№ 1 (14).  С. 24-30.
"
МОДЕЛИРОВАНИЕ ДИНАМИКИ ИНФОРМАЦИОННО-ПСИХОЛОГИЧЕСКИХ ВОЗДЕЙСТВИЙ НА МАССОВОЕ СОЗНАНИЕ,"Минаев В.А., Дворянкин С.В.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=34339656,"
Вопросы кибербезопасности. 
2016. 
№ 5 (18).  С. 56-64.
"
ОБОСНОВАНИЕ ОРГАНИЗАЦИОННО-ШТАТНЫХ СТРУКТУР СПАСАТЕЛЬНЫХ ВОИНСКИХ ФОРМИРОВАНИЙ МЧС РОССИИ,"Седнев В.А., Аляев П.А.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=34231421,"
Технологии техносферной безопасности. 
2015. 
№ 4 (62).  С. 208-214.
"
КИБЕРУЧЕНИЯ: МЕТОДИЧЕСКИЕ РЕКОМЕНДАЦИИ ENISA,"Петренко А.А., Петренко С.А.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=34085328,"
Вопросы кибербезопасности. 
2015. 
№ 3 (11).  С. 2-14.
"
"ВОЗМОЖНЫЙ ПОДХОД К ОЦЕНКЕ УЩЕРБА ОТ РЕАЛИЗАЦИИ УГРОЗ БЕЗОПАСНОСТИ ИНФОРМАЦИИ, ОБРАБАТЫВАЕМОЙ В ГОСУДАРСТВЕННЫХ ИНФОРМАЦИОННЫХ СИСТЕМАХ","Нестеровский И.П., Язов Ю.К.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=34064917,"
Вопросы кибербезопасности. 
2015. 
№ 2 (10).  С. 20-25.
"
ЛЕГКОВЕСНАЯ КРИПТОГРАФИЯ. ЧАСТЬ 1,Жуков А.Е.,Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=34063163,"
Вопросы кибербезопасности. 
2015. 
№ 1 (9).  С. 26-43.
"
КОМПЬЮТЕРНОЕ МОДЕЛИРОВАНИЕ ПРОЦЕССОВ РАЗВИТИЯ И ТУШЕНИЯ ПОЖАРОВ В ЗДАНИЯХ,"Тараканов Д.В., Варламов Е.С., Илеменов М.В.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=34057883,"
Технологии техносферной безопасности. 
2014. 
№ 5 (57).  С. 15.
"
РУКОВОДЯЩИЕ УКАЗАНИЯ ПО КИБЕРБЕЗОПАСНОСТИ В КОНТЕКСТЕ ISO 27032,"Марков А.С., Цирлов В.Л.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=33947372,"
Вопросы кибербезопасности. 
2014. 
№ 1 (2).  С. 28-35.
"
"КИБЕРБЕЗОПАСНОСТЬ: УГРОЗЫ, ВЫЗОВЫ, РЕШЕНИЯ","Згоба А.И., Маркелов Д.В., Смирнов П.И.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=34047783,"
Вопросы кибербезопасности. 
2014. 
№ 5 (8).  С. 30-38.
"
О ПРИЗНАКАХ ПОТЕНЦИАЛЬНО ОПАСНЫХ СОБЫТИЙ В ИНФОРМАЦИОННЫХ СИСТЕМАХ,"Жидков И.В., Кадушкин И.В.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=33947372,"
Вопросы кибербезопасности. 
2014. 
№ 1 (2).  С. 40-48.
"
МЕНЕДЖМЕНТ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ: ОСНОВНЫЕ КОНЦЕПЦИИ,"Дорофеев А.В., Марков А.С.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=33947372,"
Вопросы кибербезопасности. 
2014. 
№ 1 (2).  С. 67-73.
"
АНАЛИТИЧЕСКИЙ ОБЗОР СТАТИСТИКИ ПО ОПАСНЫМ СОБЫТИЯМ НА ОБЪЕКТАХ НЕФТЕПЕРЕРАБАТЫВАЮЩЕЙ И НЕФТЕХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ,"Лебедева М.И., Богданов А.В., Колесников Ю.Ю.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33958021,"
Технологии техносферной безопасности. 
2013. 
№ 4 (50).  С. 9.
"
КИБЕРБЕЗОПАСНОСТЬ АВТОМАТИЗИРОВАННЫХ СИСТЕМ УПРАВЛЕНИЯ ВОЕННОГО НАЗНАЧЕНИЯ,"Зубарев И.В., Жидков И.В., Кадушкин И.В.",Вопросы кибербезопасности,https://www.elibrary.ru/contents.asp?id=33944205,"
Вопросы кибербезопасности. 
2013. 
№ 1 (1).  С. 10-16.
"
К ВОПРОСУ О ТЕХНОСФЕРНОЙ БЕЗОПАСНОСТИ,"Белозеров В.В., Гаврилей В.М., Прус Ю.В.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33661233,"
Технологии техносферной безопасности. 
2010. 
№ 3 (31).  С. 11.
"
ИНФОРМАЦИОННО-КОМПЬЮТЕРНЫЕ ТЕХНОЛОГИИ В РЕАЛИЗАЦИИ ТЕХНИЧЕСКОГО РЕГЛАМЕНТА О ТРЕБОВАНИЯХ ПОЖАРНОЙ БЕЗОПАСНОСТИ,"Белозеров В.В., Прус Ю.В., Топольский Н.Г.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33657968,"
Технологии техносферной безопасности. 
2010. 
№ 2 (30).  С. 13.
"
О ПРИМЕНЕНИИ ЗАКОНА БОЛЬШИХ ЧИСЕЛ ПРИ СТАТИСТИЧЕСКОМ АНАЛИЗЕ ПОЖАРОВ,Белозеров В.В.,Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33657968,"
Технологии техносферной безопасности. 
2010. 
№ 2 (30).  С. 8.
"
"ЭКСПЕРИМЕНТАЛЬНЫЕ МЕТОДЫ ОЦЕНКИ КАЧЕСТВА, НАДЁЖНОСТИ И БЕЗОПАСНОСТИ ЭЛЕКТРОПРИБОРОВ",Белозеров В.В.,Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33588447,"
Технологии техносферной безопасности. 
2009. 
№ 5 (27).  С. 9.
"
ПРИМЕНЕНИЕ СИСТЕМ ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЙ РУКОВОДИТЕЛЯМИ ОПЕРАТИВНЫХ ПОДРАЗДЕЛЕНИЙ ПРИ ТУШЕНИИ ПОЖАРОВ В КРУПНЫХ ГОРОДАХ,"Тетерин И.М., Топольский Н.Г., Климовцов В.М., Прус Ю.В.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33588369,"
Технологии техносферной безопасности. 
2008. 
№ 4 (20).  С. 7.
"
АДАПТИВНАЯ СИСТЕМА ПОЖАРНОЙ БЕЗОПАСНОСТИ,"Белозеров В.В., Богуславский Е.И., Тетерин И.М.",Технологии техносферной безопасности,https://www.elibrary.ru/contents.asp?id=33975742,"
Технологии техносферной безопасности. 
2007. 
№ 1 (11).  С. 6.
"
