Field1,Field2,Field3_text,Field3_links,Field4
КОМПЬЮТЕРНАЯ И ИНТЕРНЕТ-ЗАВИСИМОСТЬ: АНАЛИЗ И СИСТЕМАТИЗАЦИЯ ПОДХОДОВ К ПРОБЛЕМЕ,Зарецкая О.В.,Психолого-педагогические исследования,https://elibrary.ru/contents.asp?id=34531702,"
Психолого-педагогические исследования. 
2017. 
Т. 9. № 2.  С. 145-165.
"
"ОПЫТ АПРОБАЦИИ И ЦЕЛЕВЫЕ ОРИЕНТИРЫ ВНЕДРЕНИЯ ПРОФЕССИОНАЛЬНОГО СТАНДАРТА ""ПЕДАГОГ-ПСИХОЛОГ (ПСИХОЛОГ В СФЕРЕ ОБРАЗОВАНИЯ)"" В СВЕРДЛОВСКОЙ ОБЛАСТИ","Васягина Н.Н., Минюрова С.А., Пестова Н.В.",Психолого-педагогические исследования,https://elibrary.ru/contents.asp?id=34542629,"
Психолого-педагогические исследования. 
2017. 
Т. 9. № 3.  С. 48-60.
"
ПСИХОЛОГИЧЕСКИЕ ОСОБЕННОСТИ КИБЕРБУЛЛИНГА КАК ФОРМЫ ИНТЕРНЕТ-ПРЕСТУПЛЕНИЯ,"Макарова Е.А., Макарова Е.Л., Махрина Е.А.",Российский психологический журнал,https://elibrary.ru/contents.asp?id=34338458,"
Российский психологический журнал. 
2016. 
Т. 13. № 3.  С. 293-311.
"
"САМОРЕГУЛЯЦИЯ, РЕСУРСЫ И ЛИЧНОСТНЫЙ ПОТЕНЦИАЛ",Леонтьев Д.А.,Сибирский психологический журнал,https://elibrary.ru/contents.asp?id=34345997,"
Сибирский психологический журнал. 
2016. 
№ 62.  С. 18-37.
"
ДЕТСТВО В МЕНЯЮЩЕМСЯ МИРЕ,Поливанова К.Н.,Современная зарубежная психология,https://elibrary.ru/contents.asp?id=34258908,"
Современная зарубежная психология. 
2016. 
Т. 5. № 2.  С. 5-10.
"
ДИНАМИКА УЧЕБНОЙ МОТИВАЦИИ ДЕТЕЙ МЛАДШЕГО ШКОЛЬНОГО ВОЗРАСТА,Архиреева Т.В.,Культурно-историческая психология,https://elibrary.ru/contents.asp?id=34078626,"
Культурно-историческая психология. 
2015. 
Т. 11. № 2.  С. 38-47.
"
СИСТЕМНАЯ АНТРОПОЛОГИЧЕСКАЯ ПСИХОЛОГИЯ: ПОНЯТИЙНЫЙ АППАРАТ,"Клочко В.Е., Галажинский Э.В., Краснорядцева О.М., Лукьянов О.В.",Сибирский психологический журнал,https://elibrary.ru/contents.asp?id=34078485,"
Сибирский психологический журнал. 
2015. 
№ 56.  С. 9-20.
"
СОВРЕМЕННЫЕ ЗАРУБЕЖНЫЕ ИССЛЕДОВАНИЯ КРЕАТИВНОСТИ: СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКИЙ АСПЕКТ,Мешкова Н.В.,Социальная психология и общество,https://elibrary.ru/contents.asp?id=34080109,"
Социальная психология и общество. 
2015. 
Т. 6. № 2.  С. 8-21.
"
ПСИХОЛОГИЧЕСКИЕ МОДЕЛИ ЦИФРОВОЙ КОМПЕТЕНТНОСТИ РОССИЙСКИХ ПОДРОСТКОВ И РОДИТЕЛЕЙ,"Солдатова Г.У., Рассказова Е.И.",Национальный психологический журнал,https://elibrary.ru/contents.asp?id=34065016,"
Национальный психологический журнал. 
2014. 
№ 2 (14).  С. 25-31.
"
"БЕЗОПАСНОСТЬ ПОДРОСТКОВ В ИНТЕРНЕТЕ:РИСКИ, СОВЛАДАНИЕ И РОДИТЕЛЬСКАЯ МЕДИАЦИЯ","Солдатова Г.У., Рассказова Е.И.",Национальный психологический журнал,https://elibrary.ru/contents.asp?id=34065046,"
Национальный психологический журнал. 
2014. 
№ 3 (15).  С. 36-48.
"
КАТЕГОРИЯ И СТРУКТУРА ПРОФЕССИОНАЛЬНЫХ ДЕФОРМАЦИЙ,Полякова О.Б.,Национальный психологический журнал,https://elibrary.ru/contents.asp?id=34065015,"
Национальный психологический журнал. 
2014. 
№ 1 (13).  С. 55-62.
"
ПРИВЯЗАННОСТЬ К МЕСТУ И ЧУВСТВО МЕСТА: МОДЕЛИ И ФЕНОМЕНЫ,Резниченко С.И.,Социальная психология и общество,https://elibrary.ru/contents.asp?id=34019007,"
Социальная психология и общество. 
2014. 
Т. 5. № 3.  С. 15-27.
"
БУЛЛИНГ В СТЕНАХ ШКОЛЫ: ВЛИЯНИЕ СОЦИОКУЛЬТУРНОГО КОНТЕКСТА (ПО МАТЕРИАЛАМ КРОССКУЛЬТУРНОГО ИССЛЕДОВАНИЯ),"Собкин В.С., Смыслова М.М.",Социальная психология и общество,https://elibrary.ru/contents.asp?id=33969897,"
Социальная психология и общество. 
2014. 
Т. 5. № 2.  С. 71-86.
"
ЭКОПСИХОЛОГИЧЕСКИЕ ВЗАИМОДЕЙСТВИЯ: ВИДЫ И ТИПОЛОГИЯ,Панов В.И.,Социальная психология и общество,https://elibrary.ru/contents.asp?id=33846236,"
Социальная психология и общество. 
2013. 
№ 3.  С. 13-27.
"
МИГРАЦИОННЫЕ УСТАНОВКИ КАК ПРЕДМЕТ СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ,Кузнецова С.А.,Социальная психология и общество,https://elibrary.ru/contents.asp?id=33935302,"
Социальная психология и общество. 
2013. 
№ 4.  С. 34-45.
"
ПСИХОЛОГИЧЕСКИЕ ПОСЛЕДСТВИЯ РАЗВИТИЯ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ 1,"Емелин В.А., Рассказова Е.И., Тхостов А.Ш.",Национальный психологический журнал,https://elibrary.ru/contents.asp?id=33729260,"
Национальный психологический журнал. 
2012. 
№ 1 (7).  С. 81-87.
"
ПРОБЛЕМА ПРОФЕССИОНАЛЬНОГО СТАНОВЛЕНИЯ ЛИЧНОСТИ,"Пряжникова Е.Ю., Егоренко Т.А.",Современная зарубежная психология,https://elibrary.ru/contents.asp?id=33747072,"
Современная зарубежная психология. 
2012. 
Т. 1. № 2.  С. 111-122.
"
"МОЖЕТ ЛИ КУЛЬТУРНОИСТОРИЧЕСКАЯ КОНЦЕПЦИЯ Л. С. ВЫГОТСКОГО ПОМОЧЬ НАМ ЛУЧШЕ ПОНЯТЬ, ЧТО МЫ ДЕЛАЕМ КАК ПСИХОТЕРАПЕВТЫ?","Холмогорова А.Б., Зарецкий В.К.",Культурно-историческая психология,https://elibrary.ru/contents.asp?id=33657323,"
Культурно-историческая психология. 
2011. 
№ 1.  С. 108-118.
"
СМЫСЛООБРАЗОВАНИЕ КАК ФАКТОР ИНИЦИАЦИИ ЦЕННОСТНО-СМЫСЛОВЫХ УСТАНОВОК В ПРОЦЕССЕ ФОРМИРОВАНИЯ АНТИЭКСТРЕМИСТСКОЙ ИДЕОЛОГИИ,"Абакумова И.В., Кагермазова Л.Ц.",Российский психологический журнал,https://elibrary.ru/contents.asp?id=33728092,"
Российский психологический журнал. 
2011. 
Т. 8. № 3.  С. 11-20.
"
ПРОЕКТИРОВАНИЕ УНИВЕРСАЛЬНЫХ УЧЕБНЫХ ДЕЙСТВИЙ В СТАРШЕЙ ШКОЛЕ,"Асмолов А.Г., Бурменская Г.В., Володарская И.А., Карабанова О.А., Молчанов С.В., Салмина Н.Г.",Национальный психологический журнал,https://elibrary.ru/contents.asp?id=33699451,"
Национальный психологический журнал. 
2011. 
№ 1 (5).  С. 104-110.
"
"""ЗНАЧИМЫЙ ДРУГОЙ"": СЛАГАЕМЫЕ МЕЖЛИЧНОСТНОЙ ЗНАЧИМОСТИ",Кондратьев М.Ю.,Социальная психология и общество,https://elibrary.ru/contents.asp?id=33698527,"
Социальная психология и общество. 
2011. 
№ 2.  С. 17-28.
"
"ТЕХНОЛОГИИ ВИРТУАЛЬНОЙ РЕАЛЬНОСТИ: МЕТОДОЛОГИЧЕСКИЕ АСПЕКТЫ, ДОСТИЖЕНИЯ И ПЕРСПЕКТИВЫ","Зинченко Ю.П., Меньшикова Г.Я., Баяковский Ю.М., Черноризов А.М., Войскунский А.Е.",Национальный психологический журнал,https://elibrary.ru/contents.asp?id=33665735,"
Национальный психологический журнал. 
2010. 
№ 1 (3).  С. 54-62.
"
ИЗМЕНЯЮЩИЙСЯ РЕБЕНОК В ИЗМЕНЯЮЩЕМСЯ МИРЕ: ПСИХОЛОГО ПЕДАГОГИЧЕСКИЕ ПРОБЛЕМЫ НОВОЙ ШКОЛЫ,Фельдштейн Д.И.,Национальный психологический журнал,https://elibrary.ru/contents.asp?id=33658245,"
Национальный психологический журнал. 
2010. 
№ 2 (4).  С. 6-11.
"
ФЕНОМЕНОЛОГИЯ НЕАДАПТИВНОЙ АКТИВНОСТИ В КУЛЬТУРНО-ИСТОРИЧЕСКОЙ ПАРАДИГМЕ,"Асмолов А.Г., Гусельцева М.С.",Культурно-историческая психология,https://elibrary.ru/contents.asp?id=33277155,"
Культурно-историческая психология. 
2008. 
№ 1.  С. 37-47.
"
ТЕХНОЛОГИИ НАПРАВЛЕННОЙ ТРАНСЛЯЦИИ СМЫСЛОВ В ОБУЧЕНИИ,"Абакумова И.В., Кагермазова Л.Ц.",Российский психологический журнал,https://elibrary.ru/contents.asp?id=33659130,"
Российский психологический журнал. 
2008. 
Т. 5. № 4.  С. 56-64.
"
ПОРОЖДЕНИЕ И МЕТАМОРФОЗЫ СМЫСЛА: ОТ МЕТАФОРЫ К МЕТАФОРМЕ,Зинченко В.П.,Культурно-историческая психология,https://elibrary.ru/contents.asp?id=33281117,"
Культурно-историческая психология. 
2007. 
№ 3.  С. 17-30.
"
ПСИХОЛОГИЧЕСКИЕ АСПЕКТЫ ВЛИЯНИЯ ИСКУССТВА НА ЧЕЛОВЕКА,Зинченко В.П.,Культурно-историческая психология,https://elibrary.ru/contents.asp?id=33334535,"
Культурно-историческая психология. 
2006. 
№ 4.  С. 3-21.
"
