Field1,Field2,Field3_text,Field3_links,Field4
ОТ ПОЛИТИКИ УБЕЖДЕНИЯ К ДИПЛОМАТИИ: УРОКИ МЕЖДУНАРОДНОЙ КАМПАНИИ ПО ЗАПРЕЩЕНИЮ ЯДЕРНОГО ОРУЖИЯ,Михайленко Е.,Международные процессы,https://www.elibrary.ru/contents.asp?id=49390432,"
Международные процессы. 
2022. 
Т. 20. № 1 (68).  С. 55-79.
"
"ЦЕНТР-РЕГИОНАЛЬНЫЕ ОТНОШЕНИЯ В ИТАЛИИ В СВЕТЕ КАТЕГОРИАЛЬНОЙ РЕФЛЕКСИИ, ИСТОРИЧЕСКОГО ОПЫТА И ИСПЫТАНИЯ ПАНДЕМИЕЙ COVID-19","Гаман-Голутвина O., Дудаева М.",Международные процессы,https://www.elibrary.ru/contents.asp?id=49390432,"
Международные процессы. 
2022. 
Т. 20. № 1 (68).  С. 6-37.
"
СКОРОСТЬ ЗАКОНОДАТЕЛЬНОГО ПРОЦЕССА В ЕВРОПЕЙСКОМ СОЮЗЕ,"Кавешников Н., Доманов А.",Международные процессы,https://www.elibrary.ru/contents.asp?id=49390432,"
Международные процессы. 
2022. 
Т. 20. № 1 (68).  С. 80-108.
"
МОДЕЛИ ВЗАИМОДЕЙСТВИЯ АЗЕРБАЙДЖАНА С ЕВРОПЕЙСКИМИ СТРАНАМИ НАТО В ВОЕННОЙ СФЕРЕ,Ниязов Н.,Международные процессы,https://www.elibrary.ru/contents.asp?id=49794133,"
Международные процессы. 
2022. 
Т. 20. № 2 (69).  С. 99-116.
"
"ИНДИЙСКО-КИТАЙСКИЕ ОТНОШЕНИЯ: БОРЬБА ""ТИГРА"" И ""ДРАКОНА"" ЗА МЕСТО ПОД СОЛНЦЕМ","Галищева Н., Рещикова М.",Международные процессы,https://www.elibrary.ru/contents.asp?id=49386270,"
Международные процессы. 
2021. 
Т. 19. № 4 (67).  С. 104-122.
"
ЛОЖНАЯ АЛЬТЕРНАТИВА? ПОПУЛИСТСКИЙ ВЫЗОВ СОЛИДАРНОСТИ ЕС В ОТНОШЕНИИ РОССИИ,"Шеин С., Аликин А.",Международные процессы,https://www.elibrary.ru/contents.asp?id=49386270,"
Международные процессы. 
2021. 
Т. 19. № 4 (67).  С. 151-162.
"
ПОЛИТИЗАЦИЯ ЭКОЛОГИЧЕСКОГО ДИСКУРСА В АРХАНГЕЛЬСКОЙ ОБЛАСТИ НА ПРИМЕРЕ СТРОИТЕЛЬСТВА МУСОРНОГО ПОЛИГОНАОКОЛО СТАНЦИИ ШИЕС,"Чмель К.Ш., Климова А.М., Митрохина Е.М.",Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=42632407,"
Журнал исследований социальной политики. 
2020. 
Т. 18. № 1.  С. 83-98.
"
"""МЯГКАЯ СИЛА"": ПОНЯТИЕ И ПОДХОДЫ",Лебедева М.М.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=34525653,"
Вестник МГИМО Университета. 
2017. 
№ 3 (54).  С. 212-223.
"
"СИСТЕМА ПОЛИТИЧЕСКОЙ ОРГАНИЗАЦИИ МИРА: ""ИДЕАЛЬНЫЙ ШТОРМ""",Лебедева М.М.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=34236768,"
Вестник МГИМО Университета. 
2016. 
№ 2 (47).  С. 125-133.
"
"ФЕНОМЕН ""ИСЛАМСКОГО ГОСУДАРСТВА""","Федорченко А.В., Крылов А.В.",Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=34075037,"
Вестник МГИМО Университета. 
2015. 
№ 2 (41).  С. 174-183.
"
"ДВА ПОНИМАНИЯ ""МЯГКОЙ СИЛЫ"": ПРЕДПОСЫЛКИ, КОРРЕЛЯТЫ И СЛЕДСТВИЯ",Паршин П.Б.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=33957504,"
Вестник МГИМО Университета. 
2014. 
№ 2 (35).  С. 14-21.
"
ОТ НАУЧНОГО ТВОРЧЕСТВА К ПОПУЛЯРИЗАЦИИ НАУКИ: ТЕОРЕТИЧЕСКАЯ МОДЕЛЬ НАУЧНОЙ КОММУНИКАЦИИ,Медведева С.М.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=34030657,"
Вестник МГИМО Университета. 
2014. 
№ 4 (37).  С. 278-286.
"
ФОРМИРОВАНИЕ ПОЛИТИКИ ГЕНДЕРНОГО РАВНОПРАВИЯ В ЕВРОПЕЙСКОМ СОЮЗЕ (1950–2010),Штылева М.В.,Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33828119,"
Журнал исследований социальной политики. 
2013. 
Т. 11. № 1.  С. 87-102.
"
АКТОРЫ СОВРЕМЕННОЙ МИРОВОЙ ПОЛИТИКИ: ТРЕНДЫ РАЗВИТИЯ,Лебедева М.М.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=33825589,"
Вестник МГИМО Университета. 
2013. 
№ 1 (28).  С. 38-42.
"
"ОБРАЗОВАНИЕ КАК ИНСТРУМЕНТ ""МЯГКОЙ СИЛЫ"" ВО ВНЕШНЕЙ ПОЛИТИКЕ РОССИИ",Торкунов А.В.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=33824907,"
Вестник МГИМО Университета. 
2012. 
№ 4 (25).  С. 85-93.
"
"ДВИЖЕНИЯ ПО ЗАЩИТЕ ЖИВОТНЫХ: ИСТОРИЯ, ПОЛИТИКА, ПРАКТИКА","Боровик М.А., Михель Д.В.",Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33596171,"
Журнал исследований социальной политики. 
2010. 
Т. 8. № 2.  С. 227-252.
"
"СИЛА ПРИВЛЕКАТЕЛЬНОСТИ: ИСПОЛЬЗОВАНИЕ ""МЯГКОЙ ВЛАСТИ"" В МИРОВОЙ ПОЛИТИКЕ",Панова Е.П.,Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=33600616,"
Вестник МГИМО Университета. 
2010. 
№ 4 (13).  С. 91-97.
"
ТЕОРИЯ ГРАЖДАНСКОГО ОБЩЕСТВА И ПОСТСОЦИАЛИЗМ,Салменниеми С.,Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33384950,"
Журнал исследований социальной политики. 
2009. 
Т. 7. № 4.  С. 439-464.
"
"ВЫСШЕЕ ОБРАЗОВАНИЕ КАК ПОТЕНЦИАЛ ""МЯГКОЙ СИЛЫ"" РОССИИ","Лебедева М.М., Фор Ж.",Вестник МГИМО Университета,https://www.elibrary.ru/contents.asp?id=33385338,"
Вестник МГИМО Университета. 
2009. 
№ 6 (9).  С. 200-205.
"
"ДВА ОБЩЕСТВА, ОДНА СОЦИОЛОГИЯ И НИКАКОЙ ТЕОРИИ",Эспинг-Андерсен Г.,Журнал исследований социальной политики,https://www.elibrary.ru/contents.asp?id=33270290,"
Журнал исследований социальной политики. 
2008. 
Т. 6. № 2.  С. 241-266.
"
