Field1,Field2,Field3_text,Field3_links,Field4
"КЛАССИФИКАЦИЯ И СРАВНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ СИСТЕМ АУТЕНТИФИКАЦИИ JPEG-ИЗОБРАЖЕНИЙ, ОСНОВАННЫХ НА ВСТРАИВАНИИ ПОЛУХРУПКИХ ВОДЯНЫХ ЗНАКОВ","Егорова А.А., Федосеев В.А.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=39134721,"
Компьютерная оптика. 
2019. 
Т. 43. № 3.  С. 419-433.
"
МЕТОД БАГГИНГА И ОТБОР ПРИЗНАКОВ В ПОСТРОЕНИИ НЕЧЁТКИХ КЛАССИФИКАТОРОВ ДЛЯ РАСПОЗНАВАНИЯ РУКОПИСНОЙ ПОДПИСИ,"Сарин К.С., Ходашинский И.А.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=41496847,"
Компьютерная оптика. 
2019. 
Т. 43. № 5.  С. 833-845.
"
ОБРАБОТКА И АНАЛИЗ ИЗОБРАЖЕНИЙ НА ОСНОВЕ ИСПОЛЬЗОВАНИЯ ИНФОРМАЦИИ О ФАЗЕ,Павельева Е.А.,Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=36807078,"
Компьютерная оптика. 
2018. 
Т. 42. № 6.  С. 1022-1034.
"
МЕТОД ПРОГНОЗИРОВАНИЯ ИЗМЕНЕНИЙ ПАРАМЕТРОВ ВРЕМЕННЫХ РЯДОВ В ЦИФРОВЫХ ИНФОРМАЦИОННО-УПРАВЛЯЮЩИХ СИСТЕМАХ,"Кропотов Ю.А., Проскуряков А.Ю., Белов А.А.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=36807078,"
Компьютерная оптика. 
2018. 
Т. 42. № 6.  С. 1093-1100.
"
ДВА МЕТОДА АДАПТИВНОЙ МЕДИАННОЙ ФИЛЬТРАЦИИ ИМПУЛЬСНОГО ШУМА НА ИЗОБРАЖЕНИЯХ,"Червяков Н.И., Ляхов П.А., Оразаев А.Р.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=36295601,"
Компьютерная оптика. 
2018. 
Т. 42. № 4.  С. 667-678.
"
АЛГЕБРАИЧЕСКИЕ МОДЕЛИ И МЕТОДЫ КОМПЬЮТЕРНОЙ ОБРАБОТКИ ИЗОБРАЖЕНИЙ. ЧАСТЬ 1. МУЛЬТИПЛЕТНЫЕ МОДЕЛИ МНОГОКАНАЛЬНЫХ ИЗОБРАЖЕНИЙ,"Лабунец В.Г., Кох Е.В., Остхаймер Е.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=34838236,"
Компьютерная оптика. 
2018. 
Т. 42. № 1.  С. 84-95.
"
ИНФОРМАЦИОННАЯ ТЕХНОЛОГИЯ ОБРАБОТКИ ДАННЫХ ДЗЗ ДЛЯ ОЦЕНКИ АРЕАЛОВ РАСТЕНИЙ,"Варламова А.А., Денисова А.Ю., Сергеев В.В.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=36400276,"
Компьютерная оптика. 
2018. 
Т. 42. № 5.  С. 864-876.
"
ОБЛАЧНАЯ ПЛАТФОРМА IACPAAS ДЛЯ РАЗРАБОТКИ ОБОЛОЧЕК ИНТЕЛЛЕКТУАЛЬНЫХ СЕРВИСОВ: СОСТОЯНИЕ И ПЕРСПЕКТИВЫ РАЗВИТИЯ,"Клещев А.С., Тимченко В.А., Грибова В.В., Федорищев Л.А., Москаленко Ф.М., Шалфеева Е.А.",Программные продукты и системы,https://www.elibrary.ru/contents.asp?id=35560811,"
Программные продукты и системы. 
2018. 
№ 3.  С. 527-536.
"
ЛОКАЛИЗАЦИЯ ЧЕЛОВЕКА В КАДРЕ ВИДЕОПОТОКА С ИСПОЛЬЗОВАНИЕМ АЛГОРИТМА НА ОСНОВЕ РАСТУЩЕГО НЕЙРОННОГО ГАЗА И НЕЧЁТКОГО ВЫВОДА,"Амосов О.С., Иванов Ю.С., Жиганов С.В.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=34421289,"
Компьютерная оптика. 
2017. 
Т. 41. № 1.  С. 46-58.
"
АЛГОРИТМЫ РАСПОЗНАВАНИЯ РУКОПИСНЫХ СИМВОЛОВ НА ОСНОВЕ ПОСТРОЕНИЯ СТРУКТУРНЫХ МОДЕЛЕЙ,Хаустов П.А.,Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=34421289,"
Компьютерная оптика. 
2017. 
Т. 41. № 1.  С. 67-78.
"
МЕТОДЫ АВТОМАТИЧЕСКОЙ КЛАССИФИКАЦИИ ТЕКСТОВ,Батура Т.В.,Программные продукты и системы,https://www.elibrary.ru/contents.asp?id=34530944,"
Программные продукты и системы. 
2017. 
№ 1.  С. 85-99.
"
АЛГОРИТМ ПОЭТАПНОГО УТОЧНЕНИЯ ПРОЕКТИВНОГО ПРЕОБРАЗОВАНИЯ ДЛЯ СОВМЕЩЕНИЯ ИЗОБРАЖЕНИЙ,"Ефимов А.И., Новиков А.И.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=34236818,"
Компьютерная оптика. 
2016. 
Т. 40. № 2.  С. 258-265.
"
СЕМАНТИЧЕСКИЙ АНАЛИЗ И СПОСОБЫ ПРЕДСТАВЛЕНИЯ СМЫСЛА ТЕКСТА В КОМПЬЮТЕРНОЙ ЛИНГВИСТИКЕ,Батура Т.В.,Программные продукты и системы,https://www.elibrary.ru/contents.asp?id=34417536,"
Программные продукты и системы. 
2016. 
№ 4.  С. 45-57.
"
ВИЗУАЛИЗАЦИЯ ВИРТУАЛЬНОЙ ПРОСТРАНСТВЕННО-ВРЕМЕННОЙ МОДЕЛИ ТЕРРИТОРИИ ИСТОРИЧЕСКОЙ ЗАСТРОЙКИ,"Немтинов В.А., Горелов А.А., Немтинова Ю.В., Борисенко А.Б.",Научная визуализация,https://www.elibrary.ru/contents.asp?id=34254730,"
Научная визуализация. 
2016. 
Т. 8. № 1.  С. 120-132.
"
ВЫДЕЛЕНИЕ КОНТУРОВ НА ИЗОБРАЖЕНИЯХ С ПОМОЩЬЮ АЛГОРИТМА КЛАСТЕРИЗАЦИИ,"Белим С.В., Кутлунин П.Е.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=34066418,"
Компьютерная оптика. 
2015. 
Т. 39. № 1.  С. 119-124.
"
ПРОГРАММНЫЙ КОМПЛЕКС ДЛЯ АНАЛИЗА ДАННЫХ ИЗ СОЦИАЛЬНЫХ СЕТЕЙ,"Мурзин Ф.А., Батура Т.В., Проскуряков А.В.",Программные продукты и системы,https://www.elibrary.ru/contents.asp?id=34213325,"
Программные продукты и системы. 
2015. 
№ 4.  С. 188-197.
"
"ОБЛАЧНЫЕ ТЕХНОЛОГИИ: ОСНОВНЫЕ МОДЕЛИ, ПРИЛОЖЕНИЯ, КОНЦЕПЦИИ И ТЕНДЕНЦИИ РАЗВИТИЯ","Мурзин Ф.А., Батура Т.В., Семич Д.Ф.",Программные продукты и системы,https://www.elibrary.ru/contents.asp?id=34064763,"
Программные продукты и системы. 
2014. 
№ 3.  С. 64-72.
"
АЛГОРИТМ ВСТРАИВАНИЯ ПОЛУХРУПКИХ ЦИФРОВЫХ ВОДЯНЫХ ЗНАКОВ ДЛЯ ЗАДАЧ АУТЕНТИФИКАЦИИ ИЗОБРАЖЕНИЙ И СКРЫТОЙ ПЕРЕДАЧИ ИНФОРМАЦИИ,"Глумов Н.И., Митекин В.А.",Компьютерная оптика,https://www.elibrary.ru/contents.asp?id=33662410,"
Компьютерная оптика. 
2011. 
Т. 35. № 2.  С. 262-267.
"
