Field1,Field2,Field3_text,Field3_links,Field4
КРУПНОМАСШТАБНАЯ СЛОИСТАЯ СТАЦИОНАРНАЯ КОНВЕКЦИЯ ВЯЗКОЙ НЕСЖИМАЕМОЙ ЖИДКОСТИ ПОД ДЕЙСТВИЕМ КАСАТЕЛЬНЫХ НАПРЯЖЕНИЙ НА ВЕРХНЕЙ ГРАНИЦЕ. ИССЛЕДОВАНИЕ ПОЛЕЙ ТЕМПЕРАТУРЫ И ДАВЛЕНИЯ,"Бурмашева Н.В., Просвиряков Е.Ю.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=34839953,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2017. 
Т. 21. № 4.  С. 736-751.
"
ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ И ЭКСПЕРИМЕНТАЛЬНОЕ ИССЛЕДОВАНИЕ ЛОКАЛИЗАЦИИ ПЛАСТИЧЕСКОЙ ДЕФОРМАЦИИ ПРИ ДИНАМИЧЕСКОМ НАГРУЖЕНИИ ОБРАЗЦОВ В УСЛОВИЯХ БЛИЗКИХ К ЧИСТОМУ СДВИГУ,"Билалов Д.А., Соковиков М.А., Чудинов В.В., Оборин В.А., Баяндин Ю.В., Терёхина А.И., Наймарк О.Б.",Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=34532642,"
Вычислительная механика сплошных сред. 
2017. 
Т. 10. № 1.  С. 103-112.
"
ДВОЙСТВЕННЫЕ ЗАДАЧИ ПЛОСКИХ ПОЛЗУЩИХ ТЕЧЕНИЙ СТЕПЕННОЙ НЕСЖИМАЕМОЙ СРЕДЫ,"Петухов Д.С., Келлер И.Э.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=34416745,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2016. 
Т. 20. № 3.  С. 496-507.
"
КРИВЫЕ ДЛИТЕЛЬНОЙ ПРОЧНОСТИ НЕЛИНЕЙНОЙ МОДЕЛИ ВЯЗКОУПРУГОПЛАСТИЧНОСТИ ТИПА МАКСВЕЛЛА И ПРАВИЛО СУММИРОВАНИЯ ПОВРЕЖДЕННОСТИ ПРИ СТУПЕНЧАТЫХ НАГРУЖЕНИЯХ,Хохлов А.В.,Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=34416745,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2016. 
Т. 20. № 3.  С. 524-543.
"
ВЛИЯНИЕ АНИЗОТРОПИИ ПОВЕРХНОСТНОГО ПЛАСТИЧЕСКОГО УПРОЧНЕНИЯ НА ФОРМИРОВАНИЕ ОСТАТОЧНЫХ НАПРЯЖЕНИЙ В ЦИЛИНДРИЧЕСКИХ ДЕТАЛЯХ С НАДРЕЗАМИ ПОЛУКРУГЛОГО ПРОФИЛЯ,"Радченко В.П., Куров А.Ю.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=34467577,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2016. 
Т. 20. № 4.  С. 675-690.
"
"АЭРОУПРУГАЯ УСТОЙЧИВОСТЬ КРУГОВЫХ ЦИЛИНДРИЧЕСКИХ ОБОЛОЧЕК, СОДЕРЖАЩИХ ТЕКУЩУЮ ЖИДКОСТЬ","Бочкарёв С.А., Лекомцев С.В.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=34225248,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2015. 
Т. 19. № 4.  С. 750-767.
"
ИССЛЕДОВАНИЕ ЛОКАЛИЗАЦИИ ПЛАСТИЧЕСКОГО СДВИГА В АЛЮМИНИЕВЫХ СПЛАВАХ ПРИ ДИНАМИЧЕСКОМ НАГРУЖЕНИИ,"Билалов Д.А., Соковиков М.А., Чудинов В.В., Оборин В.А., Баяндин Ю.В., Терёхина А.И., Наймарк О.Б.",Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=34116929,"
Вычислительная механика сплошных сред. 
2015. 
Т. 8. № 3.  С. 319-328.
"
ПОВЕДЕНИЕ ЦИЛИНДРИЧЕСКОГО ПУЗЫРЬКА ПОД ДЕЙСТВИЕМ ВИБРАЦИЙ,Алабужев А.А.,Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=33963606,"
Вычислительная механика сплошных сред. 
2014. 
Т. 7. № 2.  С. 151-161.
"
ОБ ОДНОМ КЛАССЕ АНАЛИТИЧЕСКИХ РЕШЕНИЙ СТАЦИОНАРНОЙ ОСЕСИММЕТРИЧНОЙ КОНВЕКЦИИ БЕНАРА–МАРАНГОНИ ВЯЗКОЙ НЕСЖИМАЕМОЙ ЖИДКОСТИ,"Аристов С.Н., Просвиряков Е.Ю.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33906507,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2013. 
№ 3 (32).  С. 110-118.
"
ОПИСАНИЕ ДЛИТЕЛЬНОЙ ПРОЧНОСТИ РАСТЯГИВАЕМЫХ СТЕРЖНЕЙ ПРЯМОУГОЛЬНОГО И КРУГЛОГО ПОПЕРЕЧНЫХ СЕЧЕНИЙ В ВЫСОКОТЕМПЕРАТУРНОЙ ВОЗДУШНОЙ СРЕДЕ,Фомин Л.В.,Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33906507,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2013. 
№ 3 (32).  С. 87-97.
"
ЧИСЛЕННОЕ ИССЛЕДОВАНИЕ ПРОЦЕССА ДЕГАЗАЦИИ В ГИДРОЦИКЛОНАХ,"Матвиенко О.В., Агафонцева М.В.",Вестник Томского государственного университета. Математика и механика,https://elibrary.ru/contents.asp?id=33807073,"
Вестник Томского государственного университета. Математика и механика. 
2012. 
№ 4 (20).  С. 107-118.
"
К ДИНАМИКЕ ДВОЙНОГО МАЯТНИКА С ГОРИЗОНТАЛЬНО ВИБРИРУЮЩЕЙ ТОЧКОЙ ПОДВЕСА,"Вишенкова Е.А., Холостова О.В.",Вестник Удмуртского университета. Математика. Механика. Компьютерные науки,https://elibrary.ru/contents.asp?id=33737789,"
Вестник Удмуртского университета. Математика. Механика. Компьютерные науки. 
2012. 
№ 2.  С. 114-129.
"
"КЛАССИФИКАЦИЯ МОДЕЛЕЙ СИСТЕМ ТВЁРДЫХ ТЕЛ, ИСПОЛЬЗУЕМЫХ В ЧИСЛЕННЫХ РАСЧЁТАХ ДИНАМИЧЕСКОГО ПОВЕДЕНИЯ МАШИНОСТРОИТЕЛЬНЫХ КОНСТРУКЦИЙ","Иванов В.Н., Домбровский И.В., Набоков Ф.В., Шевелев Н.А., Шимановский В.А.",Вестник Удмуртского университета. Математика. Механика. Компьютерные науки,https://elibrary.ru/contents.asp?id=33737789,"
Вестник Удмуртского университета. Математика. Механика. Компьютерные науки. 
2012. 
№ 2.  С. 139-155.
"
ИССЛЕДОВАНИЕ УСТОЙЧИВОСТИ ПЕРИОДИЧЕСКИХ РЕШЕНИЙ В ЗАДАЧЕ О КАЧЕНИИ ШАРА С МАЯТНИКОМ,"Пивоварова Е.Н., Иванова Т.Б.",Вестник Удмуртского университета. Математика. Механика. Компьютерные науки,https://elibrary.ru/contents.asp?id=33792479,"
Вестник Удмуртского университета. Математика. Механика. Компьютерные науки. 
2012. 
№ 4.  С. 146-155.
"
ОБ УСТОЙЧИВОСТИ РЕШЕНИЙ УРАВНЕНИЙ ВЗАИМОДЕЙСТВИЯ УПРУГИХ СТЕНОК КАНАЛОВ С ПРОТЕКАЮЩЕЙ ЖИДКОСТЬЮ,"Анкилов А.В., Вельмисов П.А.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33662934,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2011. 
№ 1 (22).  С. 179-185.
"
"О РЕШЕНИЯХ ИНТЕГРО-ДИФФЕРЕНЦИАЛЬНЫХ УРАВНЕНИЙ В ЗАДАЧЕ ДИНАМИКИ ОДНОЙ АЭРОУПРУГОЙ СИСТЕМЫ ТИПА ""ТАНДЕМ","Анкилов А.В., Вельмисов П.А., Семенова Е.П.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33737323,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2011. 
№ 2 (23).  С. 266-271.
"
ВОЛНОВЫЕ ЧИСЛА ТЕРМОУПРУГИХ ВОЛН В ВОЛНОВОДЕ С ТЕПЛООБМЕНОМ НА БОКОВОЙ СТЕНКЕ,"Радаев Ю.Н., Таранова М.В.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33737323,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2011. 
№ 2 (23).  С. 53-61.
"
ТРАНСФОРМИРУЕМЫЕ РЕФЛЕКТОРЫ АНТЕНН КОСМИЧЕСКИХ АППАРАТОВ,Пономарев С.В.,Вестник Томского государственного университета. Математика и механика,https://elibrary.ru/contents.asp?id=33727640,"
Вестник Томского государственного университета. Математика и механика. 
2011. 
№ 4 (16).  С. 110-119.
"
ЗАЩИТА КОСМИЧЕСКИХ АППАРАТОВ ОТ ТЕХНОГЕННЫХ И ЕСТЕСТВЕННЫХ ОСКОЛКОВ. ЭКСПЕРИМЕНТ И ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ,"Герасимов А.В., Пашков С.В., Христенко Ю.Ф.",Вестник Томского государственного университета. Математика и механика,https://elibrary.ru/contents.asp?id=33727640,"
Вестник Томского государственного университета. Математика и механика. 
2011. 
№ 4 (16).  С. 70-78.
"
ИССЛЕДОВАНИЕ ВЛИЯНИЯ ТОЛЩИНЫ УПРОЧН EННОГО СЛОЯ НА ОСТАТОЧНЫЕ НАПРЯЖЕНИЯ ВО ВПАДИНЕ КОНЦЕНТРАТОРА МЕТОДОМ ПЕРВОНАЧАЛЬНЫХ ДЕФОРМАЦИЙ,Вакулюк В.С.,Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33652093,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2010. 
№ 1 (20).  С. 222-225.
"
СТРУКТУРНО-ФЕНОМЕНОЛОГИЧЕСКИЕ МОДЕЛИ ПРОГНОЗИРОВАНИЯ УПРУГИХ СВОЙСТВ ВЫСОКОПОРИСТЫХ КОМПОЗИТОВ,"Макарова Е.Ю., Соколкин Ю.В., Чекалкин А.А.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33655085,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2010. 
№ 5 (21).  С. 276-279.
"
ТЕЧЕНИЕ НЕЛИНЕЙНОЙ УПРУГОВЯЗКОЙ ЖИДКОСТИ В ПЛОСКОМ КАНАЛЕ ПОД ДЕЙСТВИЕМ ЗАДАННОГО ГРАДИЕНТА ДАВЛЕНИЯ,"Кузнецова Ю.Л., Скульский О.И., Пышнограй Г.В.",Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=33661109,"
Вычислительная механика сплошных сред. 
2010. 
Т. 3. № 2.  С. 55-69.
"
ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ РАЗБАВЛЕНИЯ И ПЕРЕНОСА ВЫСОКОМИНЕРАЛИЗОВАННЫХ РАССОЛОВ В ТУРБУЛЕНТНЫХ ПОТОКАХ,"Любимова Т.П., Лепихин А.П., Паршакова Я.Н., Тиунов А.А.",Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=33660006,"
Вычислительная механика сплошных сред. 
2010. 
Т. 3. № 4.  С. 68-79.
"
РАСПРОСТРАНЕНИЕ ВОЛН СЖАТИЯ В ПУЗЫРЬКОВЫХ ЗОНАХ КОНЕЧНЫХ РАЗМЕРОВ,Галимзянов М.Н.,Вестник Удмуртского университета. Математика. Механика. Компьютерные науки,https://elibrary.ru/contents.asp?id=33598381,"
Вестник Удмуртского университета. Математика. Механика. Компьютерные науки. 
2010. 
№ 2.  С. 57-66.
"
МЕТОДИКА РАСЧЁТА ПРЕДЕЛА ВЫНОСЛИВОСТИ УПРОЧН.EННЫХ ЦИЛИНДРИЧЕСКИХ ОБРАЗЦОВ С КОНЦЕНТРАТОРАМИ НАПРЯЖЕНИЙ ПРИ ТЕМПЕРАТУРНЫХ ВЫДЕРЖКАХ В УСЛОВИЯХ ПОЛЗУЧЕСТИ,"Радченко В.П., Афанасьева О.С.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33389038,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2009. 
№ 2 (19).  С. 264-268.
"
К ОПИСАНИЮ ПРОЦЕССА ПОЛЗУЧЕСТИ И РАЗРУШЕНИЯ УПРОЧНЯЮЩИХСЯ МАТЕРИАЛОВ ПО КИНЕТИЧЕСКИМ УРАВНЕНИЯМ СО СКАЛЯРНЫМ ПАРАМЕТРОМ ПОВРЕЖДЁННОСТИ,"Горев Б.В., Банщикова И.А.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33389038,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2009. 
№ 2 (19).  С. 90-98.
"
МОДЕЛИРОВАНИЕ ТРЕЩИНОСТОЙКОСТИ КОМПОЗИЦИОННЫХ МАТЕРИАЛОВ,"Гольдштейн Р.В., Перельмутер М.Н.",Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=33661900,"
Вычислительная механика сплошных сред. 
2009. 
Т. 2. № 2.  С. 22-39.
"
ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ НАКОПЛЕНИЯ ПОВРЕЖДЕНИЙ ПРИ СЛОЖНОМ ПЛАСТИЧЕСКОМ ДЕФОРМИРОВАНИИ,"Волков И.А., Коротких Ю.Г., Тарасов И.С.",Вычислительная механика сплошных сред,https://elibrary.ru/contents.asp?id=33662398,"
Вычислительная механика сплошных сред. 
2009. 
Т. 2. № 1.  С. 5-18.
"
"К ОПИСАНИЮ НИСПАДАЮЩЕГО УЧАСТКА КРИВОЙ ДЕФОРМИРОВАНИЯ ""НАПРЯЖЕНИЕ - ДЕФОРМАЦИЯ"" ПО КИНЕТИЧЕСКИМ УРАВНЕНИЯМ СО СКАЛЯРНЫМ ПАРАМЕТРОМ ПОВРЕЖДЁННОСТИ","Горев Б.В., Банщикова И.А.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33288357,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2008. 
№ 2 (17).  С. 110-117.
"
РЕШЕНИЕ ОДНОМЕРНЫХ ЗАДАЧ ПЛАСТИЧНОСТИ ДЛЯ РАЗУПРОЧНЯЮЩЕГОСЯ МАТЕРИАЛА,Андреева Е.А.,Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33288357,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2008. 
№ 2 (17).  С. 152-160.
"
ФЕНОМЕНОЛОГИЧЕСКАЯ СТОХАСТИЧЕСКАЯ МОДЕЛЬ ИЗОТЕРМИЧЕСКОЙ ПОЛЗУЧЕСТИ ПОЛИВИНИЛХЛОРИДНОГО ПЛАСТИКАТА,"Радченко В.П., Голудин Е.П.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33268908,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2008. 
№ 1 (16).  С. 45-52.
"
МЕТОД ОПОРНЫХ ФУНКЦИЙ ДЛЯ РЕШЕНИЯ ЗАДАЧ МАТЕМАТИКИ И МЕХАНИКИ,"Горлач Б.А., Ермоленко Г.Ю.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33209354,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2004. 
№ 26.  С. 122-126.
"
ЖИВУЧЕСТЬ И УСТОЙЧИВОСТЬ МЕХАНИЧЕСКИХ СИСТЕМ,Стружанов В.В.,Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33157035,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2004. 
№ 30.  С. 5-21.
"
ЭКСПЕРИМЕНТАЛЬНОЕ ИССЛЕДОВАНИЕ И АНАЛИЗ ПОЛЕЙ НЕУПРУГИХ МИКРО- И МАКРОДЕФОРМАЦИЙ СПЛАВА АД-1,"Радченко В.П., Дудкин С.А., Тимофеев М.И.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33121715,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2002. 
№ 16.  С. 111-117.
"
ОБ ОДНОМ ПОДХОДЕ К ОЦЕНКЕ ДЛИТЕЛЬНОЙ ПРОЧНОСТИ ТОЛСТОСТЕННЫХ ТРУБ НА ОСНОВЕ ИНТЕГРАЛЬНО-СРЕДНИХ НАПРЯЖЕННЫХ СОСТОЯНИЙ,"Радченко В.П., Башкинова Е.В., Кубышкина С.Н.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33121715,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2002. 
№ 16.  С. 96-103.
"
РАСЧЕТ РЕЛАКСАЦИИ ОСТАТОЧНЫХ НАПРЯЖЕНИЙ В ПОВЕРХНОСТНО-УПРОЧНЕННОМ СЛОЕ ЦИЛИНДРИЧЕСКОГО ИЗДЕЛИЯ В УСЛОВИЯХ ПОЛЗУЧЕСТИ,"Радченко В.П., Саушкин М.Н.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33121714,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
2001. 
№ 12.  С. 61-73.
"
МАТЕМАТИЧЕСКАЯ МОДЕЛЬ РЕОЛОГИЧЕСКОГО ДЕФОРМИРОВАНИЯ И РАЗРУШЕНИЯ ТОЛСТОСТЕННОЙ ТРУБЫ,"Радченко В.П., Кубышкина С.Н.",Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33156491,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
1998. 
№ 6.  С. 23-35.
"
МАТЕМАТИЧЕСКАЯ МОДЕЛЬ НЕУПРУГОГО ДЕФОРМИРОВАНИЯ И РАЗРУШЕНИЯ МЕТАЛЛОВ ПРИ ПОЛЗУЧЕСТИ ЭНЕРГЕТИЧЕСКОГО ТИПА,Радченко В.П.,Вестник Самарского государственного технического университета. Серия: Физико-математические науки,https://elibrary.ru/contents.asp?id=33652092,"
Вестник Самарского государственного технического университета. Серия: Физико-математические науки. 
1996. 
№ 4.  С. 43-63.
"
