Field1,Field2,Field3_text,Field3_links,Field4
ЭТАПЫ ПРОЕКТИРОВАНИЯ ПЕРСОНИФИЦИРОВАННОГО СЦЕНИЧЕСКОГО КОСТЮМА,"Гетманцева В.В., Гусева М.А., Андреева Е.Г., Горковенко Л., Копылова М.Д., Рогожина Ю.В.",Костюмология,https://elibrary.ru/contents.asp?id=42805283,"
Костюмология. 
2020. 
Т. 5. № 1.  С. 12.
"
МЕХОВЫЕ ЭЛЕМЕНТЫ В ДИЗАЙНЕ ОДЕЖДЫ РАЗНОГО АССОРТИМЕНТА,"Гусева М.А., Колташова Л.Ю., Новиков М.В., Андреева Е.Г., Алибекова М.И., Стрепетова О.А.",Костюмология,https://elibrary.ru/contents.asp?id=43824108,"
Костюмология. 
2020. 
Т. 5. № 2.  С. 13.
"
"ОСНОВНЫЕ СВОЙСТВА ШКУРОК СОБОЛЯ, ФОРМИРУЮЩИЕ КАЧЕСТВО, СПРОС И ЦЕНОВУЮ ПОЛИТИКУ МЕХОВЫХ ТОВАРОВ","Реусова Т.В., Стрепетова О.А.",Костюмология,https://elibrary.ru/contents.asp?id=44778177,"
Костюмология. 
2020. 
Т. 5. № 4.  С. 15.
"
ДИЗАЙН-ПРОЕКТИРОВАНИЕ МЕХОВЫХ ИЗДЕЛИЙ ИЗ ШКУРОК КРОЛИКА КОРОТКОВОЛОСОГО,"Стрепетова О.А., Горбачева М.В., Реусова Т.В.",Костюмология,https://elibrary.ru/contents.asp?id=44778177,"
Костюмология. 
2020. 
Т. 5. № 4.  С. 4.
"
"ЭКОЛОГИЧЕСКИЙ СТИЛЬ В ДИЗАЙНЕ КОСТЮМА: МОРФОЛОГИЯ, ФАКТОРЫ ФОРМООБРАЗОВАНИЯ","Петушкова Г.И., Курилина Н.С.",Костюмология,https://elibrary.ru/contents.asp?id=42805283,"
Костюмология. 
2020. 
Т. 5. № 1.  С. 4.
"
ХУДОЖЕСТВЕННОЕ ПРОЕКТИРОВАНИЕ И ВЫПОЛНЕНИЕ В МАТЕРИАЛЕ КОЛЛЕКЦИИ ОДЕЖДЫ В СПОРТИВНОМ СТИЛЕ НА ТЕМУ СОВРЕМЕННОЙ МОЛОДЕЖНОЙ КУЛЬТУРЫ С ИСПОЛЬЗОВАНИЕМ МЕТОДА АПСАЙКЛИНГ,"Павлинова В.А., Сурикова О.В., Новикова К.М.",Молодые ученые - развитию Национальной технологической инициативы (ПОИСК),https://elibrary.ru/contents.asp?id=42862213,"
Молодые ученые - развитию Национальной технологической инициативы (ПОИСК). 
2020. 
№ 1.  С. 518-520.
"
АВТОМАТИЗИРОВАННОЕ ПРОЕКТИРОВАНИЕ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ ТЕКСТИЛЬНОЙ ПРОМЫШЛЕННОСТИ,"Прохоров Е.А., Карева Т.Ю.",Молодые ученые - развитию Национальной технологической инициативы (ПОИСК),https://elibrary.ru/contents.asp?id=42862213,"
Молодые ученые - развитию Национальной технологической инициативы (ПОИСК). 
2020. 
№ 1.  С. 553-554.
"
ВИРТУАЛЬНОЕ 3D-ЭСКИЗИРОВАНИЕ В ИМИТАЦИОННОМ ПРОЕКТИРОВАНИИ И КОНФЕКЦИОНИРОВАНИИ МЕХОВОЙ ОДЕЖДЫ,"Белгородский В.С., Гусева М.А., Андреева Е.Г., Алибекова М.И.",Материалы и технологии,https://elibrary.ru/contents.asp?id=46478982,"
Материалы и технологии. 
2020. 
№ 1 (5).  С. 11-18.
"
ЦИФРОВЫЕ ТЕХНОЛОГИИ ДЛЯ ПРОЦЕССА РЕДИЗАЙНА МЕХОВОЙ ОДЕЖДЫ,"Гусева М.А., Гетманцева В.В., Андреева Е.Г., Петросова И.А., Белгородский В.С.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=41353551,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2019. 
№ 1-1.  С. 181-185.
"
АНАЛИЗ И ПЕРСПЕКТИВЫ КЛЕЕВЫХ СПОСОБОВ ФОРМИРОВАНИЯ ПРЯЖИ,"Рудовский П.Н., Белова И.С.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=41353551,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2019. 
№ 1-1.  С. 186-189.
"
ФОРМОЗАДАЮЩИЕ КАРКАСНЫЕ СИСТЕМЫ В ШВЕЙНЫЕ ИЗДЕЛИЯ С ФУНКЦИЕЙ ФИКСАЦИИ ПОЛОЖЕНИЯ НОГ,"Гусев И.Д., Кащеев О.В., Разин И.Б., Гусева М.А., Андреева Е.Г., Петросова И.А., Докучаева Т.В.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=41596562,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2019. 
№ 1-2.  С. 86-89.
"
РАЗРАБОТКА ТЕОРЕТИЧЕСКОЙ МОДЕЛИ ПРОЕКТИРОВАНИЯ КОРПОРАТИВНОЙ УНИФОРМЫ ИСХОДЯ ИЗ АНАЛИЗА ЕЕ НАЗНАЧЕНИЯ,Денисова О.И.,Костюмология,https://elibrary.ru/contents.asp?id=39565963,"
Костюмология. 
2019. 
Т. 4. № 2.  С. 14.
"
ИСПОЛЬЗОВАНИЕ СОВРЕМЕННЫХ ГАДЖЕТОВ В ДИЗАЙНЕ КОСТЮМА,"Григорян А.О., Макарова Т.Л.",Костюмология,https://elibrary.ru/contents.asp?id=39565963,"
Костюмология. 
2019. 
Т. 4. № 2.  С. 16.
"
ВОССТАНОВЛЕНИЕ ПОТРЕБИТЕЛЬСКИХ СВОЙСТВ ИЗДЕЛИЙ ПОСРЕДСТВАМ СОВРЕМЕННЫХ МЕТОДОВ ДИЗАЙНА ПРИ МИНИМИЗАЦИИ ЗАТРАТ ПОТРЕБИТЕЛЯ,"Филатова Е.В., Панченкова Л.С.",Костюмология,https://elibrary.ru/contents.asp?id=41066064,"
Костюмология. 
2019. 
Т. 4. № 3.  С. 3.
"
ПРОЕКТИРОВАНИЕ ТРИКОТАЖА НА ОСНОВЕ АНАЛИЗА ЖИВОПИСНЫХ ИСТОЧНИКОВ,Докучаева О.И.,Костюмология,https://elibrary.ru/contents.asp?id=39565963,"
Костюмология. 
2019. 
Т. 4. № 2.  С. 4.
"
ГИДРОФОБИЗИРУЮЩИЕ ЭМУЛЬСИИ В ТЕКСТИЛЬНОЙ И ЛЕГКОЙ ПРОМЫШЛЕННОСТИ,"Лутфуллина Г.Г., Махоткина Л.Ю., Халилова А.А.",Костюмология,https://elibrary.ru/contents.asp?id=38167496,"
Костюмология. 
2019. 
Т. 4. № 1.  С. 7.
"
ЗНАКИ В СОВРЕМЕННОЙ МОДНОЙ ИЛЛЮСТРАЦИИ,"Макарова Т.Л., Гильденштерн С.Ф.",Костюмология,https://elibrary.ru/contents.asp?id=38167496,"
Костюмология. 
2019. 
Т. 4. № 1.  С. 9.
"
ИССЛЕДОВАНИЕ СВОЙСТВ ЧИСТОШЕРСТЯНЫХ КОСТЮМНЫХ ТКАНЕЙ ЗАРУБЕЖНЫХ ПРОИЗВОДИТЕЛЕЙ,Лобацкая Е.М.,Материалы и технологии,https://elibrary.ru/contents.asp?id=39562547,"
Материалы и технологии. 
2019. 
№ 1 (3).  С. 15-19.
"
ТЕХНОЛОГИИ ВОЗДЕЙСТВИЯ НА СТРУКТУРУ МЕХА ДЛЯ УПРАВЛЕНИЯ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКИМИ СВОЙСТВАМИ ИЗДЕЛИЯ,"Гусева М.А., Андреева Е.Г., Гетманцева В.В., Петросова И.А.",Материалы и технологии,https://elibrary.ru/contents.asp?id=42751546,"
Материалы и технологии. 
2019. 
№ 2 (4).  С. 27-39.
"
МАТЕРИАЛЫ ДЛЯ ДЕТАЛЕЙ НИЗА ОБУВИ С ИСПОЛЬЗОВАНИЕМ В КАЧЕСТВЕ ОСНОВНОГО КОМПОНЕНТА ОТХОДОВ ПОЛИУРЕТАНА,"Радюк А.Н., Цобанова Н.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=39562547,"
Материалы и технологии. 
2019. 
№ 1 (3).  С. 41-48.
"
ОПТИЧЕСКИЕ СВОЙСТВА ПОЛУФАБРИКАТА НОРКИ КАК ПОКАЗАТЕЛЬ КАЧЕСТВА,"Гребенева Ю.С., Сапожникова А.И., Реусова Т.В., Орехов Д.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=42751546,"
Материалы и технологии. 
2019. 
№ 2 (4).  С. 47-51.
"
ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В ПРОЕКТИРОВАНИИ РЕАБИЛИТАЦИОННЫХ ИЗДЕЛИЙ,"Гусев И.Д., Гусева М.А., Петросова И.А., Родионова М.А.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=36312930,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2018. 
№ 1-2.  С. 101-106.
"
СПОСОБ ОПРЕДЕЛЕНИЯ ТЕХНОЛОГИЧНОСТИ НИТЕНАТЯЖНЫХ ПРИБОРОВ ТЕКСТИЛЬНЫХ МАШИН,"Валиев Г.Н., Хомидов В.О., Турдиев М.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=36312962,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2018. 
№ 1-1.  С. 185-188.
"
ИМИТАЦИОННОЕ ФОРМООБРАЗОВАНИЕ ПОВЕРХНОСТИ МЕХОВОЙ ОДЕЖДЫ,"Гусева М.А., Андреева Е.Г.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=36312962,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2018. 
№ 1-1.  С. 189-194.
"
ОСНОВНЫЕ ПОДХОДЫ К СОЗДАНИЮ ЦИФРОВЫХ ФАБРИК В ИНДУСТРИИ МОДЫ,"Корнилова Н.Л., Салкуцан С.В., Горелова А.Е., Васильев Д.А.","Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=36312962,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2018. 
№ 1-1.  С. 39-45.
"
ПРОЕКТИРОВАНИЕ КОСТЮМА ИЗ ТРИКОТАЖА В СРЕДЕ НА ОСНОВЕ МОНОРАППОРТНОГО ОРНАМЕНТА,Докучаева О.И.,Костюмология,https://elibrary.ru/contents.asp?id=37018997,"
Костюмология. 
2018. 
Т. 3. № 4.  С. 1.
"
ИССЛЕДОВАНИЕ ФИЗИКО-МЕХАНИЧЕСКИХ СВОЙСТВ КОНОПЛЯНОГО КОТОНИНА,"Бойко Г.А., Тихосова А.А., Кутасов А.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 14-17.
"
ИНСТРУМЕНТАЛЬНАЯ СИСТЕМА КОНТРОЛЯ РАЗРЫВНЫХ ХАРАКТЕРИСТИК ЛЬНЯНОГО ВОЛОКНА,"Пашин Е.Л., Орлов А.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 18-21.
"
КОМПЛЕКСНАЯ ОЦЕНКА КАЧЕСТВА ПАРААРАМИДНЫХ ТКАНЕЙ,"Курденкова А.В., Шустов Ю.С., Буланов Я.И.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 22-27.
"
ИССЛЕДОВАНИЕ ВЛИЯНИЯ СТРУКТУРЫ НА СВОЙСТВА ОБЪЕМНЫХ НЕТКАНЫХ УТЕПЛИТЕЛЕЙ ОДЕЖДЫ,"Бесшапошникова В.И., Климова Н.А., Ковалева Н.Е.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 28-33.
"
ИННОВАЦИОННЫЙ ПОДХОД К ПРОЕКТИРОВАНИЮ ТКАНЕЙ КОМБИНИРОВАННЫХ ПЕРЕПЛЕТЕНИЙ С ДЛИННЫМИ ПРОКИДКАМИ,"Федорченко Е.В., Закора О.В., Кирильчук И.Е.",Материалы и технологии,https://elibrary.ru/contents.asp?id=35353914,"
Материалы и технологии. 
2018. 
№ 1 (1).  С. 28-32.
"
ПРОСТАЯ КОНЕЧНО-ЭЛЕМЕНТНАЯ МОДЕЛЬ УДЛИНЕНИЯ ОБРАЗЦА ТКАНОГО ПОЛОТНА,"Севостьянов П.А., Самойлова Т.А., Монахов В.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=35353914,"
Материалы и технологии. 
2018. 
№ 1 (1).  С. 33-36.
"
АНАЛИЗ СИСТЕМ ИСХОДНЫХ ДАННЫХ ДЛЯ ПРОЕКТИРОВАНИЯ ОДЕЖДЫ,"Ботезат Л.А., Гарайкина А.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=35353914,"
Материалы и технологии. 
2018. 
№ 1 (1).  С. 49-53.
"
ПУТИ РЕШЕНИЯ ПРОБЛЕМЫ ПЕРЕРАБОТКИ ОТХОДОВ ШВЕЙНО-ТРИКОТАЖНОГО ПРОИЗВОДСТВА,Кадникова О.Ю.,Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 49-54.
"
ОПРЕДЕЛЕНИЕ НОМЕНКЛАТУРЫ ПОКАЗАТЕЛЕЙ КАЧЕСТВА ТРИКОТАЖНОГО ОБУВНОГО МАТЕРИАЛА,"Козодой Т.С., Ясинская Н.Н., Скобова Н.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 55-60.
"
ПРИМЕНЕНИЕ ТРЕХМЕРНОЙ ПЕЧАТИ ДЛЯ ФОРМОЗАКРЕПЛЯЮЩИХ ЭЛЕМЕНТОВ В ШВЕЙНЫЕ ИЗДЕЛИЯ,"Гусева М.А., Гетманцева В.В., Андреева Е.Г.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 70-75.
"
РАЗРАБОТКА МУЛЬТИМЕДИЙНЫХ МАТЕРИАЛОВ ДЛЯ ПОПУЛЯРИЗАЦИИ КУЛЬТУРНОГО НАСЛЕДИЯ ТЕКСТИЛЬНОЙ ОТРАСЛИ,Алешина Д.А.,Материалы и технологии,https://elibrary.ru/contents.asp?id=35353914,"
Материалы и технологии. 
2018. 
№ 1 (1).  С. 78-80.
"
КОМПЛЕКСНАЯ ОЦЕНКА ЭКСПЛУАТАЦИОННЫХ СВОЙСТВ МАТЕРИАЛОВ ДЛЯ ИЗГОТОВЛЕНИЯ КАРКАСА БРОНЕОДЕЖДЫ,"Панкевич Д.К., Кукушкин М.Л., Амонова Е.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 82-88.
"
ИСПОЛЬЗОВАНИЕ ЭЛЕМЕНТОВ БЕЛОРУССКОГО НАРОДНОГО ОРНАМЕНТА ПРИ СОЗДАНИИ КОЛЛЕКЦИИ ЖАККАРДОВЫХ КОВРОВ,"Самутина Н.Н., Прищеп А.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=35353914,"
Материалы и технологии. 
2018. 
№ 1 (1).  С. 88-94.
"
ИСПОЛЬЗОВАНИЕ ЛЬНЯНОЙ ТКАНИ В ДИЗАЙНЕ СУВЕНИРНОЙ УПАКОВКИ,Попова А.В.,Материалы и технологии,https://elibrary.ru/contents.asp?id=37160333,"
Материалы и технологии. 
2018. 
№ 2 (2).  С. 94-99.
"
АНАЛИЗ СТЁГАНЫХ ПОВЕРХНОСТЕЙ В КОЛЛЕКЦИЯХ ДИЗАЙНЕРОВ ЖЕНСКОЙ ОДЕЖДЫ,"Захарчук В.С., Попковская Л.В.",Материалы и технологии,https://elibrary.ru/contents.asp?id=35353914,"
Материалы и технологии. 
2018. 
№ 1 (1).  С. 95-101.
"
ВИРТУАЛЬНАЯ РЕАЛЬНОСТЬ КАК ОСНОВА НОВОЙ КОММУНИКАТИВНОЙ СРЕДЫ И ВЗАИМОСВЯЗИ ПРОИЗВОДИТЕЛЯ И ПОТРЕБИТЕЛЯ ОДЕЖДЫ,Кузьмичев В.Е.,"Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX)",https://elibrary.ru/contents.asp?id=34543593,"
Физика волокнистых материалов: структура, свойства, наукоемкие технологии и материалы (SMARTEX). 
2017. 
№ 1.  С. 72-78.
"
ЭКОНОМИКА СОКРОВИЩ КАК ПОКАЗАТЕЛЬ КУЛЬТУРНОГО И ПРОМЫШЛЕННОГО РАЗВИТИЯ ЦИВИЛИЗАЦИЙ,Сичкарь Т.В.,Костюмология,https://elibrary.ru/contents.asp?id=34833036,"
Костюмология. 
2017. 
Т. 2. № 4.  С. 2.
"
СОКРОВИЩА ИМПЕРАТОРСКОЙ ЯПОНИИ XIX-НАЧАЛА XX ВЕКА КАК ЧАСТЬ ЕЕ ЛОКАЛЬНОЙ ЦИВИЛИЗАЦИИ,Сичкарь Т.В.,Костюмология,https://elibrary.ru/contents.asp?id=34543411,"
Костюмология. 
2017. 
Т. 2. № 3.  С. 2.
"
ЗАКОНЫ КОСТЮМОЛОГИИ,Кирсанов К.А.,Костюмология,https://elibrary.ru/contents.asp?id=34543411,"
Костюмология. 
2017. 
Т. 2. № 3.  С. 5.
"
ОПТИМИЗАЦИЯ ПРОЦЕССА ОТБОРА ВОЛОКНА ИЗ КИП ХЛОПКА,"Волков В.В., Семёнов А.Д., Сатаева Р.Ф.",XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=33946547,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2013. 
№ 12 (16).  С. 138-142.
"
МОДЕЛИРОВАНИЕ УСЛОВИЙ ФУНКЦИОНИРОВАНИЯ ЛЕНТОЧНОЙ МАШИНЫ,Николаев В.С.,XXI век: итоги прошлого и проблемы настоящего плюс,https://elibrary.ru/contents.asp?id=33850880,"
XXI век: итоги прошлого и проблемы настоящего плюс. 
2013. 
№ 6 (10).  С. 94-98.
"
