Field1,Field2,Field3_text,Field3_links,Field4
ПРИВЛЕЧЕНИЕ К ОТВЕТСТВЕННОСТИ ЗА ПРИЧИНЕНИЕ ВРЕДА ОКРУЖАЮЩЕЙ СРЕДЕ В РОССИИ И ЗАРУБЕЖНЫХ СТРАНАХ: ПУТИ СОВЕРШЕНСТВОВАНИЯ ЗАКОНОДАТЕЛЬСТВА,"Кодолова А.В., Солнцев А.М.",Антиномии,https://elibrary.ru/contents.asp?id=41111766,"
Антиномии. 
2019. 
Т. 19. № 1.  С. 112-127.
"
ОСОБЕННОСТИ КОНСТИТУЦИОННО-ПРАВОВОГО СТАТУСА КОМИССИЙ ПО ЗАЩИТЕ ПРАВ ЧЕЛОВЕКА В ИНДИИ,Кузнецова С.С.,Антиномии,https://elibrary.ru/contents.asp?id=41111806,"
Антиномии. 
2019. 
Т. 19. № 2.  С. 87-103.
"
ЦИФРОВИЗАЦИЯ ПРАВООТНОШЕНИЙ И ЕЕ ВЛИЯНИЕ НА РЕАЛИЗАЦИЮ ОТДЕЛЬНЫХ КОНСТИТУЦИОННЫХ ПРАВ ГРАЖДАН В РОССИЙСКОЙ ФЕДЕРАЦИИ,"Карасев А.Т., Кожевников О.А., Мещерягина В.А.",Антиномии,https://elibrary.ru/contents.asp?id=41300487,"
Антиномии. 
2019. 
Т. 19. № 3.  С. 99-119.
"
МЕЖДУНАРОДНОЕ ЧАСТНОЕ ПРАВО В УСЛОВИЯХ ГЛОБАЛИЗАЦИИ: ОТ РАЗГОСУДАРСТВЛЕНИЯ К ФРАГМЕНТАЦИИ,Мажорина М.В.,Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=34842818,"
Право. Журнал Высшей школы экономики. 
2018. 
№ 1.  С. 193-217.
"
МОЖЕТ ЛИ РОБОТ БЫТЬ СУБЪЕКТОМ ПРАВА? (ПОИСК ПРАВОВЫХ ФОРМ ДЛЯ РЕГУЛИРОВАНИЯ ЦИФРОВОЙ ЭКОНОМИКИ),"Гаджиев Г.А., Войниканис Е.А.",Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=41558789,"
Право. Журнал Высшей школы экономики. 
2018. 
№ 4.  С. 24-48.
"
ДОКТРИНАЛЬНЫЕ АКТЫ КАК ОСНОВНОЙ ИНСТРУМЕНТ ПРАВОВОЙ ПОЛИТИКИ,"Малько А.В., Гайворонская Я.В.",Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=34842818,"
Право. Журнал Высшей школы экономики. 
2018. 
№ 1.  С. 4-25.
"
"""ФИНТЕХ"" И ""РЕГТЕХ"": ГРАНИЦЫ ПРАВОВОГО РЕГУЛИРОВАНИЯ","Поветкина Н.А., Леднева Ю.В.",Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=35146597,"
Право. Журнал Высшей школы экономики. 
2018. 
№ 2.  С. 46-67.
"
КОНЦЕПЦИЯ СУВЕРЕНИТЕТА ГОСУДАРСТВА В УСЛОВИЯХ ГЛОБАЛИЗАЦИОННЫХ И ИНФОРМАЦИОННО- КОММУНИКАЦИОННЫХ ПРОЦЕССОВ,Терентьева Л.В.,Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=34466022,"
Право. Журнал Высшей школы экономики. 
2017. 
№ 1.  С. 187-200.
"
ФОРМИРОВАНИЕ КОНЦЕПЦИИ ИНФОРМАЦИОННОГО СУВЕРЕНИТЕТА ГОСУДАРСТВА,Ефремов А.А.,Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=34466022,"
Право. Журнал Высшей школы экономики. 
2017. 
№ 1.  С. 201-215.
"
"КЛАССИФИКАЦИЯ КАК МЕТОД НАУЧНОГО ИССЛЕДОВАНИЯ, В ЧАСТНОСТИ В ЮРИДИЧЕСКОЙ НАУКЕ","Понкин И.В., Редькина А.И.",Вестник Пермского университета. Юридические науки,https://elibrary.ru/contents.asp?id=34539915,"
Вестник Пермского университета. Юридические науки. 
2017. 
№ 37.  С. 249-259.
"
ПРИМЕНЕНИЕ ТЕХНОЛОГИИ BLOCKCHAIN К СИСТЕМАТИЗАЦИИ РЕЗУЛЬТАТОВ ИНТЕЛЛЕКТУАЛЬНОЙ ДЕЯТЕЛЬНОСТИ,"Рузакова О.А., Гринь Е.С.",Вестник Пермского университета. Юридические науки,https://elibrary.ru/contents.asp?id=34552428,"
Вестник Пермского университета. Юридические науки. 
2017. 
№ 38.  С. 508-520.
"
ПРАВОВОЙ ЭКСПЕРИМЕНТ И РАЗВИТИЕ ПРАВА,"Сивицкий В.А., Сорокин М.Ю.",Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=34399353,"
Право. Журнал Высшей школы экономики. 
2016. 
№ 4.  С. 15-30.
"
НУЖЕН ЛИ КОНСТИТУЦИОННЫЙ (УСТАВНЫЙ) СУД В СУБЪЕКТЕ РФ?,Худолей К.М.,Вестник Пермского университета. Юридические науки,https://elibrary.ru/contents.asp?id=34340122,"
Вестник Пермского университета. Юридические науки. 
2016. 
№ 34.  С. 391-401.
"
"ПРОБЛЕМЫ ПРИМЕНЕНИЯ ЗАКОНОДАТЕЛЬСТВА О ПЕРСОНАЛЬНЫХ ДАННЫХ В ЭПОХУ ""БОЛЬШИХ ДАННЫХ"" (BIG DATA)",Савельев А.И.,Право. Журнал Высшей школы экономики,https://elibrary.ru/contents.asp?id=34331429,"
Право. Журнал Высшей школы экономики. 
2015. 
№ 1.  С. 43-66.
"
СОДЕРЖАНИЕ ТРУДОВОГО ДОГОВОРА О ДИСТАНЦИОННОЙ РАБОТЕ: ТЕОРЕТИЧЕСКИЕ АСПЕКТЫ,"Васильева Ю.В., Шуралева С.В.",Вестник Пермского университета. Юридические науки,https://elibrary.ru/contents.asp?id=34078006,"
Вестник Пермского университета. Юридические науки. 
2015. 
№ 2 (28).  С. 88-97.
"
