Field1,Field2,Field3_text,Field3_links,Field4
АНАЛИТИЧЕСКИЙ ОБЗОР АУДИОВИЗУАЛЬНЫХ СИСТЕМ ДЛЯ ОПРЕДЕЛЕНИЯ СРЕДСТВ ИНДИВИДУАЛЬНОЙ ЗАЩИТЫ НА ЛИЦЕ ЧЕЛОВЕКА,"Двойникова А.А., Маркитантов М.В., Рюмина Е.В., Рюмин Д.А., Карпов А.А.",Информатика и автоматизация,https://elibrary.ru/contents.asp?id=46618787,"
Информатика и автоматизация. 
2021. 
Т. 20. № 5.  С. 1116-1152.
"
ИДЕНТИФИКАЦИЯ НЕЙРОСЕТЕВОЙ МОДЕЛИ РОБОТА ДЛЯ РЕШЕНИЯ ЗАДАЧИ ОПТИМАЛЬНОГО УПРАВЛЕНИЯ,"Шмалько Е.Ю., Румянцев Ю.А., Байназаров Р.Р., Ямшанов К.Л.",Информатика и автоматизация,https://elibrary.ru/contents.asp?id=47276617,"
Информатика и автоматизация. 
2021. 
Т. 20. № 6.  С. 1254-1278.
"
РАСПОЗНАВАНИЕ ОТТЕНКА ЦВЕТОВОЙ МЕТКИ НА ОСНОВЕ НЕЧЁТКОЙ КЛАСТЕРИЗАЦИИ,"Бобырь М.В., Архипов А.Е., Якушев А.С.",Информатика и автоматизация,https://elibrary.ru/contents.asp?id=45594816,"
Информатика и автоматизация. 
2021. 
Т. 20. № 2.  С. 407-434.
"
ГИБРИДНЫЙ МЕТОД ОБУЧЕНИЯ СВЕРТОЧНЫХ НЕЙРОННЫХ СЕТЕЙ,"Голубинский А.Н., Толстых А.А.",Информатика и автоматизация,https://elibrary.ru/contents.asp?id=45594816,"
Информатика и автоматизация. 
2021. 
Т. 20. № 2.  С. 463-490.
"
ПРИМЕНЕНИЕ КЛАСТЕРНОГО АНАЛИЗА С ЭЛЕМЕНТАМИ НЕЧЕТКОЙ ЛОГИКИ ДЛЯ ОЦЕНКИ ОКРУЖАЮЩЕЙ ОБСТАНОВКИ ГРУППЫ РОБОТОТЕХНИЧЕСКИХ СРЕДСТВ,"Кочетков М.П., Корольков Д.Н., Петров В.Ф., Петров О.В., Терентьев А.И., Симонов С.Б.",Информатика и автоматизация,https://elibrary.ru/contents.asp?id=44826886,"
Информатика и автоматизация. 
2020. 
Т. 19. № 4.  С. 746-773.
"
КОНТЕКСТНО-УПРАВЛЯЕМЫЙ ПОДХОД К ИНТЕЛЛЕКТУАЛЬНОЙ ПОДДЕРЖКЕ ПРИНЯТИЯ РЕШЕНИЙ НА ОСНОВЕ ЦИФРОВЫХ СЛЕДОВ ПОЛЬЗОВАТЕЛЕЙ,"Смирнов А.В., Левашова Т.В.",Информатика и автоматизация,https://elibrary.ru/contents.asp?id=44269278,"
Информатика и автоматизация. 
2020. 
Т. 19. № 5.  С. 915-941.
"
ДЕКОМПОЗИЦИОННЫЙ ПОДХОД К ИССЛЕДОВАНИЮ ФОРМАЛЬНЫХ КОНТЕКСТОВ,"Быкова В.В., Монгуш Ч.М.",Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=38555957,"
Прикладная дискретная математика. 
2019. 
№ 44.  С. 113-126.
"
ИМИТАЦИОННАЯ МОДЕЛЬ ПРОЦЕССОВ МИГРАЦИИ В СТРАНАХ С УЧЕТОМ УРОВНЯ ОБРАЗОВАНИЯ,Белотелов Н.В.,Математическое моделирование и численные методы,https://elibrary.ru/contents.asp?id=44373249,"
Математическое моделирование и численные методы. 
2019. 
№ 4 (24).  С. 91-99.
"
МОДЕЛИРОВАНИЕ ХАРАКТЕРИСТИК НАНОКОМПОЗИЦИОННОГО МАТЕРИАЛА СО СФЕРИЧЕСКИМИ ВКЛЮЧЕНИЯМИ ПРИ ИСПОЛЬЗОВАНИИ ГЕНЕТИЧЕСКОГО АЛГОРИТМА,"Романчук С.П., Корчагин С.А., Терин Д.В.",Математическое моделирование и численные методы,https://elibrary.ru/contents.asp?id=41264928,"
Математическое моделирование и численные методы. 
2018. 
№ 2 (18).  С. 20-31.
"
МОДЕЛИРОВАНИЕ НЕЙРОННОЙ СЕТИ ДЛЯ РЕШЕНИЯ ЗАДАЧИ КЛАССИФИКАЦИИ ЭЛЕМЕНТОВ КОРПУСА ЛЕТАТЕЛЬНОГО АППАРАТА,"Булгаков В.Н., Рацлав Р.А., Сапожников Д.А., Чернышев И.В.",Математическое моделирование и численные методы,https://elibrary.ru/contents.asp?id=41540332,"
Математическое моделирование и численные методы. 
2018. 
№ 4 (20).  С. 57-71.
"
О НЕИЗБЫТОЧНОМ ПРЕДСТАВЛЕНИИ МИНИМАКСНОГО БАЗИСА СТРОГИХ АССОЦИАТИВНЫХ ПРАВИЛ,"Быкова В.В., Катаева А.В.",Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=34526605,"
Прикладная дискретная математика. 
2017. 
№ 36.  С. 113-126.
"
ПРИМЕНЕНИЕ СУММ ГАУССА ДЛЯ ВЫЧИСЛЕНИЯ ТОЧНЫХ ЗНАЧЕНИЙ ЧИСЛА ПОЯВЛЕНИЙ ЭЛЕМЕНТОВ ПОЛЯ НА ЦИКЛАХ ЛИНЕЙНЫХ РЕКУРРЕНТНЫХ ПОСЛЕДОВАТЕЛЬНОСТЕЙ,"Глухов М.М., Камловский О.В.",Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=34526605,"
Прикладная дискретная математика. 
2017. 
№ 36.  С. 25-50.
"
ВЛИЯНИЕ ТОЧЕЧНЫХ ДЕФЕКТОВ СТРУКТУРЫ КЛЕТОЧНО-АВТОМАТНОГО ВЫЧИСЛИТЕЛЯ НА РЕШЕНИЕ 2D СКАЛЯРНОГО ВОЛНОВОГО УРАВНЕНИЯ,"Матюшкин И.В., Заплетина М.А.",Математическое моделирование и численные методы,https://elibrary.ru/contents.asp?id=34840718,"
Математическое моделирование и численные методы. 
2017. 
№ 3 (15).  С. 3-19.
"
ПОСТРОЕНИЕ КОРПУСА ТЕКСТОВ ДЛЯ НАСТРОЙКИ ТОНОВОГО КЛАССИФИКАТОРА,Рубцова Ю.В.,Программные продукты и системы,https://elibrary.ru/contents.asp?id=34064765,"
Программные продукты и системы. 
2015. 
№ 1.  С. 72-78.
"
ОБ ИСТОРИИ КРИПТОГРАФИИ В РОССИИ,Токарева Н.Н.,Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=33791736,"
Прикладная дискретная математика. 
2012. 
№ 4 (18).  С. 82-107.
"
ЯЗЫК ПРОГРАММИРОВАНИЯ ASPECTTALK,Стефанцов Д.А.,Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=33733433,"
Прикладная дискретная математика. 
2012. 
№ 1 (15).  С. 91-110.
"
МЕТОД АВТОМАТИЗИРОВАННОГО ПОИСКА ПРОГРАММНЫХ ОШИБОК В АЛГОРИТМАХ ОБРАБОТКИ СЛОЖНОСТРУКТУРИРОВАННЫХ ДАННЫХ,Макаров А.Н.,Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=33389752,"
Прикладная дискретная математика. 
2009. 
№ 3 (5).  С. 117-127.
"
ЛОГИЧЕСКИЕ МЕТОДЫ ПОСТРОЕНИЯ И АНАЛИЗА МОДЕЛЕЙ ВЫБОРА,Шоломов Л.А.,Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=33333389,"
Прикладная дискретная математика. 
2009. 
№ 1 (3).  С. 38-71.
"
ПОДХОДЫ К ПОСТРОЕНИЮ ДП-МОДЕЛИ ФАЙЛОВЫХ СИСТЕМ,Буренин П.В.,Прикладная дискретная математика,https://elibrary.ru/contents.asp?id=33333389,"
Прикладная дискретная математика. 
2009. 
№ 1 (3).  С. 93-113.
"
