Field1,Field2,Field3_text,Field3_links,Field4
ОСОБЕННОСТИ ФОРМИРОВАНИЯ ПОВЕСТКИ ДНЯ РЕГИОНАЛЬНЫХ СМИ,Новак А.А.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34844074,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 1.  С. 129-144.
"
ТЕОРИЯ МЕДИА КАК ПЕРЕКРЕСТОК НАУЧНЫХ ПОДХОДОВ И МЕТОДОВ,Вартанова Е.Л.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34844074,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 1.  С. 165-176.
"
СИСТЕМНОСТЬ И ОРГАНИЗОВАННОСТЬ МЕДИАСФЕРЫ: ИНТЕГРАТИВНЫЕ АСПЕКТЫ,Шкондин М.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34844074,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 1.  С. 177-186.
"
СПОРТ КАК МЕДИАКОММУНИКАЦИОННЫЙ ФЕНОМЕН,Данилова М.Н.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=36313276,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 3.  С. 519-538.
"
СМИ И ВИРТУАЛЬНАЯ РЕАЛЬНОСТЬ: НОВЫЕ ВОЗМОЖНОСТИ И ПЕРСПЕКТИВЫ,"Суходолов А.П., Тимофеев С.В.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=36735700,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 4.  С. 567-580.
"
ПРИВЛЕЧЕНИЕ АУДИТОРИИ К ЦИФРОВЫМ СМИ С ПОМОЩЬЮ ЭЛЕМЕНТОВ ГЕЙМИФИКАЦИИ,"Карпикова И.С., Артамонова В.В.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=36735700,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 4.  С. 599-614.
"
ТРАНСФОРМАЦИИ МЕДИАСРЕДЫ КАК ОБЪЕКТ ИССЛЕДОВАНИЯ ТЕОРИИ МАССОВЫХ КОММУНИКАЦИЙ,"Киуру К.В., Кривоносов А.Д.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=36735700,"
Вопросы теории и практики журналистики. 
2018. 
Т. 7. № 4.  С. 711-723.
"
"""ЛИЦО С ЭКРАНА"". В ЧЕМ СЕКРЕТ ПОПУЛЯРНОСТИ ТОК-ШОУ ""ВДУДЬ""?",Подосокорский Н.Н.,Наука телевидения,https://www.elibrary.ru/contents.asp?id=36400953,"
Наука телевидения. 
2018. 
Т. 14. № 3.  С. 151-166.
"
"""ФЕЙКОВЫЕ НОВОСТИ"" КАК ФЕНОМЕН СОВРЕМЕННОГО МЕДИАПРОСТРАНСТВА: ПОНЯТИЕ, ВИДЫ, НАЗНАЧЕНИЕ, МЕРЫ ПРОТИВОДЕЙСТВИЯ","Суходолов А.П., Бычкова А.М.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34400603,"
Вопросы теории и практики журналистики. 
2017. 
Т. 6. № 2.  С. 143-169.
"
"МЕДИАЛОГИЯ - НАУКА БУДУЩЕГО (ПРИГЛАШЕНИЕ К ПРОДОЛЖЕНИЮ ДИСКУССИИ, НАЧАТОЙ ЖУРНАЛОМ В 2016 Г.)","Суходолов А.П., Рачков М.П.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34544276,"
Вопросы теории и практики журналистики. 
2017. 
Т. 6. № 3.  С. 267-286.
"
АНАЛИЗ ПОДХОДОВ В МОДЕЛИРОВАНИИ СРЕДСТВ МАССОВОЙ ИНФОРМАЦИИ,"Суходолов А.П., Кузнецова И.А., Тимофеев С.В.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34544276,"
Вопросы теории и практики журналистики. 
2017. 
Т. 6. № 3.  С. 287-305.
"
ТРЭВЕЛ-ЖУРНАЛИСТИКА: СПЕЦИФИКА НАПРАВЛЕНИЯ И ЕГО ПРОБЛЕМЫ,Кривцов Н.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34544276,"
Вопросы теории и практики журналистики. 
2017. 
Т. 6. № 3.  С. 347-365.
"
К ПРОБЛЕМЕ КАЧЕСТВА ТЕКСТОВ НАУЧНО-ПОПУЛЯРНОЙ ПРОБЛЕМАТИКИ В СРЕДСТВАХ МАССОВОЙ ИНФОРМАЦИИ,"Фролова Т.И., Суворова С.П., Ильченко Д.С., Бугаева А.С.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34231017,"
Вопросы теории и практики журналистики. 
2016. 
Т. 5. № 2.  С. 233-246.
"
МЕДИАОБРАЗ УЧИТЕЛЯ В СОВРЕМЕННЫХ СРЕДСТВАХ МАССОВОЙ ИНФОРМАЦИИ: ОСНОВНЫЕ НАПРАВЛЕНИЯ И ФАКТОРЫ ТРАНСФОРМАЦИИ,Солдаткина Я.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34231017,"
Вопросы теории и практики журналистики. 
2016. 
Т. 5. № 2.  С. 261-277.
"
КОНВЕРГЕНТНЫЕ ЖАНРЫ В СОВРЕМЕННОЙ ПЕРИОДИКЕ,"Виноградский В.С., Куницына Н.В.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34260717,"
Вопросы теории и практики журналистики. 
2016. 
Т. 5. № 3.  С. 370-381.
"
ИЗУЧЕНИЕ ЖУРНАЛИСТИКИ В КОНТЕКСТЕ ОБЩЕНАУЧНЫХ ПАРАДИГМ,Свитич Л.Г.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34337954,"
Вопросы теории и практики журналистики. 
2016. 
Т. 5. № 4.  С. 546-561.
"
"МЕДИАТЕКСТ: СИНТЕЗ ЖУРНАЛИСТСКОГО, РЕКЛАМНОГО И PR-ТЕКСТА В УСЛОВИЯХ КОНВЕРГЕНТНЫХ СМИ",Милославская З.А.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34337954,"
Вопросы теории и практики журналистики. 
2016. 
Т. 5. № 4.  С. 576-587.
"
АВТОР КАК РЕАЛЬНЫЙ ЧЕЛОВЕК И ОБРАЗ АВТОРА В МЕДИАТЕКСТЕ,Распопова С.С.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34062860,"
Вопросы теории и практики журналистики. 
2015. 
Т. 4. № 2.  С. 149-158.
"
ОТ ИНФОРМАЦИОННОГО СОПРОВОЖДЕНИЯ К ИНФОРМАЦИОННОМУ ПАРТНЕРСТВУ,"Дзялошинский И.М., Дзялошинская М.И.",Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34114578,"
Вопросы теории и практики журналистики. 
2015. 
Т. 4. № 4.  С. 349-365.
"
ФОРМИРОВАНИЕ ИМИДЖА БРЕНДА В ИНТЕРНЕТ-ПРОСТРАНСТВЕ: СОЦИОЛИНГВИСТИЧЕСКИЕ И СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКИЕ ТЕХНОЛОГИИ,Кузьмина О.Г.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34114578,"
Вопросы теории и практики журналистики. 
2015. 
Т. 4. № 4.  С. 431-440.
"
ТЕКСТ И МЕДИАТЕКСТ: ПРОБЛЕМА ДИФФЕРЕНЦИАЦИИ ПОНЯТИЙ,Красноярова О.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=34046385,"
Вопросы теории и практики журналистики. 
2015. 
Т. 4. № 1.  С. 85-100.
"
"""ПОРТРЕТ ГЕРОЯ"": ЦЕННОСТНО-СМЫСЛОВЫЕ И ТВОРЧЕСКИЕ АСПЕКТЫ",Зеленина Е.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=33966466,"
Вопросы теории и практики журналистики. 
2014. 
№ 2.  С. 33-52.
"
О ВЗАИМОСВЯЗИ ТЕЛЕВИЗИОННЫХ ПРЕДПОЧТЕНИЙ И ЦЕННОСТНЫХ ОРИЕНТАЦИЙ РОССИЯН: ОПЫТ ЭМПИРИЧЕСКОГО ИССЛЕДОВАНИЯ,Шариков А.В.,Наука телевидения,https://www.elibrary.ru/contents.asp?id=34469621,"
Наука телевидения. 
2014. 
Т. 11.  С. 301-323.
"
ПРАКТИКА ИСПОЛЬЗОВАНИЯ МЕТОДА ЭКСПЕРИМЕНТА В МОДЕЛИРОВАНИИ ИЗДАНИЙ,Вершинин В.А.,Вестник Томского государственного университета. Филология,https://www.elibrary.ru/contents.asp?id=33906417,"
Вестник Томского государственного университета. Филология. 
2013. 
№ 6 (26).  С. 101-109.
"
"К ИСТОРИИ ЗАМЫСЛА ГАЗЕТ П.И. МАКУШИНА ""ТОМСКИЙ ЛИСТОК"" И ""ТОМСКИЙ СПРАВОЧНЫЙ ЛИСТОК""",Жилякова Н.В.,Вестник Томского государственного университета. Филология,https://www.elibrary.ru/contents.asp?id=33826308,"
Вестник Томского государственного университета. Филология. 
2013. 
№ 2 (22).  С. 111-117.
"
"ГНОСЕОЛОГИЧЕСКИЕ И КОММУНИКАТИВНЫЕ УСТАНОВКИ АВТОРОВ ЖУРНАЛА ""ВОКРУГ СВЕТА""",Литке М.В.,Вестник Томского государственного университета. Филология,https://www.elibrary.ru/contents.asp?id=33850990,"
Вестник Томского государственного университета. Филология. 
2013. 
№ 5 (25).  С. 116-126.
"
МИССИЯ ЖУРНАЛИСТИКИ: ПОЛЕ ПОНЯТИЙ И ТЕРМИНОВ,Свитич Л.Г.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=33836398,"
Вопросы теории и практики журналистики. 
2013. 
№ 1.  С. 16-36.
"
МИССИЯ ЖУРНАЛИСТИКИ: СИСТЕМНЫЕ АСПЕКТЫ,Шкондин М.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=33836398,"
Вопросы теории и практики журналистики. 
2013. 
№ 1.  С. 37-48.
"
МЕДИАПРОСТРАНСТВО РОССИИ: ЭКОЛОГИЧЕСКИЙ АСПЕКТ,Дзялошинский И.М.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=33836398,"
Вопросы теории и практики журналистики. 
2013. 
№ 1.  С. 64-79.
"
РЕГИОНАЛЬНАЯ ЖУРНАЛИСТИКА: СЕГОДНЯ И ЗАВТРА,Тулупов В.В.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=33844180,"
Вопросы теории и практики журналистики. 
2013. 
№ 2.  С. 78-92.
"
ЖУРНАЛИЗМ В КОНТЕКСТЕ СОВРЕМЕННЫХ НАУЧНЫХ ПАРАДИГМ,Свитич Л.Г.,Вопросы теории и практики журналистики,https://www.elibrary.ru/contents.asp?id=33836092,"
Вопросы теории и практики журналистики. 
2012. 
№ 2.  С. 9-21.
"
РЕАЛИЗАЦИЯ МЕДИАСЦЕНАРИЯ В СОВРЕМЕННОМ МЕДИАПЕРФОМАНСЕ (НА ПРИМЕРЕ СВАДЬБЫ),"Желтухина М.Р., Доброниченко Е.В.",Наука телевидения,https://www.elibrary.ru/contents.asp?id=34469619,"
Наука телевидения. 
2012. 
Т. 9.  С. 188-198.
"
ФЕНОМЕН ИНФОТЕЙНМЕНТА НА ТЕЛЕВИДЕНИИ,Богданова Е.М.,Наука телевидения,https://www.elibrary.ru/contents.asp?id=34469619,"
Наука телевидения. 
2012. 
Т. 9.  С. 219-223.
"
ЗАКОНЫ ТЕЛЕАУДИТОРИИ: ОПЫТ ЭМПИРИЧЕСКИХ ИССЛЕДОВАНИЙ,Шариков А.В.,Наука телевидения,https://www.elibrary.ru/contents.asp?id=34469619,"
Наука телевидения. 
2012. 
Т. 9.  С. 33-50.
"
ИНФОГРАФИКА В АРСЕНАЛЕ ЖУРНАЛИСТА СОВРЕМЕННОЙ РОССИЙСКОЙ РЕГИОНАЛЬНОЙ ГАЗЕТЫ,Тихонова Е.М.,Вестник Томского государственного университета. Филология,https://www.elibrary.ru/contents.asp?id=33661508,"
Вестник Томского государственного университета. Филология. 
2011. 
№ 2 (14).  С. 145-152.
"
ГЛОБАЛИЗАЦИЯ И МОДЕЛИРОВАНИЕ НАЦИОНАЛЬНЫХ МЕДИАСИСТЕМ,Ершов Ю.М.,Вестник Томского государственного университета. Филология,https://www.elibrary.ru/contents.asp?id=33657772,"
Вестник Томского государственного университета. Филология. 
2010. 
№ 2 (10).  С. 81-88.
"
О КЛИПОВОСТИ МАССОВОЙ МЕДИАКУЛЬТУРЫ,Желтухина М.Р.,Наука телевидения,https://www.elibrary.ru/contents.asp?id=34335187,"
Наука телевидения. 
2010. 
Т. 7.  С. 283-292.
"
АУДИТОРИЯ БУДУЩЕГО: ПЕРСПЕКТИВЫ ПОЗНАВАТЕЛЬНОГО ВЕЩАНИЯ,Ершов Ю.М.,Вестник Томского государственного университета. Филология,https://www.elibrary.ru/contents.asp?id=33414908,"
Вестник Томского государственного университета. Филология. 
2009. 
№ 2 (6).  С. 101-108.
"
