Field1,Field2,Field3_text,Field3_links,Field4
АНТАГОНИСТИЧЕСКИЙ ПОТЕНЦИАЛ СИБИРСКИХ ШТАММОВ BACILLUS SPP. В ОТНОШЕНИИ ВОЗБУДИТЕЛЕЙ БОЛЕЗНЕЙ ЖИВОТНЫХ И РАСТЕНИЙ,"Леляк А.А., Штерншис М.В.",Вестник Томского государственного университета. Биология,https://elibrary.ru/contents.asp?id=34048341,"
Вестник Томского государственного университета. Биология. 
2014. 
№ 1 (25).  С. 42-55.
"
СТРАТЕГИЯ БОРЬБЫ С ВИРУСНОЙ ДИАРЕЕЙ – БОЛЕЗНЬЮ СЛИЗИСТЫХ КРУПНОГО РОГАТОГО СКОТА В ЖИВОТНОВОДЧЕСКИХ ХОЗЯЙСТВАХ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Гулюкин М.И., Юров К.П., Глотов А.Г., Донченко Н.А.",Вопросы вирусологии,https://elibrary.ru/contents.asp?id=33923786,"
Вопросы вирусологии. 
2013. 
Т. 58. № 6.  С. 13-18.
"
ОПТИМИЗАЦИЯ УСЛОВИЙ ОСВЕЩЕНИЯ ПРИ КУЛЬТИВИРОВАНИИ МИКРОКЛОНОВ SOLANUM TUBEROSUM L. СОРТА ЛУГОВСКОЙ IN VITRO,"Головацкая И.Ф., Дорофеев В.Ю., Медведева И.Е., Никифоров П.Е., Карначук Р.А.",Вестник Томского государственного университета. Биология,https://elibrary.ru/contents.asp?id=33938617,"
Вестник Томского государственного университета. Биология. 
2013. 
№ 4 (24).  С. 133-144.
"
"АССОРТИМЕНТ ДРЕВЕСНЫХ РАСТЕНИЙ, ИСПОЛЬЗУЕМЫХ В ОЗЕЛЕНЕНИИ Г ТОМСКА","Куклина Т.Э., Мерзлякова И.Е.",Вестник Томского государственного университета. Биология,https://elibrary.ru/contents.asp?id=33938617,"
Вестник Томского государственного университета. Биология. 
2013. 
№ 4 (24).  С. 47-66.
"
ХАРАКТЕРИСТИКА ЦЕНОПОПУЛЯЦИЙ РЕДКИХ ГОРНО-СКАЛЬНЫХ ВИДОВ В ЗАУРАЛЬЕ РЕСПУБЛИКИ БАШКОРТОСТАН,"Каримова О.А., Жигунов О.Ю., Голованов Я.М., Абрамова Л.М.",Вестник Томского государственного университета. Биология,https://elibrary.ru/contents.asp?id=33990193,"
Вестник Томского государственного университета. Биология. 
2013. 
№ 2 (22).  С. 70-83.
"
ЭПИГЕНЕТИКА СЕГОДНЯ И ЗАВТРА,Ванюшин Б.Ф.,Вавиловский журнал генетики и селекции,https://elibrary.ru/contents.asp?id=33940376,"
Вавиловский журнал генетики и селекции. 
2013. 
Т. 17. № 4-2.  С. 805-832.
"
РЕАКЦИЯ ПИГМЕНТНОЙ И АНТИОКСИДАНТНОЙ СИСТЕМ РАСТЕНИЙ НА ЗАГРЯЗНЕНИЕ ОКРУЖАЮЩЕЙ СРЕДЫ Г. КАЛИНИНГРАДА ВЫБРОСАМИ АВТОТРАНСПОРТА,"Чупахина Г.Н., Масленников П.В., Скрыпник Л.Н., Бессережнова М.И.",Вестник Томского государственного университета. Биология,https://elibrary.ru/contents.asp?id=33737131,"
Вестник Томского государственного университета. Биология. 
2012. 
№ 2 (18).  С. 171-185.
"
СОДЕРЖАНИЕ НЕКОТОРЫХ ТЯЖЕЛЫХ МЕТАЛЛОВ В РАСТИТЕЛЬНОСТИ ПОЛЕВЫХ И ЛУГОВЫХ АГРОФИТОЦЕНОЗОВ В УСЛОВИЯХ ТЕХНОГЕННОГО ЗАГРЯЗНЕНИЯ ПОЧВЕННОГО ПОКРОВА,Позняк С.С.,Вестник Томского государственного университета. Биология,https://elibrary.ru/contents.asp?id=33657982,"
Вестник Томского государственного университета. Биология. 
2011. 
№ 1 (13).  С. 123-137.
"
ИСТОРИЧЕСКОЕ РАЗВИТИЕ ЖУКОВ СЕМЕЙСТВА NEMONYCHIDAE (COLEOPTERA) С ОПИСАНИЕМ НОВЫХ ТАКСОНОВ,Легалов А.А.,Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33613541,"
Евразиатский энтомологический журнал. 
2010. 
Т. 9. № 3.  С. 457-473.
"
"ПОЧВООБИТАЮЩИЕ ГАМАЗОВЫЕ КЛЕЩИ (ACARI, MESOSTIGMATA) СЕВЕРО-ВОСТОЧНОГО АЛТАЯ: ТАКСОНОМИЧЕСКИЕ, АРЕАЛОГИЧЕСКИЕ И СТРУКТУРНЫЕ ИЗМЕНЕНИЯ СООБЩЕСТВ НА ВЫСОТНОМ ГРАДИЕНТЕ",Марченко И.И.,Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33652690,"
Евразиатский энтомологический журнал. 
2010. 
Т. 9. № 4.  С. 741-756.
"
"ДНЕВНЫЕ ЧЕШУЕКРЫЛЫЕ (LEPIDOPTERA, DIURNA) ОМСКОЙ ОБЛАСТИ",Князев С.А.,Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33387401,"
Евразиатский энтомологический журнал. 
2009. 
Т. 8. № 4.  С. 441-461.
"
"НАСЕЛЕНИЕ ГЕРПЕТОБИОНТНЫХ ПАУКОВ (ARANEI) ЗАКАЗНИКА ""ПРЕДУРАЛЬЕ"" В ПЕРМСКОЙ ОБЛАСТИ","Есюнин С.Л., Шумиловских Л.С.",Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33380184,"
Евразиатский энтомологический журнал. 
2008. 
Т. 7. № 1.  С. 47-56.
"
СТРЕКОЗЫ (ODONATA) СРЕДНЕЙ АЗИИ. ЧАСТЬ 2 (ANISOPTERA),"Борисов С.Н., Харитонов А.Ю.",Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33380278,"
Евразиатский энтомологический журнал. 
2008. 
Т. 7. № 2.  С. 97-123.
"
"СИСТЕМАТИЧЕСКИЙ СПИСОК ЖЕСТКОКРЫЛЫХ (INSECTA, COLEOPTERA) УДМУРТИИ","Дедюхин Св., Никитский Н.Б., Семенов В.Б.",Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33178351,"
Евразиатский энтомологический журнал. 
2005. 
Т. 4. № 4.  С. 293-315.
"
"НОВЫЕ НАХОДКИ НЕМОРАЛЬНЫХ ВИДОВ НАСЕКОМЫХ ИЗ ОТРЯДОВ DIPTERA, COLEOPTERA, NEUROPTERA, MECOPTERA, LEPIDOPTERA В ПРИАРГУНЬЕ (ЧИТИНСКАЯ ОБЛАСТЬ) И ИХ ВОЗМОЖНОЕ ЗООГЕОГРАФИЧЕСКОЕ ЗНАЧЕНИЕ","Дубатолов В.В., Василенко С.В., Стрельцов А.Н.",Евразиатский энтомологический журнал,https://elibrary.ru/contents.asp?id=33178319,"
Евразиатский энтомологический журнал. 
2003. 
Т. 2. № 3.  С. 167-180.
"
