Field1,Field2,Field3_text,Field3_links,Field4
"НОВЫЕ ИНТРОГРЕССИВНЫЕ ФОРМЫ КУЛЬТУРНОГО ЯЧМЕНЯ, ПОЛУЧЕННЫЕ НА ОСНОВЕ МЕЖВИДОВЫХ ГИБРИДОВ HORDEUM VULGARE L. × HORDEUM BULBOSUM L",Пендинен Г.И.,Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=47979920,"
Биотехнология и селекция растений. 
2021. 
Т. 4. № 4.  С. 25-39.
"
"МОЛЕКУЛЯРНОЕ МАРКИРОВАНИЕ ГЕНОВ VRN, PPD И РЕАКЦИЯ НА ЯРОВИЗАЦИЮ УЛЬТРАСКОРОСПЕЛЫХ ЛИНИЙ ЯРОВОЙ МЯГКОЙ ПШЕНИЦЫ TRITICUM AESTIVUM L","Ригин Б.В., Зуев Е.В., Матвиенко И.И., Андреева А.С.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=47466649,"
Биотехнология и селекция растений. 
2021. 
Т. 4. № 3.  С. 26-36.
"
ДИАГНОСТИЧЕСКАЯ ЦЕННОСТЬ МОЛЕКУЛЯРНЫХ МАРКЕРОВ ГЕНА RF1 ПОДСОЛНЕЧНИКА,"Анисимова И.Н., Карабицина Ю.И., Алпатьева Н.В., Кузнецова Е.Б., Титов Н.В., Лютко А.Ю., Гаврилова В.А.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=47318232,"
Биотехнология и селекция растений. 
2021. 
Т. 4. № 2.  С. 28-37.
"
ГЕН ROLC АГРОБАКТЕРИЙ: НА ПУТИ К ПОНИМАНИЮ ФУНКЦИИ,"Хафизова Г.В., Матвеева Т.В.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=46668655,"
Биотехнология и селекция растений. 
2021. 
Т. 4. № 1.  С. 36-46.
"
ТЕХНОЛОГИЯ МИКРОБИОЛОГИЧЕСКОЙ ПЕРЕРАБОТКИ РАСТИТЕЛЬНОГО СЫРЬЯ КУЛЬТУРАМИ PLEUROTUS С ПОЛУЧЕНИЕМ КОРМОВЫХ ПРОДУКТОВ,"Тарнопольская В.В., Рязанова Т.В., Демиденко Н.Ю., Ерёменко О.Н.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=44529522,"
Химия растительного сырья. 
2020. 
№ 4.  С. 405-414.
"
АМИНОКИСЛОТНЫЙ СОСТАВ ПРОДУКТОВ БИОКОНВЕРСИИ ПОСЛЕЭКСТРАКЦИОННЫХ ОСТАТКОВ ВЕГЕТАТИВНОЙ ЧАСТИ РАСТЕНИЙ ГРИБАМИ FOMITOPSIS PINICOLA (SW.) P. KARST (FP5-15),"Мамаева О.О., Исаева Е.В.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=44529522,"
Химия растительного сырья. 
2020. 
№ 4.  С. 427-434.
"
ЖИРОВАЯ ТКАНЬ ОВЦЫ КАК ИСТОЧНИК МУЛЬТИПОТЕНТНЫХ МЕЗЕНХИМНЫХ СТВОЛОВЫХ КЛЕТОК,"Викторова Е.В., Коровина Д.Г.",Гены и Клетки,https://elibrary.ru/contents.asp?id=44248939,"
Гены и Клетки. 
2020. 
Т. 15. № S3.  С. 9.
"
ОЦЕНКА КАЧЕСТВА ПРИРОДНЫХ ВОД ОЗЕРА БОЛЬШАЯ НАНОГА ПО ГИДРОХИМИЧЕСКИМ ПОКАЗАТЕЛЯМ,Мещерякова Г.В.,Вестник биотехнологии,https://elibrary.ru/contents.asp?id=43977241,"
Вестник биотехнологии. 
2020. 
№ 2 (23).  С. 18.
"
ИСПОЛЬЗОВАНИЕ МЕТОДОВ МОЛЕКУЛЯРНОЙ ЦИТОГЕНЕТИКИ В ИССЛЕДОВАНИЯХ ОТДАЛЕННЫХ ГИБРИДОВ КАРТОФЕЛЯ,Макарова Т.О.,Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=44465275,"
Биотехнология и селекция растений. 
2020. 
Т. 3. № 2.  С. 30-38.
"
"РЕДАКТИРОВАНИЕ ГЕНОВ ПШЕНИЦЫ, ЯЧМЕНЯ И КУКУРУЗЫ С ИСПОЛЬЗОВАНИЕМ СИСТЕМЫ CRISPR/CAS","Стрыгина К.В., Хлесткина Е.К.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=43795639,"
Биотехнология и селекция растений. 
2020. 
Т. 3. № 1.  С. 46-56.
"
"НОМЕНКЛАТУРНЫЕ СТАНДАРТЫ СОВРЕМЕННЫХ РОССИЙСКИХ СОРТОВ КАРТОФЕЛЯ, ХРАНЯЩИЕСЯ В ГЕРБАРИИ ВИР (WIR): НОВЫЕ ПОДХОДЫ К РЕГИСТРАЦИИ СОРТОВОГО ГЕНОФОНДА В ГЕНБАНКАХ","Гавриленко Т.А., Чухина И.Г.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=45608318,"
Биотехнология и селекция растений. 
2020. 
Т. 3. № 3.  С. 6-17.
"
ДЛИТЕЛЬНОЕ СОХРАНЕНИЕ СОВРЕМЕННЫХ РОССИЙСКИХ СОРТОВ КАРТОФЕЛЯ В КРИОБАНКЕ ВИР,"Ефремова О.С., Волкова Н.Н., Гавриленко Т.А.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=45608318,"
Биотехнология и селекция растений. 
2020. 
Т. 3. № 3.  С. 68-76.
"
ОСОБЕННОСТИ ИЗВЛЕЧЕНИЙ ИЗ БИОТЕХНОЛОГИЧЕСКОГО РАСТИТЕЛЬНОГО СЫРЬЯ В СВЯЗИ С ЭКСТРАКЦИЕЙ В СУБКРИТИЧЕСКИХ УСЛОВИЯХ И НАПРАВЛЕННЫМ БИОСИНТЕЗОМ ВТОРИЧНЫХ МЕТАБОЛИТОВ,"Тихомирова Л.И., Базарнова Н.Г., Ильичева Т.Н.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=41311612,"
Химия растительного сырья. 
2019. 
№ 3.  С. 241-252.
"
"СОСТОЯНИЕ RIG-I- И NF-KB-СИГНАЛЬНЫХ ПУТЕЙ В МОНОНУКЛЕАРНЫХ КЛЕТКАХ ЦЕЛЬНОЙ КРОВИ ПРАКТИЧЕСКИ ЗДОРОВЫХ ЛИЦ И РЕКОНВАЛЕСЦЕНТОВ ПНЕВМОНИИ, ПОДВЕРГНУТЫХ МИТОГЕННОЙ СТИМУЛЯЦИИ","Терехов И.В., Никифоров В.С., Бондарь С.С., Бондарь Н.В., Перфенюк В.К.",Гены и Клетки,https://elibrary.ru/contents.asp?id=42624911,"
Гены и Клетки. 
2019. 
Т. 14. № 3.  С. 131-136.
"
КОК-САГЫЗ (TARAXACUM KOK-SAGHYZ RODIN): МЕТОДЫ ВЫДЕЛЕНИЯ КАУЧУКА И ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЯ БИОТЕХНОЛОГИЧЕСКИХ ПОДХОДОВ,"Кулуев Б.Р., Минченков Н.Д., Гумерова Г.Р.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=39936396,"
Биотехнология и селекция растений. 
2019. 
Т. 2. № 2.  С. 33-43.
"
УЛУЧШЕНИЕ ПИТАТЕЛЬНЫХ СВОЙСТВ ЗЕРНОВОГО СОРГО НА ОСНОВЕ МЕТОДОВ СОВРЕМЕННОЙ ГЕНЕТИКИ И БИОТЕХНОЛОГИИ,"Эльконин Л.А., Панин В.М., Кенжегулов О.А., Геращенков Г.А.",Биотехнология и селекция растений,https://elibrary.ru/contents.asp?id=42663568,"
Биотехнология и селекция растений. 
2019. 
Т. 2. № 3.  С. 41-48.
"
РАЗРАБОТКА ТЕХНОЛОГИИ ПОЛУЧЕНИЯ ФИТОМЕЛАНИНОВ ИЗ ОТХОДОВ МАСЛИЧНОГО ПРОИЗВОДСТВА,"Иванова Л.А., Фоменко И.А., Сергеева Д.А., Чурмасова Л.А., Кабаржан Ж.К.","Health, Food & Biotechnology",https://elibrary.ru/contents.asp?id=45658431,"
Health, Food & Biotechnology. 
2019. 
Т. 1. № 2.  С. 136-146.
"
ФИЗИОЛОГИЯ ПИТАНИЯ: УЧЕБНИК / Е.Д. АМБРОСЬЕВА. КНОРУС 2018. 306 С. ISBN 978-5-406-05926-5,Лаптева Е.А.,"Health, Food & Biotechnology",https://elibrary.ru/contents.asp?id=45658431,"
Health, Food & Biotechnology. 
2019. 
Т. 1. № 2.  С. 147-150.
"
ПОЛУЧЕНИЕ КЛЕТОЧНОЙ КУЛЬТУРЫ ИМБИРЯ,"Иванова Л.А., Фоменко И.А., Фоменко В.В., Чурмасова Л.А., Щенникова А.М.","Health, Food & Biotechnology",https://elibrary.ru/contents.asp?id=45591447,"
Health, Food & Biotechnology. 
2019. 
Т. 1. № 4.  С. 92-104.
"
ФИТОХИМИЧЕСКИЙ АНАЛИЗ БИОТЕХНОЛОГИЧЕСКОГО СЫРЬЯ ПРЕДСТАВИТЕЛЕЙ РОДА POTENTILLA L,"Тихомирова Л.И., Базарнова Н.Г., Сысоева А.В., Щербакова Л.В.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=34836118,"
Химия растительного сырья. 
2018. 
№ 1.  С. 145-154.
"
БИОКОНВЕРСИЯ ВТОРИЧНЫХ ПРОДУКТОВ ПЕРЕРАБОТКИ ЗЕРНА ТРИТИКАЛЕ НА КРАХМАЛ С ИСПОЛЬЗОВАНИЕМ ГРИБА PLEUROTUS OSTREATUS,,,,
ПОЛУЧЕНИЕ РАСТИТЕЛЬНОГО СЫРЬЯ ИРИСА СИБИРСКОГО (IRIS SIBIRICA L.) МЕТОДАМИ БИОТЕХНОЛОГИИ,"Тихомирова Л.И., Базарнова Н.Г., Ильичева Т.Н., Мартиросян Ю.Ц., Афанасенкова И.В.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=36730706,"
Химия растительного сырья. 
2018. 
№ 4.  С. 235-245.
"
"МЕТОДИЧЕСКИЕ ПОДХОДЫ К ВАЛИДАЦИИ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ ПОЛУЧЕНИЯ ТЕРАПЕВТИЧЕСКИХ РЕКОМБИНАТНЫХ БЕЛКОВ НА ОСНОВЕ КОНЦЕПЦИИ ""QUALITY BY DESIGN""","Стратонова Н.В., Лисов А.С., Морозов А.Н., Тюпа Д.В., Хамитов Р.А.","Биопрепараты. Профилактика, диагностика, лечение",https://elibrary.ru/contents.asp?id=35617474,"
Биопрепараты. Профилактика, диагностика, лечение. 
2018. 
Т. 18. № 3 (67).  С. 175-183.
"
ИЗМЕНЕНИЕ СОДЕРЖАНИЯ КОМПОНЕНТОВ ILVTOLL-СИГНАЛЬНОГО ПУТИ И NF-KB В МОНОНУКЛЕАРНЫХ КЛЕТКАХ ЦЕЛЬНОЙ КРОВИ ПОД ВЛИЯНИЕМ НИЗКОИНТЕНСИВНОГО ЭЛЕКТРОМАГНИТНОГО ИЗЛУЧЕНИЯ ЧАСТОТОЙ 1 ГГЦ,"Терехов И.В., Никифоров В.С., Бондарь С.С., Бондарь Н.В., Воеводин А.А.",Гены и Клетки,https://elibrary.ru/contents.asp?id=36901587,"
Гены и Клетки. 
2017. 
Т. 12. № 2.  С. 90-96.
"
ОСОБЕННОСТИ ПРОВЕДЕНИЯ ПОЛЕВЫХ РАБОТ ПРИ ИЗУЧЕНИИ ХВОЙНЫХ ДРЕВОСТОЕВ ЕСТЕСТВЕННОГО ПРОИСХОЖДЕНИЯ,Шингарева Н.И.,Вестник биотехнологии,https://elibrary.ru/contents.asp?id=34486930,"
Вестник биотехнологии. 
2017. 
№ 3 (13).  С. 13.
"
"АНАЛИЗ ЭФФЕКТИВНОСТИ ДЕЗИНФИЦИРУЮЩИХ СРЕДСТВ КОМПАНИИ""БЕЛАСЕПТИКА""",Безносова Е.А.,Вестник биотехнологии,https://elibrary.ru/contents.asp?id=34466479,"
Вестник биотехнологии. 
2017. 
№ 1 (11).  С. 9.
"
АВТОМАТИЗИРОВАННАЯ СИСТЕМА ОЦЕНКИ ПРОЛИФЕРАТИВНОЙ АКТИВНОСТИ ЭУКАРИОТИЧЕСКИХ КЛЕТОК В ТОКСИКОЛОГИЧЕСКИХ ИССЛЕДОВАНИЯХ IN VITRO,Коломбет Л.В.,Бактериология,https://elibrary.ru/contents.asp?id=35003013,"
Бактериология. 
2017. 
Т. 2. № 2.  С. 24-29.
"
АНТИМИКРОБНАЯ АКТИВНОСТЬ НИОСОМАЛЬНОГО ГЕЛЯ С ДОКСОРУБИЦИНОМ В КОМПЛЕКСНОМ ЛЕЧЕНИИ МЕЛАНОМЫ ЧЕЛЮСТНО-ЛИЦЕВОЙ ОБЛАСТИ,"Базиков И.А., Мальцев А.Н., Зеленский В.А., Королькова В.И., Калинкина Н.И., Гоптарева Е.А.",Бактериология,https://elibrary.ru/contents.asp?id=35005305,"
Бактериология. 
2017. 
Т. 2. № 1.  С. 61-65.
"
СПОСОБ ПОЛУЧЕНИЯ ЛЕКАРСТВЕННОГО РАСТИТЕЛЬНОГО СЫРЬЯ ЛАПЧАТКИ БЕЛОЙ (POTENTILLA ALBA L.) В УСЛОВИЯХ ГИДРОПОНИКИ,"Тихомирова Л.И., Базарнова Н.Г., Ильичёва Т.Н., Сысоева А.В.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=34261692,"
Химия растительного сырья. 
2016. 
№ 3.  С. 59-66.
"
КАСКАД ТЕРМОФИЛЬНЫХ ФЕРМЕНТОВ КАК ИНСТРУМЕНТ СОЗДАНИЯ МОДИФИЦИРОВАННЫХ НУКЛЕОТИДОВ,"Есипов Р.С., Абрамчик Ю.А., Фатеев И.В., Константинова И.Д., Костромина М.А., Муравьева Т.И., Артемова К.Г., Мирошников А.И.",Acta Naturae (русскоязычная версия),https://elibrary.ru/contents.asp?id=34346634,"
Acta Naturae (русскоязычная версия). 
2016. 
Т. 8. № 4 (31).  С. 89-98.
"
АДДИТИВНОСТЬ СТАБИЛИЗИРУЮЩЕГО ЭФФЕКТА ЕДИНИЧНЫХ АМИНОКИСЛОТНЫХ ЗАМЕН В ТРОЙНЫХ МУТАНТАХ РЕКОМБИНАНТНОЙ ФОРМИАТДЕГИДРОГЕНАЗЫ ИЗ СОИ GLYCINE MAX,"Алексеева А.А., Каргов И.С., Клейменов С.Ю., Савин С.С., Тишков В.И.",Acta Naturae (русскоязычная версия),https://elibrary.ru/contents.asp?id=34188844,"
Acta Naturae (русскоязычная версия). 
2015. 
Т. 7. № 3 (26).  С. 61-71.
"
ЭФФЕКТИВНОСТЬ МЕТОДОВ ВЫДЕЛЕНИЯ ПРОДУКТОВ АЦЕТОНО-БУТИЛОВОЙ ФЕРМЕНТАЦИИ,"Сушкова В.И., Яроцкий С.В.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=33694221,"
Химия растительного сырья. 
2011. 
№ 3.  С. 5-14.
"
ИСПОЛЬЗОВАНИЕ ЖИДКОЙ ПИТАТЕЛЬНОЙ СРЕДЫ ИЗ ФЕРМЕНТАТИВНОГО ГИДРОЛИЗАТА БЕЛКОВ ОБЕЗЖИРЕННОГО F КОРОВЬЕГО МОЛОКА В ТЕХНОЛОГИИ ВАКЦИНЫ ЧУМНОЙ ЖИВОЙ СУХОЙ,"Лещенко А.А., Тетерин В.В., Лазыкин А.Г., Ежов А.В., Хонин А.З., Мохов Д.А., Бирюков В.В., Багин С.В., Логвинов С.В.","Биопрепараты. Профилактика, диагностика, лечение",https://elibrary.ru/contents.asp?id=33851173,"
Биопрепараты. Профилактика, диагностика, лечение. 
2011. 
№ 3 (43).  С. 53-56.
"
ХИТОЗАНСОДЕРЖАЩИЕ БИОЛОГИЧЕСКИ АКТИВНЫЕ ДОБАВКИ К ПИЩЕ В РАЦИОНАЛИЗАЦИИ ПИТАНИЯ НАСЕЛЕНИЯ,"Албулов А.И., Фролова М.А., Буханцев О.В., Быкова В.М., Немцев С.В., Комаров Б.А.",Рыбпром: технологии и оборудование для переработки водных биоресурсов,https://elibrary.ru/contents.asp?id=33592967,"
Рыбпром: технологии и оборудование для переработки водных биоресурсов. 
2010. 
№ 2.  С. 25-28.
"
ЖИВЫЕ СИСТЕМЫ В РОССИИ: ВЗГЛЯД СКВОЗЬ ПРИЗМУ НАУЧНЫХ ПУБЛИКАЦИЙ,"Сычёв В.В., Колесниченко А.В.",Acta Naturae (русскоязычная версия),https://elibrary.ru/contents.asp?id=33596628,"
Acta Naturae (русскоязычная версия). 
2009. 
Т. 1. № 1.  С. 19-31.
"
"ИННОВАЦИИ - ФОРМУЛА УСПЕХА, ИЛИ НА ПУТИ В СВЕТЛОЕ РЫБНОЕ БУДУЩЕЕ","Вареха Е.Ю., Черняк Ю.Д.",Рыбпром: технологии и оборудование для переработки водных биоресурсов,https://elibrary.ru/contents.asp?id=33383291,"
Рыбпром: технологии и оборудование для переработки водных биоресурсов. 
2008. 
№ 1.  С. 6-14.
"
КИТЫ РЫБНОЙ ОТРАСЛИ,,,,
ХОНДРОИТИНСУЛЬФАТ ИЗ ХРЯЩЕЙ РЫБ,"Сорокоумов И.М., Ежова Е.А., Быкова В.М., Немцев С.В., Шмидт Е.А., Албулов А.И.",Рыбпром: технологии и оборудование для переработки водных биоресурсов,https://elibrary.ru/contents.asp?id=33383289,"
Рыбпром: технологии и оборудование для переработки водных биоресурсов. 
2007. 
№ 3.  С. 18-20.
"
РАСШИРЕНИЕ СПЕКТРА ИСПОЛЬЗОВАНИЯ БАД НА ОСНОВЕ ХИТОЗАНА,"Ежова Е.А., Быкова В.М., Немцев С.В., Воротников Б.Ю.",Рыбпром: технологии и оборудование для переработки водных биоресурсов,https://elibrary.ru/contents.asp?id=33383287,"
Рыбпром: технологии и оборудование для переработки водных биоресурсов. 
2007. 
№ 1.  С. 37-39.
"
"МЕСТО ВСТРЕЧИ - ""SEAFOOD 2007""",,,,
КИТЫ ОТЕЧЕСТВЕННОЙ РЫБНОЙ ОТРАСЛИ,,,,
"МОДЕЛИРОВАНИЕ ПРОЦЕССА ПОВЫШЕНИЯ ЭНЕРГЕТИЧЕСКОЙ КОРМОВОЙ ЦЕННОСТИ ЦЕЛЛЮЛОЗОСОДЕРЖАЩЕГО СЫРЬЯ МЕТОДОМ ""АВТОГИДРОЛИЗ-ВЗРЫВ"" В ОПЫТНО-ПРОМЫШЛЕННЫХ УСЛОВИЯХ","Трофимов А.Н., Белоусов А.М.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=33183934,"
Химия растительного сырья. 
2003. 
№ 4.  С. 65-68.
"
ПОЛУЧЕНИЕ УГЛЕВОДНО-БЕЛКОВОГО КОРМА НА ОСНОВЕ СОЛОМЫ,"Трофимов А.Н., Белоусов А.М.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=33183934,"
Химия растительного сырья. 
2003. 
№ 4.  С. 69-72.
"
МАТЕМАТИЧЕСКАЯ МОДЕЛЬ РЕКТИФИКАЦИОННОЙ ОЧИСТКИ ЭТИЛОВОГО СПИРТА С УЧЕТОМ ХИМИЧЕСКИХ РЕАКЦИЙ В ЗОНЕ МАССОБМЕНА,"Лисовец С.Ю., Комарова Л.Ф.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=33184034,"
Химия растительного сырья. 
2000. 
№ 1.  С. 131-137.
"
ИЗУЧЕНИЕ ВОЗМОЖНОСТИ УЛУЧШЕНИЯ ДОБРОКАЧЕСТВЕННОСТИ ГИДРОЛИЗАТОВ СОРБЦИОННОЙ ОЧИСТКОЙ,"Левдикова В.Л., Миронов П.В., Тарченкова Т.М.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=33184168,"
Химия растительного сырья. 
1998. 
№ 2.  С. 91-94.
"
"ЭКСПЕРИМЕНТАЛЬНОЕ ОПРЕДЕЛЕНИЕ ПАРАМЕТРОВ ХВОЙНОГО ЛЕЧЕБНОГО ЭКСТРАКТА, НЕОБХОДИМЫХ ДЛЯ ОПТИМИЗАЦИИ ПРОЦЕССА КОНЦЕНТРИРОВАНИЯ В РОТОРНО-ВАКУУМНОМ ПЛЕНОЧНОМ ИСПАРИТЕЛЕ","Хантургаев Г.А., Репях С.М., Полякова Л.Е., Бадмацыренов Б.В.",Химия растительного сырья,https://elibrary.ru/contents.asp?id=33184168,"
Химия растительного сырья. 
1998. 
№ 2.  С. 95-99.
"
