Field1,Field2,Field3_text,Field3_links,Field4
ПЕРСПЕКТИВНОЕ РАЗВИТИЕ МИРОВОГО ПРОИЗВОДСТВА КОРМОВ ДЛЯ АКВАКУЛЬТУРЫ: АЛЬТЕРНАТИВНЫЕ ИСТОЧНИКИ СЫРЬЯ,Лагуткина Л.Ю.,Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство,https://www.elibrary.ru/contents.asp?id=34463807,"
Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство. 
2017. 
№ 1.  С. 67-78.
"
ДЛИННОПАЛЫЙ РАК КАК ОБЪЕКТ РАЗВЕДЕНИЯ В ВОДОЕМАХ БАССЕЙНА РЕКИ ВОЛГИ,Александрова Е.Н.,Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство,https://www.elibrary.ru/contents.asp?id=34339090,"
Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство. 
2016. 
№ 4.  С. 9-19.
"
СОСТОЯНИЕ СЫРЬЕВОЙ БАЗЫ В АЗОВО-ЧЕРНОМОРСКОМ РЫБОХОЗЯЙСТВЕННОМ БАССЕЙНЕ В 2013 Г. И ЕЁ ИСПОЛЬЗОВАНИЕ ПРОМЫСЛОМ,"Александрова У.Н., Игнатенко А.С., Перевалов О.А., Поверенная А.А., Рогов С.Ф., Леонтьев С.Ю., Бондаренко М.В.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34257850,"
Труды ВНИРО. 
2016. 
Т. 160.  С. 12-25.
"
РЫБОЛОВСТВО В ДАЛЬНЕВОСТОЧНОМ РЫБОХОЗЯЙСТВЕННОМ БАССЕЙНЕ В 2013 Г,"Антонов Н.П., Кловач Н.В., Орлов А.М., Датский А.В., Лепская В.А., Кузнецов В.В., Яржомбек А.А., Абрамов А.А., Алексеев Д.О., Моисеев С.И., Евсеева Н.В., Сологуб Д.О.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34257850,"
Труды ВНИРО. 
2016. 
Т. 160.  С. 133-211.
"
НОРМИРОВАНИЕ ХАРАКТЕРИСТИК ШУМОВОГО ПОЛЯ РЫБОХОЗЯЙСТВЕННЫХ НИС С ЦЕЛЬЮ МИНИМИЗАЦИИ ЕГО ВЛИЯНИЯ НА ПОВЕДЕНИЕ РЫБ ПРИ ПРОМЫСЛОВО-АКУСТИЧЕСКОЙ СЪЁМКЕ,Левашов Д.Е.,Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34248257,"
Труды ВНИРО. 
2016. 
Т. 159.  С. 157-166.
"
СОВРЕМЕННОЕ СОСТОЯНИЕ СЫРЬЕВОЙ БАЗЫ И ЕЁ ИСПОЛЬЗОВАНИЕ ПРОМЫСЛОМ В ЮЖНОМ РЫБОХОЗЯЙСТВЕННОМ РАЙОНЕ ВОЛЖСКО-КАСПИЙСКОГО РЫБОХОЗЯЙСТВЕННОГО БАССЕЙНА,"Васильева Т.В., Шипулин С.В., Канатьев С.В., Ткач В.Н., Лепилина И.Н., Калмыков В.А., Власенко А.Д., Булгакова Т.И.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34257850,"
Труды ВНИРО. 
2016. 
Т. 160.  С. 26-40.
"
ИСПОЛЬЗОВАНИЕ СЫРЬЕВОЙ БАЗЫ РЫБОЛОВНЫМ ФЛОТОМ РОССИЙСКОЙ ФЕДЕРАЦИИ В АТЛАНТИЧЕСКОМ ОКЕАНЕ В ЗОНАХ ОТВЕТСТВЕННОСТИ АТЛАНТНИРО,"Архипов А.Г., Гербер Е.М., Касаткина С.М., Лукацкий В.Б., Нестеров А.А., Нигматуллин Ч.М., Тимошенко Н.М., Чадаев В.А.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34257850,"
Труды ВНИРО. 
2016. 
Т. 160.  С. 41-59.
"
ЭПИЗООТОЛОГИЧЕСКИЙ МОНИТОРИНГ РЫБОВОДНЫХ ХОЗЯЙСТВ И РЫБОПРОМЫСЛОВЫХ ВОДОЁМОВ РОССИИ,"Наумова А.М., Наумова А.Ю., Логинов Л.С.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34333462,"
Труды ВНИРО. 
2016. 
Т. 162.  С. 97-103.
"
ВОДНЫЕ БИОЛОГИЧЕСКИЕ РЕСУРСЫ ПЕНЗЕНСКОЙ ОБЛАСТИ. СУРСКОЕ ВОДОХРАНИЛИЩЕ,Асанов А.Ю.,Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство,https://www.elibrary.ru/contents.asp?id=34054469,"
Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство. 
2015. 
№ 1.  С. 14-25.
"
ПАСТБИЩНОЕ ЛОСОСЕВОДСТВО НА ДАЛЬНЕМ ВОСТОКЕ: СОВРЕМЕННОЕ СОСТОЯНИЕ И СУЩЕСТВУЮЩИЕ ПРОБЛЕМЫ,"Леман В.Н., Смирнов Б.П., Точилина Т.Г.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34083181,"
Труды ВНИРО. 
2015. 
Т. 153.  С. 105-120.
"
К ВОПРОСУ О МЕТОДОЛОГИИ ПРОГНОЗИРОВАНИЯ ЗАПАСОВ И СТРАТЕГИИ ПРОМЫСЛА МИНТАЯ,Булатов О.А.,Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34235376,"
Труды ВНИРО. 
2015. 
Т. 157.  С. 45-70.
"
"ОЦЕНКА ЗАПАСОВ И ОДУ МИНТАЯ ВОСТОЧНОЙ ЧАСТИ ОХОТСКОГО МОРЯ С ИСПОЛЬЗОВАНИЕМ ДАННЫХ ИС ""РЫБОЛОВСТВО""","Бабаян В.К., Булгакова Т.И., Васильев Д.А., Михайлов А.И., Антонов И.Н., Моисеенко Г.С.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34046580,"
Труды ВНИРО. 
2014. 
Т. 151.  С. 3-14.
"
ОЦЕНКА ЗАПАСОВ И ПРОГНОЗИРОВАНИЕ ОДУ ВОСТОЧНО- КАМЧАТСКОГО МИНТАЯ (THERAGRA CHALCOGRAMMA) НА ОСНОВЕ ПРЕДОСТОРОЖНОГО ПОДХОДА,"Ильин О.И., Сергеева Н.П., Варкентин А.И.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34046580,"
Труды ВНИРО. 
2014. 
Т. 151.  С. 62-74.
"
ПРИРОДНЫЕ ЦЕОЛИТЫ В ПРОДУКЦИОННЫХ КОМБИКОРМАХ ДЛЯ ОСЕТРОВЫХ РЫБ,"Баканёва Ю.М., Бычкова А.П., Баканёв Н.М., Фёдоровых Ю.В.",Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство,https://www.elibrary.ru/contents.asp?id=33828021,"
Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство. 
2013. 
№ 1.  С. 162-166.
"
ВЛИЯНИЕ ТЕМПЕРАТУРНЫХ УСЛОВИЙ ВЫРАЩИВАНИЯ БЕСТЕРА ACIPENSER NIKOLJUKINI НА ДЛИТЕЛЬНОСТЬ ГАМЕТОГЕНЕЗА И ВОЗРАСТ ДОСТИЖЕНИЯ ПОЛОВОЙ ЗРЕЛОСТИ В УСТАНОВКАХ ЗАМКНУТОГО ВОДООБЕСПЕЧЕНИЯ И В ПРУДАХ,"Филиппова О.П., Бурцев И.А., Сафронов А.С., Дудин К.В., Аветиков М.С., Чекмарев А.С.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34068018,"
Труды ВНИРО. 
2010. 
Т. 148.  С. 170-179.
"
ОПРЕДЕЛЕНИЕ НЕДОУЧЕТА ВЫЛОВА МИНТАЯ И СЕЛЬДИ: МЕТОДИЧЕСКИЕ ПОДХОДЫ И РЕЗУЛЬТАТЫ,"Буслов А.В., Бонк А.А., Варкентин А.И., Золотов А.О.",Труды ВНИРО,https://www.elibrary.ru/contents.asp?id=34052034,"
Труды ВНИРО. 
2006. 
Т. 146.  С. 322-328.
"
